class;term;comment
material entity;differentially enriched microbial marker for disease;A microbe that is differentially enriched in a microbiome host and can serve as a marker for a disease
process;depletion of Bacteroidales in colorectal cancer human gut;A colorectal cancer human-gut microbiome interaction where Bacteroidales is decreased.
process;expansion of Prevotella oulorum in SLE human oral cavity;a SLE human oral cavity microbiome interaction that shows an expansion of Prevotella oulorum in patients with SLE compared with healthy controls.
process;depletion of Rikenellaceae in colorectal cancer human gut;A colorectal cancer human-gut microbiome interaction where Rikenellaceae is decreased.
process;microbiome-gut-brain interaction;An host-microbiome interaction that involves the interaction between enteric microbiota on the host and the host brain (esp. the central nervous system), which often leads to a specific nervous phenotype
process;expansion of Negativicutes in gout human gut;a Gout human-gut microbiome interaction that shows an expansion of Negativicutes in patients with gout compared with healthy controls.
process;expansion of Fretibacterium fastidiosum in SLE human oral cavity;a SLE human oral cavity microbiome interaction that shows an expansion of Fretibacterium fastidiosum in patients with SLE compared with healthy controls.
process;depletion of B. uniformis in colorectal cancer human gut;A colorectal cancer human-gut microbiome interaction where Bacteroides uniformis is decreased.
process;microbiome-cancer interaction;An host-microbiome interaction that is associated with cancer
process;human skin microbiome interaction;An interaction between human and zone of skin microbiome.
process;expansion of Fusobacterium in SLE human oral cavity;a SLE human oral cavity microbiome interaction that shows an expansion of Fusobacterium in patients with SLE compared with healthy controls.
process;microbiome-immune-cancer interaction;An interaction between microbiome and host immune system that is associated with cancer
process;host-microbiome interaction;A biological interaction between a microbiome and its host
process;PsA human zone of skin microbiome interaction;A human skin microbiome interaction that is associated with psoriatic arthritis (PsA).
process;expansion of Selenomonas in SLE human oral cavity;a SLE human oral cavity microbiome interaction that shows an expansion of Selenomonas in patients with SLE compared with healthy controls.
material entity;host;An organism that has 'host role', i.e., a role played by an organism and realized by providing nourishment, shelter or a means of reproduction to another organism.
material entity;human microbiome;A microbiome located in a human body
process;depletion of Vibrionaceae in gout human gut;a Gout human-gut microbiome interaction that shows an decrease of Vibrionaceae in patients with gout compared with healthy controls.
process;expansion of Treponema in SLE human oral cavity;a SLE human oral cavity microbiome interaction that shows an expansion of Treponema in patients with SLE compared with healthy controls.
process;expansion of Providencia in colorectal cancer human gut;A colorectal cancer human-gut microbiome interaction where Providencia is increased.
material entity;microbiome;A biome that consists of a collection of microorganisms (i.e., microbiota) and the surrounding environment where the microorganisms reside.
process;depletion of Photobacterium in gout human gut;a Gout human-gut microbiome interaction that shows an decrease of Photobacterium in patients with gout compared with healthy controls.
process;expansion of Chloroflexi in gout human gut;a Gout human-gut microbiome interaction that shows an expansion of Chloroflexi in patients with gout compared with healthy controls.
process;expansion of Bacteroidaceae in colorectal cancer human gut;A colorectal cancer human-gut microbiome interaction where Bacteroidaceae is increased.
material entity;mouse microbiome;A microbiome located in a mouse body
process;depletion of Vibrio in gout human gut;a Gout human-gut microbiome interaction that shows an decrease of Vibrio in patients with gout compared with healthy controls.
process;expansion of Anaerolineae in gout human gut;a Gout human-gut microbiome interaction that shows an expansion of Anaerolineae in patients with gout compared with healthy controls.
process;expansion of Streptococcaceae in colorectal cancer human gut;A colorectal cancer human-gut microbiome interaction where Streptococcaceae is increased.
material entity;bacterial microbiome;A microbiome that includes a collective population of bacterial organisms.
process;depletion of Eubacterium ventriosum in colorectal cancer human gut;A colorectal cancer human-gut microbiome interaction where Eubacterium ventriosum is decreased.
process;expansion of Anaerolineales in gout human gut;a Gout human-gut microbiome interaction that shows an expansion of Anaerolineales in patients with gout compared with healthy controls.
process;expansion of Fusobacteriaceae in colorectal cancer human gut;A colorectal cancer human-gut microbiome interaction where Fusobacteriaceae is increased.
material entity;fungal microbiome;A microbiome that includes a collective population of fungal microorganisms.
process;depletion of Lachnospiraceae in gout human gut;a Gout human-gut microbiome interaction that shows an decrease of Lachnospiraceae in patients with gout compared with healthy controls.
process;expansion of Anaerolineaceae in gout human gut;a Gout human-gut microbiome interaction that shows an expansion of Anaerolineaceae in patients with gout compared with healthy controls.
process;expansion of Peptostreptococcaceae in colorectal cancer human gut;A colorectal cancer human-gut microbiome interaction where Peptostreptococcaceae is increased.
material entity;viral microbiome;A microbiome that includes a collective population of virus
process;depletion of Ruminococcaceae in gout human gut;a Gout human-gut microbiome interaction that shows an decrease of Ruminococcaceae in patients with gout compared with healthy controls.
process;expansion of Corynebacteriales in gout human gut;a Gout human-gut microbiome interaction that shows an expansion of Corynebacteriales in patients with gout compared with healthy controls.
material entity;fungal microbiome of skin;A fungal microbiome that is located in the skin of a host organism
