class;term;comment
material entity;Xibo in China (SGDP);A population made up of 2 samples from Xibo individuals recruited in China as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation East Asian.
material entity;Mauritanian;
material entity;Asháninka;Individuals who self-identify or are reported by authors as belonging to an indigenous people living in the rainforests of Peru and in the State of Acre, Brazil. Their ancestral lands are in the forests of Junín, Pasco, Huánuco and part of Ucayali in Peru.
material entity;Chinese Dai in Xishuangbanna, China;A population made up of 109 samples from Chinese Dai individuals recruited in Xishuangbanna, China as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation East Asian.
material entity;Arhuaco;Individuals who self-identify or are reported by authors as belonging to an Chibchan-speaking indigenous people of Colombia, descended from the Tairona culture, concentrated in northern Colombia in the Sierra Nevada de Santa Marta.
material entity;Yi in China (SGDP);A population made up of 2 samples from Yi individuals recruited in China as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation East Asian.
material entity;Mahoran;
material entity;Bantu in Kenya (HGDP);A population made up of 10 samples from Bantu individuals recruited in Kenya as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Japanese in Tokyo, Japan;A population made up of 105 samples from Japanese individuals recruited in Tokyo, Japan as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation East Asian.
material entity;Mauritian;
material entity;reference population;A population made of individuals from whom samples were collected as part of a project such as the 1000 Genomes Project or the Human Genome Diversity Project (HDGP) in order to establish a comprehensive overview of human genetic diversity. Sample sizes for these reference populations vary from 1-3 to 100s of individuals but all individuals in a population will have been sampled in the same location. Each population is allocated to a continental or sub-continental superpopulation such as European or African. Subsets of samples from a reference population may have been used in multiple different analyses.
material entity;Han Chinese in Beijing, China;A population made up of 112 samples from Han Chinese individuals recruited in Beijing, China as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation East Asian.
material entity;Sao Tomean;
material entity;Biaka in Central African Republic (HGDP);A population made up of 24 samples from Biaka individuals recruited in Central African Republic as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Han Chinese South;A population made up of 171 samples from Han Chinese South individuals recruited in China as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation East Asian.
material entity;Namibian;
material entity;Bantu in South Africa (HGDP);A population made up of 4 samples from Bantu individuals recruited in South Africa as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Kinh in Ho Chi Minh City, Vietnam;A population made up of 124 samples from Kinh individuals recruited in Ho Chi Minh City, Vietnam as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation East Asian.
material entity;Mbuti in Democratic Republic of Congo (HGDP);A population made up of 13 samples from Mbuti individuals recruited in Democratic Republic of Congo as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African. Samples from this population were used in data collections for HGDP Transcriptome.
material entity;Basque in France (HGDP);A population made up of 22 samples from Basque individuals recruited in France as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation European.
material entity;Senegalese;
material entity;Mandenka in Senegal (HGDP);A population made up of 20 samples from Mandenka individuals recruited in Senegal as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Adygei in Caucasus, Russia (HGDP);A population made up of 15 samples from Adygei individuals recruited in Caucasus, Russia as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation European.
material entity;Yoruba in Nigeria (HGDP);A population made up of 18 samples from Yoruba individuals recruited in Nigeria as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Sierra Leonean;
material entity;San in Namibia (HGDP);A population made up of 4 samples from San individuals recruited in Namibia as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Bergamo Italian in Bergamo, Italy (HGDP);A population made up of 10 samples from Bergamo Italian individuals recruited in Bergamo, Italy as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation European.
material entity;South African;
material entity;Bantu Herero in Botswana Or Namibia (SGDP);A population made up of 2 samples from Bantu Herero individuals recruited in Botswana Or Namibia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Orcadian in Orkney (HGDP);A population made up of 13 samples from Orcadian individuals recruited in Orkney as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation European.
material entity;French in France (HGDP);A population made up of 24 samples from French individuals recruited in France as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation European.
material entity;Bolivian;
material entity;Ugandan;
material entity;Bantu Tswana in Botswana Or Namibia (SGDP);A population made up of 2 samples from Bantu Tswana individuals recruited in Botswana Or Namibia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Sardinian in Italy (HGDP);A population made up of 24 samples from Sardinian individuals recruited in Italy as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation European.
material entity;St. Helenian;
material entity;Bantu Kenya in Kenya (SGDP);A population made up of 2 samples from Bantu Kenya individuals recruited in Kenya as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Russian in Russia (HGDP);A population made up of 23 samples from Russian individuals recruited in Russia as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation European.
material entity;Caymanian;
material entity;Beninese;
material entity;Dinka in Sudan (SGDP);A population made up of 3 samples from Dinka individuals recruited in Sudan as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;British in England and Scotland;A population made up of 107 samples from British individuals recruited in England and Scotland as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation European.
material entity;British Virgin Islander;
material entity;Angolan;
material entity;Biaka in Central African Republic (SGDP);A population made up of 2 samples from Biaka individuals recruited in Central African Republic as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Tuscan in Italy (HGDP);A population made up of 6 samples from Tuscan individuals recruited in Italy as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation European.
material entity;Costa Rican;
material entity;Burkinabe;
material entity;Gambian in Gambia (SGDP);A population made up of 2 samples from Gambian individuals recruited in Gambia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Finnish in Finland;A population made up of 105 samples from Finnish individuals recruited in Finland as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation European.
material entity;Colombian;
material entity;Motswana;
material entity;Esan in Nigeria (SGDP);A population made up of 2 samples from Esan individuals recruited in Nigeria as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Utah residents (CEPH) with Northern and Western European ancestry;A population made up of 184 samples from individuals resident in Utah (CEPH) with Northern and Western European ancestry recruited in Utah, USA as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation European.
material entity;Dominican;
material entity;Khomani San in South Africa (SGDP);A population made up of 2 samples from Khomani San individuals recruited in South Africa as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Toscani in Italy;A population made up of 112 samples from Toscani individuals recruited in Italy as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation European.
material entity;Cuban;
material entity;Burundian;
material entity;Ju|'hoan North in Namibia (SGDP);A population made up of 4 samples from Ju|'hoan North individuals recruited in Namibia as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Iberian populations in Spain;A population made up of 162 samples from Iberian populations individuals recruited in Spain as part of the 1000 Genomes Project. The population was assigned by the collecting project to the superpopulation European.
material entity;Salvadoran;
material entity;Congolese;
material entity;Ecuadorian;
material entity;Comoran;
material entity;Luhya in Kenya (SGDP);A population made up of 2 samples from Luhya individuals recruited in Kenya as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;French Guianese;
material entity;Bedouin in Negev, Israel (HGDP);A population made up of 44 samples from Bedouin individuals recruited in Negev, Israel as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Greater Middle Eastern (Middle Eastern or North African or Persian).
material entity;Ivoirian;
material entity;Mandenka in Senegal (SGDP);A population made up of 3 samples from Mandenka individuals recruited in Senegal as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Mozabite in Mzab, Algeria (HGDP);A population made up of 27 samples from Mozabite individuals recruited in Mzab, Algeria as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Greater Middle Eastern (Middle Eastern or North African or Persian).
material entity;Luo in Kenya (SGDP);A population made up of 2 samples from Luo individuals recruited in Kenya as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Druze in Carmel, Israel (HGDP);A population made up of 40 samples from Druze individuals recruited in Carmel, Israel as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Greater Middle Eastern (Middle Eastern or North African or Persian).
material entity;Guatemalan;
material entity;Equatorial Guinean;
material entity;Mbuti in Congo (SGDP);A population made up of 4 samples from Mbuti individuals recruited in Congo as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Bougainville in Bougainville (HGDP);A population made up of 11 samples from Bougainville individuals recruited in Bougainville as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Oceanian.
material entity;Grenadian;
material entity;Djiboutian;
material entity;Masai in Kenya;A population made up of 3 samples from Masai individuals recruited in Kenya as part of the Simons Genome Diversity Project. The population was assigned by the collecting project to the superpopulation African.
material entity;Palestinian in Central, Israel (HGDP);A population made up of 43 samples from Palestinian individuals recruited in Central, Israel as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Greater Middle Eastern (Middle Eastern or North African or Persian).
material entity;Honduran;
material entity;Gabonese;
