class;term;comment
process;Schistosoma haematobium 3 day schistosomulum stage;A 3 days schistosomulum stage of Schistosoma haematobium occurs in the definitive host 3 days post-infection.
process;3 week parasitic worm stage;A parasitic worm stage of development 3 weeks post differentiation into a worm form.
material entity;Trypanosoma cruzi amastigote;A Trypanosoma cruzi that is the intracellular dividing form in the cytoplasm of mammalian cells. It is a round/oval-shaped cell with no protruding flagellum.
material entity;Trypanosoma brucei trypomastigote;A Trypanosoma brucei that is a Trypomastigote form of Trypanosoma brucei. In this form the large kinetoplast is postnuclear and is at the most posterior part of the body and the flagellum emerges from the flagellar pocket, and runs along the entire length of the body as an undulating membrane.
process;Trypanosoma cruzi amastigote stage;An amastigote stage in the lifecycle of Trypanosoma cruzi that occurs in mammalian hosts.
process;Trypanosoma cruzi lifecycle stage;A lifecycle stage of Trypanosoma cruzi.
process;Schistosoma mansoni 24 hour schistosomulum stage;A 24 hours schistosomulum stage of Schistosoma mansoni that occurs in the definitive host 24 hours post-infection.
process;Schistosoma japonicum mother sporocyst stage;A mother sporocyst stage in the Schistosoma japonicum lifecycle that occurs in the snail intermediate host.
process;6 day schistosomulum stage;A schistosomulum stage that occurs in 6 days after infection of the mammalian host.
process;Plasmodium falciparum ookinete stage;An ookinete stage in the Plasmodium falciparum lifecycle that occurs in the midgut of a mosquito vector and on the outside of the midgut.
process;Schistosoma japonicum sporocyst stage;A sporocyst stage in the Schistosoma japonicum lifecycle that is found within the snail intermediate host.
process;Plasmodium falciparum macrogametocyte stage;A macrogametocyte stage in the Plasmodium falciparum lifecycle that occurs either in the bloodstream of a human host or the midgut of a mosquito vector.
process;Leishmania major promastigote stage;A promastigote stage in the Leishmania major lifecycle.
material entity;Schistosoma mansoni 3 hour schistosomulum;A Schistosoma mansoni schistosomulum in a migratory larval formi that is found within blood vessels of the definitive host, mammal, 3 hours post-infection.
material entity;Plasmodium falciparum schizont;A Plasmodium falciparum divides through schizogony. Depending on its location, it is either called hepatic or erythrocytic schizont. The schizont is a dividing stage with 2 or more nuclei.
process;parasite lifecycle stage;A life cycle stage of a parasite.
process;egg stage;A life cycle stage of some parasites in which a non-operculate egg emerges from the adult female worm.
process;hepatic schizont stage;A schizont stage that occurs in hepatocyte where sporozoites mature into a schizont.
process;Leishmania major procyclic promastigote stage;A procyclic promastigote stage in the Leishmania major lifecycle.
material entity;Schistosoma japonicum miracidium;A Schistosoma japonicum in a free-living motile form that is covered with cilia, and develops in the snail intermediate host.
process;oocyst stage;A parasite lifecycle stage of sporozoa consisting of a zygote enclosed by cyst wall.
material entity;Phlebotominae midgut;A midgut that is a part of or originated from a sand fly of genus Phlebotominae.
process;Schistosoma japonicum egg stage;An egg stage in the lifecycle of Schistosoma japonicum that occurs in the mammalian host.
process;Schistosoma japonicum 3 hour schistosomulum stage;A 3 hours schistosomulum stage of Schistosoma japonicum that occurs in the definitive host 3 hours post-infection.
process;Plasmodium falciparum macrogamete stage;A macrogamete stage in the Plasmodium falciparum lifecycle that occurs in the midgut of a mosquito vector.
material entity;Schistosoma mansoni mother sporocyst;A Schistosoma mansoni sporocyst that produces more sporocysts.
process;Schistosoma haematobium 3 hour schistosomulum stage;A 3 hours schistosomulum stage of Schistosoma haematobium that occurs in the definitive host 3 hours post-infection.
process;Schistosoma japonicum 24 hour schistosomulum stage;A 24 hours schistosomulum stage of Schistosoma japonicum that occurs in the definitive host 24 hours post-infection.
material entity;Schistosoma japonicum schistosomulum;A Schistosoma japonicum in a migratory larval form that is found within blood vessels of the definitive host and develops into the worm.
material entity;Schistosoma haematobium adult male worm;A Schistosoma haematobium adult worm is a fully developed mature male form of Schistosoma haematobium and capable of sexual reproduction, which lives in the pelvic blood vessels of the vesicle plexis of the mammal host and has 4-5 testes.
process;procyclic trypomastigote stage;A trypomastigote stage where trypomastigote form of parasites are in dividing form. This stage occurs in fly vector.
process;Schistosoma haematobium schistosomulum stage;A schistosomulum stage of Schistosoma haematobium that occurs in the definitive host and is followed by the parasitic worm stage.
material entity;Schistosoma haematobium cercaria;A Schistosoma haematobium is the parasitic larval form of the Schistosoma haematobium that develops in a freshwater snail and is released into the water.
process;erythrocytic schizont stage;A schizont stage that occurs in erythrocytes where trophozoites mature into a schizont and schizont produces daughter trophozoites or merozoites.
process;Plasmodium falciparum zygote stage;A zygote stage in the Plasmodium falciparum lifecycle that occurs in the midgut of the mosquito vector where a microgamete and a macrogamete fertilizes each other to produce a diploid cell.
material entity;Plasmodium falciparum hepatic schizont;A Plasmodium falciparum schizont that is found in infected hepatocytes (i.e., liver cells) of a human host.
process;Schistosoma japonicum worm stage;A worm stage of Schistosoma japonicum that is fully developed mature form and found in the small superior mesenteric blood vessels associated with the ileo-caecal area of the intestine of the mammalian host.
process;Plasmodium falciparum gametocyte stage;A gametocyte stage in the lifecycle of Plasmodium falciparum.
process;cercaria stage;A parasite lifecycle stage that is a free-living larval stage of Digenea, developed within the germinal cells of the sporocyst or redia. A cercaria has a tapering head with large penetration glands. It may or may not have a long swimming "tail", depending on the species. The motile cercaria finds and settles in a host where it will become either an adult, or a mesocercaria, or a metacercaria, according to species.
material entity;Schistosoma mansoni daughter sporocyst;A Schistosoma mansoni sporocyst that develops into cercariae.
process;Schistosoma haematobium miracidium stage;A miracidium stage in the Schistosoma haematobium lifecycle that occurs in the intermediate snail host.
material entity;Homo sapiens hepatocyte;A hepatocyte that is a part of or originated from a human (Homo sapiens).
material entity;Plasmodium falciparum zygote;A Plasmodium falciparum zygote is formed after fertilisation of the macrogamete by a microgamete in the midgut of the mosquito vector. This round form is the only diploid stage in the Plasmodium falciparum life cycle.
material entity;Plasmodium erythrocytic trophozoite;A Plasmodium trophozoite that is found in erythrocytes of a vertebrate host.
material entity;Leishmania major procyclic promastigote;A Leishmania major promastigote that is found in the alimentary tract of an insect vector. It is non-infective to its mammalian host.
material entity;Plasmodium trophozoite;A Plasmodium that is a feeding form which has a single nucleus during the trophozoite stage. Depending on its location, it is either called hepatic or erythrocytic trophozoite.
