class;term;comment
process;dietary records method;A type of prospective dietary survey method collecting data about the foods and beverages consumed over a previously specified period of time.
process;duplicate diet method;A type of prospective dietary survey method that involves setting aside duplicate portions of all foods and beverages consumed throughout a specific time period. These duplicate portions are set aside, weighed, either by the respondent or fieldworker, and then sent to a laboratory for chemical analysis to determine content.
process;retrospective method for assessing dietary diversity of infant and yong child;A retrospective method for assessing dietary diversity with the "Infant and Young Child Dietary Diversity Score" (IYCDDS, defined as the Proportion of children 6–23 months of age who receive foods from four or more predefined food groups.
generically dependent continuant;quantitative food-based dietary guideline;A food-based dietary guideline that provides quantitative dietary advice.
generically dependent continuant;referred food composition data for quantification;An indicator that indicates how the measured food intake data are matched to food composition data.
generically dependent continuant;food-based dietary guideline for infants;A food-based dietary guideline that provides a guide about breastfeeding, baby food and nutrition.
generically dependent continuant;customized food quantification;An indicator for food quantification method that indicates whether a food quantification method is tailored to the characteristics of the assessed population.
generically dependent continuant;food-based dietary guideline for children;A food-based dietary guideline that provides dietary advice for children.
generically dependent continuant;food-based dietary guideline for adolescents;A food-based dietary guideline that provides dietary advice for adolescents.
generically dependent continuant;food-based dietary guideline for adults;A food-based dietary guideline that provides dietary advice for adults.
generically dependent continuant;food-based dietary guideline for elderly people;A food-based dietary guideline that provides dietary advice for elderly people.
process;estimated food records method;A type of dietary records method that instructions respondents to document all foods and beverages consumed during a predefined period.
process;weighed food records method;A type of dietary records method that adopts the same methodological principles as the estimated food record method. However, in this method respondents are asked to weigh foods or drinks using weighing scales.
process;semi-quantitative FFQ method;A type of Food Frequency Questionnaire method that includes information about both the frequency and quantity of food or drink intake.
process;non-quantitative FFQ method;A type of Food Frequency Questionnaire method that collects only frequency of food or drink intake.
process;screener method;A retrospective dietary survey method that uses modified versions of longer Food Frequency Questionnaires varying in length, frequency categories and number of foods listed.
generically dependent continuant;food-based dietary guideline;A publication that provides science-based dietary advice to promote healthy eating of the general public.
process;retrospective method for assessing dietary diversity of women;A retrospective method for assessing dietary diversity in women. Minimum Dietary Diversity-Women is a dichotomous indicator of whether or not women of 15–49 years of age have consumed at least five out of ten predefined food groups during the previous 24 hours.
generically dependent continuant;qualitative food-based dietary guideline;A food-based dietary guideline that provides qualitative dietary advice.
generically dependent continuant;content validity of a diet survey questionnaire;An indicator that specifies the content validity of a diet survey questionnaire in another comparable population in terms of both age and dietary habits. The reference, the type of the validation, and validation estimates are important pieces of information.
generically dependent continuant;other analyses section;A results section that reports any sensitivity analysis (e.g., exclusion of misreporters or outliers) and data imputation, if applicable.
