class;term;comment
specifically dependent continuant;concentration of molybdenum(4+) in material entity;The concentration of molybdenum(4+) when measured in some material entity.
specifically dependent continuant;concentration of mercury(2+) in material entity;The concentration of mercury(2+) when measured in some material entity.
specifically dependent continuant;concentration of manganese atom in material entity;The concentration of manganese atom when measured in some material entity.
specifically dependent continuant;concentration of (−)-α-thujone in material entity;The concentration of (−)-α-thujone when measured in some material entity.
specifically dependent continuant;concentration of vanadium(2+) in material entity;The concentration of vanadium(2+) when measured in some material entity.
specifically dependent continuant;concentration of phloretic acid in material entity;The concentration of phloretic acid when measured in some material entity.
specifically dependent continuant;concentration of titanium(3+) in material entity;The concentration of titanium(3+) when measured in some material entity.
specifically dependent continuant;concentration of tin(2+) in material entity;The concentration of tin(2+) when measured in some material entity.
specifically dependent continuant;concentration of strontium(2+) in material entity;The concentration of strontium(2+) when measured in some material entity.
specifically dependent continuant;concentration of selenium(2+) in material entity;The concentration of selenium(2+) when measured in some material entity.
specifically dependent continuant;concentration of rubidium(1+) in material entity;The concentration of rubidium(1+) when measured in some material entity.
specifically dependent continuant;concentration of nickel(2+) in material entity;The concentration of nickel(2+) when measured in some material entity.
specifically dependent continuant;concentration of lubimin in material entity;The concentration of lubimin when measured in some material entity.
specifically dependent continuant;concentration of 1,8-cineole in material entity;The concentration of 1,8-cineole when measured in some material entity.
specifically dependent continuant;concentration of borneol in material entity;The concentration of borneol when measured in some material entity.
specifically dependent continuant;concentration of Azukisaponin III in material entity;The concentration of Azukisaponin III when measured in some material entity.
specifically dependent continuant;concentration of (2E,6E)-farnesyl monophosphate in material entity;The concentration of (2E,6E)-farnesyl monophosphate when measured in some material entity.
specifically dependent continuant;concentration of soyasaponin I in material entity;The concentration of soyasaponin I when measured in some material entity.
specifically dependent continuant;concentration of Spinasaponin A in material entity;The concentration of Spinasaponin A when measured in some material entity.
specifically dependent continuant;concentration of Theasaponin in material entity;The concentration of Theasaponin when measured in some material entity.
specifically dependent continuant;concentration of cadmium(2+) in material entity;The concentration of cadmium(2+) when measured in some material entity.
specifically dependent continuant;concentration of pterocarpan in material entity;The concentration of pterocarpan when measured in some material entity.
specifically dependent continuant;concentration of boron(3+) in material entity;The concentration of boron(3+) when measured in some material entity.
specifically dependent continuant;concentration of pterocarpans in material entity;The concentration of pterocarpans when measured in some material entity.
specifically dependent continuant;concentration of 3-arylcoumarin in material entity;The concentration of 3-arylcoumarin when measured in some material entity.
specifically dependent continuant;concentration of coumestrol in material entity;The concentration of coumestrol when measured in some material entity.
specifically dependent continuant;concentration of lithium(1+) in material entity;The concentration of lithium(1+) when measured in some material entity.
specifically dependent continuant;concentration of absinthin in material entity;The concentration of absinthin when measured in some material entity.
specifically dependent continuant;concentration of lead(2+) in material entity;The concentration of lead(2+) when measured in some material entity.
specifically dependent continuant;concentration of myrtenic acid in material entity;The concentration of myrtenic acid when measured in some material entity.
specifically dependent continuant;concentration of iron(2+) in material entity;The concentration of iron(2+) when measured in some material entity.
specifically dependent continuant;concentration of lignan in material entity;The concentration of lignan when measured in some material entity.
specifically dependent continuant;concentration of avenacin A-1 in material entity;The concentration of avenacin A-1 when measured in some material entity.
specifically dependent continuant;concentration of iodide in material entity;The concentration of iodide when measured in some material entity.
specifically dependent continuant;concentration of phenylpropanoid in material entity;The concentration of phenylpropanoid when measured in some material entity.
specifically dependent continuant;concentration of fluoride in material entity;The concentration of fluoride when measured in some material entity.
specifically dependent continuant;concentration of biflavonoid in material entity;The concentration of biflavonoid when measured in some material entity.
specifically dependent continuant;concentration of copper(2+) in material entity;The concentration of copper(2+) when measured in some material entity.
specifically dependent continuant;concentration of neoflavonoid in material entity;The concentration of neoflavonoid when measured in some material entity.
specifically dependent continuant;concentration of cobalt(2+) in material entity;The concentration of cobalt(2+) when measured in some material entity.
specifically dependent continuant;concentration of (+)-pisatin in material entity;The concentration of (+)-pisatin when measured in some material entity.
specifically dependent continuant;concentration of chromium(2+) in material entity;The concentration of chromium(2+) when measured in some material entity.
specifically dependent continuant;concentration of ( )-phaseolin in material entity;The concentration of ( )-phaseolin when measured in some material entity.
specifically dependent continuant;concentration of limonin in material entity;The concentration of limonin when measured in some material entity.
specifically dependent continuant;concentration of (1S,4R)-fenchone in material entity;The concentration of (1S,4R)-fenchone when measured in some material entity.
specifically dependent continuant;concentration of limonene-1,2-diol in material entity;The concentration of limonene-1,2-diol when measured in some material entity.
specifically dependent continuant;concentration of phytol in material entity;The concentration of phytol when measured in some material entity.
specifically dependent continuant;concentration of 2-trans,6-trans-farnesyl diphosphate in material entity;The concentration of 2-trans,6-trans-farnesyl diphosphate when measured in some material entity.
specifically dependent continuant;concentration of geraniol in material entity;The concentration of geraniol when measured in some material entity.
specifically dependent continuant;concentration of all-trans-retinal in material entity;The concentration of all-trans-retinal when measured in some material entity.
specifically dependent continuant;concentration of gluconapoleiferin(1-) in material entity;The concentration of gluconapoleiferin(1-) when measured in some material entity.
specifically dependent continuant;concentration of gluconasturtiin(1-) in material entity;The concentration of gluconasturtiin(1-) when measured in some material entity.
specifically dependent continuant;concentration of vitamin B1 in material entity;The concentration of vitamin B1 when measured in some material entity.
specifically dependent continuant;concentration of (6R)-5,10-methenyltetrahydrofolate in material entity;The concentration of (6R)-5,10-methenyltetrahydrofolate when measured in some material entity.
specifically dependent continuant;concentration of B vitamin in material entity;The concentration of B vitamin when measured in some material entity.
specifically dependent continuant;concentration of 5-formyltetrahydrofolic acid in material entity;The concentration of 5-formyltetrahydrofolic acid when measured in some material entity.
specifically dependent continuant;concentration of biotin in material entity;The concentration of biotin when measured in some material entity.
specifically dependent continuant;concentration of pyridoxine in material entity;The concentration of pyridoxine when measured in some material entity.
specifically dependent continuant;concentration of (R)-pantothenic acid in material entity;The concentration of (R)-pantothenic acid when measured in some material entity.
specifically dependent continuant;concentration of nicotinic acid in material entity;The concentration of nicotinic acid when measured in some material entity.
specifically dependent continuant;concentration of riboflavin in material entity;The concentration of riboflavin when measured in some material entity.
specifically dependent continuant;concentration of glucoputranjivin(1-) in material entity;The concentration of glucoputranjivin(1-) when measured in some material entity.
specifically dependent continuant;concentration of glucoraphenin(1-) in material entity;The concentration of glucoraphenin(1-) when measured in some material entity.
specifically dependent continuant;concentration of glucobrassicin(1-) in material entity;The concentration of glucobrassicin(1-) when measured in some material entity.
specifically dependent continuant;concentration of progoitrin(1−) in material entity;The concentration of progoitrin(1−) when measured in some material entity.
specifically dependent continuant;concentration of Sinalbin in material entity;The concentration of Sinalbin when measured in some material entity.
specifically dependent continuant;concentration of sinigrin(1-) in material entity;The concentration of sinigrin(1-) when measured in some material entity.
specifically dependent continuant;concentration of diarylheptanoid in material entity;The concentration of diarylheptanoid when measured in some material entity.
specifically dependent continuant;concentration of myricanone in material entity;The concentration of myricanone when measured in some material entity.
specifically dependent continuant;concentration of amino acid derived from non-proteinacious in material entity;The concentration of amino acid derived from non-proteinacious when measured in some material entity.
specifically dependent continuant;concentration of bismuth(3+) in material entity;The concentration of bismuth(3+) when measured in some material entity.
specifically dependent continuant;concentration of caesium(1+) in material entity;The concentration of caesium(1+) when measured in some material entity.
specifically dependent continuant;concentration of barium(2+) in material entity;The concentration of barium(2+) when measured in some material entity.
specifically dependent continuant;concentration of zinc(2+) in material entity;The concentration of zinc(2+) when measured in some material entity.
specifically dependent continuant;concentration of gluconapin(1-) in material entity;The concentration of gluconapin(1-) when measured in some material entity.
specifically dependent continuant;concentration of vitamin (molecular entity) in material entity;The concentration of vitamin (molecular entity) when measured in some material entity.
specifically dependent continuant;concentration of bromide in material entity;The concentration of bromide when measured in some material entity.
specifically dependent continuant;concentration of inorganic nitrate salt in material entity;The concentration of inorganic nitrate salt when measured in some material entity.
specifically dependent continuant;concentration of sodium chloride in material entity;The concentration of sodium chloride when measured in some material entity.
specifically dependent continuant;concentration of salt in material entity;The concentration of salt when measured in some material entity.
specifically dependent continuant;concentration of lanthanum(2+) in material entity;The concentration of lanthanum(2+) when measured in some material entity.
specifically dependent continuant;concentration of citrulline in material entity;The concentration of citrulline when measured in some material entity.
specifically dependent continuant;concentration of ornithine in material entity;The concentration of ornithine when measured in some material entity.
specifically dependent continuant;concentration of glucosinolate in material entity;The concentration of glucosinolate when measured in some material entity.
specifically dependent continuant;concentration of glucoberteroin(1-) in material entity;The concentration of glucoberteroin(1-) when measured in some material entity.
specifically dependent continuant;concentration of glucocapparin(1-) in material entity;The concentration of glucocapparin(1-) when measured in some material entity.
specifically dependent continuant;concentration of glucocochlearin(1-) in material entity;The concentration of glucocochlearin(1-) when measured in some material entity.
specifically dependent continuant;concentration of glucoerucin(1-) in material entity;The concentration of glucoerucin(1-) when measured in some material entity.
specifically dependent continuant;concentration of glucoiberverin(1-) in material entity;The concentration of glucoiberverin(1-) when measured in some material entity.
specifically dependent continuant;concentration of anthocyanin in material entity;The concentration of anthocyanin when measured in some material entity.
specifically dependent continuant;concentration of avenasterol in material entity;The concentration of avenasterol when measured in some material entity.
specifically dependent continuant;concentration of petunidin 3-O-β-D-glucoside in material entity;The concentration of petunidin 3-O-β-D-glucoside when measured in some material entity.
specifically dependent continuant;concentration of phytosterols in material entity;The concentration of phytosterols when measured in some material entity.
specifically dependent continuant;concentration of delphinidin 3-O-β-D-glucoside in material entity;The concentration of delphinidin 3-O-β-D-glucoside when measured in some material entity.
specifically dependent continuant;concentration of lupeol in material entity;The concentration of lupeol when measured in some material entity.
specifically dependent continuant;concentration of β-D-glucoside in material entity;The concentration of β-D-glucoside when measured in some material entity.
specifically dependent continuant;concentration of cholesterol in material entity;The concentration of cholesterol when measured in some material entity.
specifically dependent continuant;concentration of pelargonidin 3-O-β-D-glucoside chloride in material entity;The concentration of pelargonidin 3-O-β-D-glucoside chloride when measured in some material entity.
specifically dependent continuant;concentration of campestanol in material entity;The concentration of campestanol when measured in some material entity.
specifically dependent continuant;concentration of cyanin chloride in material entity;The concentration of cyanin chloride when measured in some material entity.
specifically dependent continuant;concentration of sterol in material entity;The concentration of sterol when measured in some material entity.
specifically dependent continuant;concentration of cyanidin 3-O-rutinoside chloride in material entity;The concentration of cyanidin 3-O-rutinoside chloride when measured in some material entity.
specifically dependent continuant;concentration of glycoglycerolipid in material entity;The concentration of glycoglycerolipid when measured in some material entity.
specifically dependent continuant;concentration of cyanidin 3-O-β-D-galactoside chloride in material entity;The concentration of cyanidin 3-O-β-D-galactoside chloride when measured in some material entity.
specifically dependent continuant;concentration of anthocyanin chlorides in material entity;The concentration of anthocyanin chlorides when measured in some material entity.
specifically dependent continuant;concentration of brassicasterol in material entity;The concentration of brassicasterol when measured in some material entity.
specifically dependent continuant;concentration of delta7-avenasterol in material entity;The concentration of delta7-avenasterol when measured in some material entity.
specifically dependent continuant;concentration of isofucosterol in material entity;The concentration of isofucosterol when measured in some material entity.
specifically dependent continuant;concentration of malvidin 3-O-β-D-glucoside in material entity;The concentration of malvidin 3-O-β-D-glucoside when measured in some material entity.
specifically dependent continuant;concentration of 3-sn-phosphatidyl-L-serine in material entity;The concentration of 3-sn-phosphatidyl-L-serine when measured in some material entity.
specifically dependent continuant;concentration of phosphatidylethanolamine in material entity;The concentration of phosphatidylethanolamine when measured in some material entity.
specifically dependent continuant;concentration of isopeonidin 3-rutinoside in material entity;The concentration of isopeonidin 3-rutinoside when measured in some material entity.
specifically dependent continuant;concentration of dietary sodium in material entity;The concentration of dietary sodium when measured in some material entity.
specifically dependent continuant;concentration of phosphatidylcholine in material entity;The concentration of phosphatidylcholine when measured in some material entity.
specifically dependent continuant;concentration of Cyanidin 3-O-sophoroside in material entity;The concentration of Cyanidin 3-O-sophoroside when measured in some material entity.
specifically dependent continuant;concentration of potassium bitartrate in material entity;The concentration of potassium bitartrate when measured in some material entity.
specifically dependent continuant;concentration of phospholipid in material entity;The concentration of phospholipid when measured in some material entity.
specifically dependent continuant;concentration of cyanidin 3-O-β-D-sambubioside in material entity;The concentration of cyanidin 3-O-β-D-sambubioside when measured in some material entity.
specifically dependent continuant;concentration of potassium formate in material entity;The concentration of potassium formate when measured in some material entity.
specifically dependent continuant;concentration of capsaicin in material entity;The concentration of capsaicin when measured in some material entity.
