class;term;comment
material entity;raw food;A raw food is an uncooked, unprocessed food that is consumed in its natural state
process;food preparation;The process in which food is made.
object aggregate;DASH diet;Dietary Approaches to Stop Hypertension (DASH) trial, which demonstrated that consuming a diet rich in fruits, vegetables, and low-fat dairy products and reduced in saturated fat and cholesterol
object aggregate;ketogenic diet;A ketogenic diet is a high-fat, low-carbohydrate, adequate-protein diet that mimics a fasting state, resulting in the substitution of ketone bodies as a source of energy. The ketogenic diet can be used to reduce recurrent epileptic seizures in individuals with intractable epilepsy. Intractable epilepsy is defined as epilepsy that failed to respond to three or more antiepileptic drugs. A high-fat, adequate-protein, low-carbohydrate diet. It is primarily used in medicine to treat difficult-to-control epilepsy in children
material entity;subject of a nutritional study;The subject (Human) participating in a nutritional study.
object aggregate;non-organic agriculture diet;A diet consisting of food that may have been reared with the use of pesticides, herbicides or chemical fertilizers.
process;Subject Information collection;An assay which purpose is to collect all the general information (e.g. anthropometric measurement) available on the subjects of nutritional studies
object aggregate;organic agriculture diet;A diet consisting of food produced from organic agriculture (food that is grown without the use of synthetic fertilizers, sewage sludge, irradiation, genetic engineering, pesticides, or drugs.)
process;Type of omics;Type of omic assay performed (i.e. targeted metabolomics, untargeted metabolomics)
process;Omics technology assay;The process of collecting data from a sample using 'omic' technologies
object aggregate;high-carbohydrate diet;A diet which provides > 60% of total dietary energy from carbohydrates. It consists predominantly of high glycemic carbohydrates have detrimental metabolic effects
process;Assay type;Assay type (i.e. Clinical chemistry assay: Standard kit #34567 from 'vendor' assayed on a Cobas Mira analyzer)
object aggregate;mediterranean diet;A moderate-fat, restricted-calorie, Mediterranean diet is rich in vegetables and low in red meat, with poultry and fish replacing beef and lamb.
object aggregate;liquid diet;A full liquid diet is made up only of fluids and foods that are normally liquid and foods that turn to liquid when they are at room temperature. A full liquid diet excludes solid foods.
object aggregate;texture modified diet;A diet containing carefully selected foods of an appropriate consistency which can be more easily chewed and managed by a person with dysphagia.
object aggregate;diet by food texture;A diet defined by the texture of prepared food.
object aggregate;infant formula milk diet;A diet involving formula milk.
process;Subject tab;SUBJECT TAB. This class should not be used as an ontology term, it is included as a superclass for the purpose to give a better organization to the ontology.
