class;term;comment
material entity;somatic stem cell;A stem cell that can give rise to cell types of the body other than those of the germ-line.
material entity;cystoblast;
material entity;equatorial cone cell (sensu Endopterygota);
material entity;anterior cone cell (sensu Endopterygota);
material entity;chlamydospore;An asexual 1-celled spore (primarily for perennation, not dissemination). Originates endogenously and singly within part of a pre-existing cell by the contraction of the protoplast. Possesses an inner secondary and often thickened hyaline or brown wall, usually impregnated with hydrophobic material.
material entity;lung goblet cell;Any goblet cell that is part of some lung epithelium.
material entity;medium spiny neuron;An inhibitory, GABAergic projection neuron in the striatum that integrates glutamatergic signals arising from the cerebral cortex and thalamus.
material entity;nitrogen fixing cell;Any cell that is capable of some nitrogen fixation.
material entity;heterocyst;A differentiated cell that functions as a site of nitrogen fixation under aerobic conditions.
material entity;leading edge cell;A cell at the front of a migrating epithelial sheet.
material entity;lymph gland plasmatocyte;A plasmatocyte that derives from the larval lymph gland.
material entity;amoeboid cell;
material entity;urothelial cell;A cell of a layer of transitional epithelium in the wall of the proximal urethra, bladder, ureter or renal pelvis, external to the lamina propria.
material entity;leukocyte;An achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue.
material entity;striated muscle cell;Muscle cell which has as its direct parts myofilaments organized into sarcomeres.
material entity;lymph gland hemocyte;A hemocyte that derives from the larval lymph gland.
material entity;spinal accessory motor neuron;A motor neuron that is located in the cervical region of the spinal cord and selectively innervates the sternocleidmastoid or trapezius muscle. Unlike other motor neurons, they extend axons dorsally along lateral margins of the spinal cord.
material entity;retinal ganglion cell;The set of neurons that receives neural inputs via bipolar, horizontal and amacrine cells. The axons of these cells make up the optic nerve.
material entity;retina horizontal cell;A neuron that laterally connects other neurons in the inner nuclear layer of the retina.
material entity;columnar chondrocyte;A columnar chondrocyte that differentiates in the late embryonic growth plate of bone. Columnar chondrocytes vigorously proliferate and form columns in the growth plate.
material entity;hypertrophic chondrocyte;Chondrocyte that is terminally differentiated, produces type X collagen, is large in size, and often associated with the replacement of cartilage by bone (endochondral ossification).
material entity;sensory neuron of dorsal root ganglion;A sensory neuron of the dorsal root ganglia that senses body position and sends information about how much the muscle is stretched to the spinal cord.
material entity;periarticular chondrocyte;A round chondrocyte that first differentiates in the late embryonic growth plate of bone.
material entity;ON-bipolar cell;A bipolar neuron found in the retina and having connections with photoreceptors cells and neurons in the inner half of the inner plexiform layer. These cells depolarize in response to light stimulation of their corresponding photoreceptors.
material entity;retinal bipolar neuron;A bipolar neuron found in the retina and having connections with photoreceptors cells and neurons in the inner plexiform layer.
material entity;cyanophore;A pigment cell derived from the neural crest. Contains blue pigment of unknown chemical composition in fibrous organelles termed cyanosomes. This gives a blue appearance.
material entity;cardiac muscle cell;Cardiac muscle cells are striated muscle cells that are responsible for heart contraction. In mammals, the contractile fiber resembles those of skeletal muscle but are only one third as large in diameter, are richer in sarcoplasm, and contain centrally located instead of peripheral nuclei.
material entity;metanephric nephron tubule epithelial cell;Any epithelial cell that is part of some metanephric nephron tubule.
material entity;cone retinal bipolar cell;A bipolar neuron found in the retina and having connections with cone photoreceptor cells and neurons in the inner plexiform layer.
material entity;rod bipolar cell;A bipolar neuron found in the retina that is synapsed by rod photoreceptor cells but not by cone photoreceptor cells. These neurons depolarize in response to light.
material entity;OFF-bipolar cell;A bipolar neuron found in the retina and having connections with photoreceptors cells and neurons in the outer half of the inner plexiform layer. These cells depolarize in response to light to dark transition.
material entity;type 4 cone bipolar cell (sensu Mus);An OFF-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the outer half of the inner plexiform layer. The cell has a diffuse axon terminal with varicosities in sublaminae 1 and 2 of the inner plexiform layer.
material entity;type 3 cone bipolar cell (sensu Mus);An OFF-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the outer half of the inner plexiform layer. The dendritic tree is delicate and the dendritic tips appear small when compared with type 1 cells. The axon terminal is stratified and restricted to sublamina 2 of the inner plexiform layer.
material entity;type 2 cone bipolar cell (sensu Mus);An OFF-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the outer half of the inner plexiform layer. The dendritic tree is not well filled and the dendrites are more delicate than in type 1 cells. The axon terminal is bushier and exhibits a dense plexus of varicosities in the inner part of sublamina 1 (Ghosh et al., 2004). It can be differentiated from other retinal bipolar neurons by its expression of marker genes: Neto1, Lhx3 and Irx-6 (Shekhar, 2016).
material entity;type 1 cone bipolar cell (sensu Mus);An OFF-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the outer half of the inner plexiform layer. The cell body of these cells is in the middle of the inner plexiform layer. The dendritic tree is stout and the axon terminates in sublamina 1. The axonal terminal is wide and has only a few varicosities.
material entity;type 7 cone bipolar cell (sensu Mus);An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. The axon terminal is narrowly stratified and are found just below a calretinin-expressing band in sublamina 4 of the inner plexiform layer.
material entity;type 6 cone bipolar cell (sensu Mus);An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. The cell has a loose, delicate axon terminal that opens in sublamina 3 of the inner plexiform layer and descends into sublamina 4.
material entity;papillary tips cell;A cell that is part of a tip of a renal papilla.
material entity;type 5 cone bipolar cell (sensu Mus);An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. The axon terminal is restricted to sublamina 3 of the inner plexiform layer. It is narrowly stratified and branched. The dendritic tree has many delicate branches.
material entity;inner renal cortex cell;Any kidney cell that is part of some juxtamedullary cortex.
material entity;periglomerular cell;The small neuron in the glomerular layer of the olfactory bulb whose dendrites arborize within a glomerulus, where it receives synaptic input from olfactory receptor cell axon terminals, and also engages in dendrodendritic interactions with mitral and tufted cell dendrites. uses both GABA and dopamine as a neurotransmitter.
material entity;olfactory bulb interneuron;A neuron residing in the olfactory bulb that serve to process and refine signals arising from olfactory sensory neurons
material entity;hair-down neuron;The subcutaneous mechanoreceptors that innervate vellus hairs.
material entity;hair-tylotrich neuron;The subcutaneous mechanoreceptors that innervate tylotrich hair follicles.
material entity;myeloid cell;A cell of the monocyte, granulocyte, mast cell, megakaryocyte, or erythroid lineage.
material entity;nucleated thrombocyte;A nucleated blood cell involved in coagulation, typically seen in birds and other non-mammalian vertebrates.
material entity;type 9 cone bipolar cell (sensu Mus);An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. The dendritic tree is wide and the dendritic convergence indicates cone selectivity. The axon terminal is sparsely branched and terminates in sublamina 5 of the inner plexiform layer.
material entity;type 8 cone bipolar cell (sensu Mus);An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. This cell has the widest dendritic field and the widest axon terminal of all retinal bipolar cells. The axon terminal is delicate and stratified through sublaminae 4 and 5 of the inner plexiform layer.
material entity;basophil;Any of the immature or mature forms of a granular leukocyte that in its mature form has an irregularly shaped, pale-staining nucleus that is partially constricted into two lobes, and with cytoplasm that contains coarse, bluish-black granules of variable size. Basophils contain vasoactive amines such as histamine and serotonin, which are released on appropriate stimulation. A basophil is CD123-positive, CD193-positive, CD203c-positive, and FceRIa-positive.
material entity;myeloid leukocyte;A cell of the monocyte, granulocyte, or mast cell lineage.
material entity;erythroblast;A nucleated precursor of an erythrocyte that lacks hematopoietic lineage markers.
material entity;erythroid lineage cell;A immature or mature cell in the lineage leading to and including erythrocytes.
material entity;kidney collecting duct principal cell;Any renal principal cell that is part of some collecting duct of renal tubule.
material entity;urethra urothelial cell;Any urothelial cell that is part of some urethra urothelium.
material entity;basophilic metamyelocyte;A basophil precursor in the granulocytic series, being a cell intermediate in development between a basophilic myelocyte and a band form basophil. The nucleus becomes indented where the indentation is smaller than half the distance to the farthest nuclear margin. chromatin becomes coarse and clumped. specific granules predominate while primary granules are rare. Markers are CD11b-positive, CD15-positive, CD16-positive, CD24-positive, CD33-positive, and CD13-positive.
material entity;epithelial cell of exocrine pancreas;An epithelial cell of the exocrine pancreas.
material entity;immature basophil;Any of the immature forms of a basophil, in which basophilic specific granules are present but other phenotypic features of the mature form may be lacking.
material entity;kidney collecting duct intercalated cell;Any renal intercalated cell that is part of some collecting duct of renal tubule.
material entity;band form basophil;A late basophilic metamyelocyte in which the nucleus is in the form of a curved or coiled band, not having acquired the typical multilobar shape of the mature basophil.
material entity;lymphatic endothelial cell of trabecula;A lymphatic endothelial cell located in a lymph node trabecula.
material entity;band form eosinophil;A late eosinophilic metamyelocyte in which the nucleus is in the form of a curved or coiled band, not having acquired the typical multilobar shape of the mature eosinophil.
material entity;lymphatic endothelial cell of subcapsular sinus floor;A lymphatic endothelial cell located in the subcapsular sinus floor of a lymph node. In human, it's characterized by a unique marker expression (TNFRSF9+).
material entity;bladder urothelial cell;A urothelial cell that is part of the urothelium of the urinary bladder.
material entity;eosinophilic metamyelocyte;A eosinophil precursor in the granulocytic series, being a cell intermediate in development between a eosinophilic myelocyte and a band form eosinophil. The nucleus becomes indented where the indentation is smaller than half the distance to the farthest nuclear margin. chromatin becomes coarse and clumped. specific granules predominate while primary granules are rare. Markers are integrin alpha-M-positive, fucosyltransferase FUT4-positive, low affinity immunoglobulin gamma Fc region receptor III-positive, CD33-positive, CD24-positive and aminopeptidase N-negative.
material entity;lymphatic endothelial cell of subcapsular sinus ceiling;A lymphatic endothelial cell located in the subcapsular sinus ceiling of a lymph node. In human, it's characterized by a unique marker expression (NT5e+ and Caveolin-1+).
material entity;immature eosinophil;Any of the immature forms of an eosinophil, in which eosinophilic specific granules are present but other phenotypic features of the mature form may be lacking.
material entity;medullary reticular cell;A specialized fibroblast found in the medulla of lymph node.
material entity;eosinophil;Any of the immature or mature forms of a granular leukocyte with a nucleus that usually has two lobes connected by one or more slender threads of chromatin, and cytoplasm containing coarse, round granules that are uniform in size and which can be stained by the dye eosin. Eosinophils are CD9-positive, CD191-positive, and CD193-positive.
material entity;T cell zone reticular cell;A fibroblastic reticular cell found in the lymph node T cell domain.
material entity;B cell zone reticular cell;A fibroblastic reticular cell found in the lymph node germinal center dark zone (B cell zone).
material entity;lymph node marginal reticular cell;A fibroblastic reticular cell found in the lymph node subcapsular sinus.
material entity;hypendymal cell;A neurecto-epithelial cell that is part of the basal layer of the subcommissural organ and specializes in the secretion of proteins into the subarachnoid space. Hypendymal cells have similar characteristics to ependymal cells and express SCO-spondin.
material entity;lymph node fibroblastic reticular cell;A specialized, fibroblastic reticular cell of mesenchymal origin found in lymph nodes. In human, it expresses several markers common to myofibroblasts (desmin, vimentin, CD73, CD90, α-smooth muscle actin (αSMA)), and can be differentiated from endothelial cells by its lack of CD31 expression. These cells are critical for the overall organization and function of the lymph node. Lymph node fibroblastic reticular cells (FRCs) can be further classified based on their location, function, and unique marker expression.
material entity;fibroblastic reticular cell;A reticular cell involved in directing B cells and T cells to specific regions within a tissue.
material entity;hepatic portal fibroblast;A fibroblast located in the portal triad. Hepatic portal fibroblast are a non-parenchymal cell population located adjacent to bile duct epithelia in liver and are distinct from stellate cells. They differentiate into fibrogenic myofibroblasts during chronic injury states producing high levels of collagen.
material entity;midget ganglion cell of retina;A retinal ganglion cell that originate in the ganglion cell layer of the retina, and project to the parvocellular layers of the lateral geniculate nucleus (LGN). These cells are known as midget retinal ganglion cells due to the small sizes of their dendritic trees and cell bodies.
material entity;koniocellular cell;A neuron with a small cell body that is located in a koniocellular layer of the lateral geniculate nucleus (LGN).
material entity;parasol ganglion cell of retina;A retinal ganglion cell located in the ganglion cell layer of the retina. This cell projects to magnocellular cells in the lateral geniculate nucleus (LGN). They have large cell bodies and extensive, branching dendritic networks that contribute to their large receptive fields.
material entity;mononuclear osteoclast;A specialized mononuclear osteoclast associated with the absorption and removal of bone, precursor of multinuclear osteoclasts.
material entity;mesangial phagocyte;A tissue-resident macrophage of the renal glomerular mesangium involved in the disposal and degradation of filtration residues, presentation of antigen to T cells and in tissue remodeling.
material entity;immature neutrophil;Any of the immature forms of a neutrophil in which neutrophilic specific granules are present but other phenotypic features of the mature form may be lacking.
material entity;neutrophil;Any of the immature or mature forms of a granular leukocyte that in its mature form has a nucleus with three to five lobes connected by slender threads of chromatin, and cytoplasm containing fine inconspicuous granules and stainable by neutral dyes.
material entity;multinuclear osteoclast;A specialized multinuclear osteoclast, forming a syncytium through the fusion of mononuclear precursor cells, associated with the absorption and removal of bone.
material entity;mononuclear odontoclast;A specialized mononuclear osteoclast associated with the absorption and removal of cementum.
material entity;multinuclear odontoclast;A specialized multinuclear osteoclast associated with the absorption and removal of cementum.
material entity;pole cell;A primordial germ cell of insects. Such cells form at the posterior pole of the early embryo.
material entity;mature B cell;A B cell that is mature, having left the bone marrow. Initially, these cells are IgM-positive and IgD-positive, and they can be activated by antigen.
material entity;gamete;A mature sexual reproductive cell having a single set of unpaired chromosomes.
material entity;plasmacytoid dendritic cell;A dendritic cell type of distinct morphology, localization, and surface marker expression (CD123-positive) from other dendritic cell types and associated with early stage immune responses, particularly the release of physiologically abundant amounts of type I interferons in response to infection.
material entity;multinucleated phagocyte;A phagocyte formed by the fusion of mononuclear phagocytes.
material entity;myeloid dendritic cell;A dendritic cell of the myeloid lineage.
material entity;progenitor cell of mammary luminal epithelium;A progenitor cell with the potential to differentiate into luminal epithelial cells of mammary glands. In mouse, CD61 and c-kit were found to be coexpressed by the majority of, but not all, committed luminal progenitor cells.
material entity;lymph node lymphatic vessel endothelial cell;An endothelial cell located in a lymph node lymphatic vessel.
material entity;monocytoid B cell;A B cell found in the perisinusoidal area of a lymph node. In humans, monocytoid B cells are a morphologically distinct B cell population (oval nuclei, abundant cytoplasm, monocyte-like appearance), share many similarities with marginal zone B cells including marker expression, and are increased in disease settings.
material entity;T follicular regulatory cell;A regulatory T cell present in the B cell follicles and germinal centers of lymphoid tissues. In humans, it is CXCR5+.
material entity;centroblast;A germinal center B cell found in a lymph node germinal center dark zone.
material entity;centrocyte;A germinal center B cell found in a lymph node germinal center light zone.
material entity;lymphatic endothelial cell of medulla ceiling;A lymphatic endothelial cell located in the ceiling part of a lymph node medulla.
material entity;double bouquet cell;An interneuron that has double bouquet morphology.
material entity;octopus cell of the mammalian cochlear nucleus;A neuron in the posterior ventral cochlear nucleus that is distinguished by their long, thick and tentacle-shaped dendrites that typically emanate from one side of the cell body.
material entity;alpha-beta T cell;A T cell that expresses an alpha-beta T cell receptor complex.
material entity;naive B cell;A naive B cell is a mature B cell that has the phenotype surface IgD-positive, surface IgM-positive, CD20-positive, CD27-negative and that has not yet been activated by antigen in the periphery.
material entity;memory B cell;A memory B cell is a mature B cell that is long-lived, readily activated upon re-encounter of its antigenic determinant, and has been selected for expression of higher affinity immunoglobulin. This cell type has the phenotype CD19-positive, CD20-positive, MHC Class II-positive, and CD138-negative.
material entity;plasma cell;A terminally differentiated, post-mitotic, antibody secreting cell of the B cell lineage with the phenotype CD138-positive, surface immunonoglobulin-negative, and MHC Class II-negative. Plasma cells are oval or round with extensive rough endoplasmic reticulum, a well-developed Golgi apparatus, and a round nucleus having a characteristic cartwheel heterochromatin pattern and are devoted to producing large amounts of immunoglobulin.
material entity;copper accumulating cell;
material entity;metal ion accumulating cell;
material entity;tracheal epithelial cell;An epithelial cell found in the trachea.
material entity;crystallin accumulating cell;
material entity;CD4-positive, CD25-positive, alpha-beta regulatory T cell;A CD4-positive, CD25-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.
material entity;mature alpha-beta T cell;A alpha-beta T cell that has a mature phenotype.
material entity;immature alpha-beta T cell;An alpha-beta T cell that has an immature phenotype and has not completed T cell selection.
material entity;keratinocyte;An epidermal cell which synthesizes keratin and undergoes a characteristic change as it moves upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.
material entity;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;A alpha-beta intraepithelial T cell found in the columnar epithelium of the gastrointestinal tract. Intraepithelial T cells often have distinct developmental pathways and activation requirements.
material entity;keratin accumulating cell;
material entity;CD8-positive, alpha-beta regulatory T cell;A CD8-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.
material entity;iron accumulating cell;
material entity;CD8-positive, alpha-beta cytotoxic T cell;A CD8-positive, alpha-beta T cell that is capable of killing target cells in an antigen specific manner with the phenotype perforin-positive and granzyme B-positive.
material entity;CD4-positive, alpha-beta intraepithelial T cell;A CD4-positive, alpha-beta T cell that is found in the columnar epithelium of the gastrointestinal tract.
material entity;cartwheel cell;A neuron of the dorsal cochlear nucleus with spiny dendrites that receive input from the axons of granule cells and with axons that release GABA and glycine onto cartwheel, pyramidal and giant cell targets.
material entity;bushy cell;A neuron found in the anterior part of the ventral cochlear nucleus that has the appearance of bushes, having short dendrites. Bushy cells give outputs to different parts of the superior olivary complex.
material entity;unipolar brush cell;An excitatory glutamatergic interneuron found in the granular layer of the cerebellar cortex and also in the granule cell domain of the cochlear nucleus. Unipolar brush cells have a round or oval cell body with usually a single short dendrite that ends in a brush-like tuft of short dendrites unique to them known as dendrioles.
material entity;globular bushy cell;A bushy cell that receives a large number of medium-sized synapses, called modified endbulbs. Globular bushy cells extend to the superior olive on both sides of the brainstem where they give input to the bipolar neurons.
material entity;spherical bushy cell;A bushy cell that receives only few large excitatory endbulb synapses from auditory nerves. Spherical bush cells give excitatory input to the lateral and medial parts of the superior olive.
material entity;somatosensory neuron;A neuron that is part of the somatic sensory system. Somatosensory neurons innervate the skin or integument to detect different types of thermal, chemical, and mechanical touch stimuli.
material entity;trigeminal neuron;A neuron that is responsible for sensation in the face or motor functions such as biting and chewing. Trigeminal neurons extend a single axon shaft along the lateral white matter of the hindbrain and spinal cord. The highly branched axons innervate the integument of the head.
material entity;tear secreting cell;A cell secreting tears, the fluid secreted by the lacrimal glands. This fluid moistens the conjunctiva and cornea.
material entity;immature gamma-delta T cell;A gamma-delta T cell that has an immature phenotype.
material entity;milk secreting cell;
material entity;gamma-delta T cell;A T cell that expresses a gamma-delta T cell receptor complex.
material entity;serous secreting cell;Columnar glandular cell with irregular nucleus, copious granular endoplasmic reticulum and supranuclear granules. Secretes a watery fluid containing proteins known as serous fluid.
material entity;alpha-beta intraepithelial T cell;A mature alpha-beta T cell of the columnar epithelium of the gastrointestinal tract. Intraepithelial T cells often have distinct developmental pathways and activation requirements.
material entity;mucus secreting cell;Any secretory cell that is capable of some mucus secretion.
material entity;kidney papillary duct principal epithelial cell;Any kidney cell that is part of some papillary duct.
material entity;sweat secreting cell;A cell secreting sweat, the fluid excreted by the sweat glands of mammals. It consists of water containing sodium chloride, phosphate, urea, ammonia, and other waste products.
material entity;sebum secreting cell;A cell secreting sebun, an oily substance secreted by sebaceous glands, composed of keratin, fat, and cellular debris.
material entity;P enteroendocrine cell;A P/D1 enteroendocrine cell that is Grimelius positive and stores bombesin-like polypeptide.
material entity;kidney medulla collecting duct epithelial cell;An epithelial cell that is part of a renal medulla collecting duct.
material entity;type D1 enteroendocrine cell;A P/D1 enteroendocrine cell that is argyrophilic and stores vasoactive intestinal polypeptide.
material entity;lysozyme secreting cell;
material entity;kidney outer medulla collecting duct epithelial cell;An epithelial cell that is part of an outer medullary collecting duct.
material entity;pulmonary alveolar epithelial cell;An epithelial cell that lines the peripheral gas exchange region of the lungs of air-breathing vertebrates.
material entity;kidney inner medulla collecting duct epithelial cell;An epithelial cell that is part of some inner medullary collecting duct.
material entity;kidney cortex collecting duct epithelial cell;An epithelial cell that is part of a cortical collecting duct.
material entity;trigeminal motor neuron;A trigeminal neuron that is responsible for motor functions such as biting and chewing.
material entity;trigeminal sensory neuron;A trigeminal neuron that is responsible for sensation in the face.
material entity;extracellular matrix secreting cell;
material entity;visual pigment cell (sensu Nematoda and Protostomia);
material entity;liver CD103-positive dendritic cell;A CD11b-positive dendritic cell that is CD11b-low, CD45-positive, MHC-II-high and CD103-positive that is located in the liver.
material entity;glycogen accumulating cell;
material entity;langerin-positive lymph node dendritic cell;A dermal dendritic cell isolated from skin draining lymph nodes that is langerin-positive, MHC-II-positive, and CD4-negative and CD8a-negative.
material entity;stuff accumulating cell;A cell that is specialised to accumulate a particular substance(s).
material entity;langerin-negative, CD103-negative lymph node dendritic cell;A dermal dendritic cell isolated from skin draining lymph nodes that is langerin-negative, MHC-II-positive, and CD4-negative and CD8a-negative.
material entity;metanephric mesenchyme stem cell;
material entity;CD103-positive, langerin-positive lymph node dendritic cell;A langerin-positive lymph node dendritic cell that is CD103-positive and CD11b-low.
