class;term;comment
occurrent;pre-blastoderm stage;Stage prior to the formation of the syncitial blastoderm, including the first 9 cell divisions and the migration of nuclei to the periphery (cortex) of the embryo (Foe and Alberts, 1983. Jaeger et al., 2012). This lasts from fertilization to embryonic stage 3 (Campos-Ortega and Hartenstein, 1997).
occurrent;embryonic stage 1;The embryonic stage that lasts from the end of fertilization to the end of the second nuclear division. Duration at 25 degrees C: approximately 25 minutes (0-25 minutes after egg laying).
process;embryonic cycle 2;The second mitotic cell cycle of embryogenesis. This occurs synchronously across the embryo.
occurrent;day 35 of adulthood;35th day after eclosion.
process;embryonic cycle 3;The third mitotic cell cycle of embryogenesis. This occurs synchronously across the embryo.
process;embryonic cycle 1;The first mitotic cell cycle of embryogenesis. This occurs synchronously across the embryo.
occurrent;embryonic stage 2;Nuclear divisions 3-8. The egg cytoplasm contracts producing a clear separation from the vitelline membrane and empty spaces at the anterior and posterior. The cleavage nuclei migrate towards the periphery. Duration at 25 degrees C approximately 40 minutes (25-65 minutes AEL).
process;embryonic cycle 6;The sixth mitotic cell cycle of embryogenesis. This occurs synchronously across the embryo.
occurrent;day 39 of adulthood;39th day after eclosion.
process;embryonic cycle 7;The seventh mitotic cell cycle of embryogenesis. This occurs synchronously across the embryo.
occurrent;day 38 of adulthood;38th day after eclosion.
process;embryonic cycle 4;The fourth mitotic cell cycle of embryogenesis. This occurs synchronously across the embryo.
occurrent;day 37 of adulthood;37th day after eclosion.
process;embryonic cycle 5;The fifth mitotic cell cycle of embryogenesis. This occurs synchronously across the embryo.
occurrent;day 36 of adulthood;36th day after eclosion.
occurrent;day 43 of adulthood;43rd day after eclosion.
occurrent;day 42 of adulthood;42nd day after eclosion.
occurrent;day 41 of adulthood;41st day after eclosion.
occurrent;day 40 of adulthood;40th day after eclosion.
process;oogenesis;The complete process of formation and maturation of an ovum or female gemate from a primordial female germ cell.
occurrent;day 44 of adulthood;44th day after eclosion.
occurrent;early extended germ band stage;A collective term for stages 9 and 10.
