class;term;comment
material entity;spermatogonium;An euploid male germ cell of an early stage of spermatogenesis. In planaria, the gh4+ stem cell daughter exiting the niche undergoes three rounds of transit amplifying division with incomplete cytokinesis prior to transitioning to terminal differentiation.
material entity;sensory cell;A cell that performs a sensory function.
material entity;wedge fragment;A piece of tissue removed from the lateral margin at any given point that extendes interiorly to more medial structures.
material entity;posterior region of lateral fragment;The posterior region of a fragment derived from an amputation parallel to or along any edge, which overlaps the lateral region, dorso-lateral region, ventro-lateral region, antero-lateral margin, lateral margin, ventro-lateral margin, postero-lateral margin, dorso-lateral margin, antero-lateral region, postero-lateral region.
material entity;epithelial cell;A cell that is usually found in a two-dimensional sheet with a free surface. The cell has a cytoskeleton that allows for tight cell to cell contact and for cell polarity where the apical part is directed towards the lumen and the basal part to the basal lamina.
material entity;spermatocyte;A tektin-1+ male germ cell that develops from spermatogonia. The euploid primary spermatocytes undergo meiosis and give rise to the haploid secondary spermatocytes which in turn give rise to spermatids.
material entity;cholinergic neuron;Neurons that express choline acetyltransferase.
material entity;dorsal region of longitudinal fragment;The dorsal region of a fragment derived from an amputation parallel to the midline.
material entity;anterior commissure;A bundle of nerve fibers connecting the two cephalic ganglia.
material entity;ventral region of longitudinal fragment;The ventral region of a fragment derived from an amputation parallel to the midline.
material entity;lateral branch;Nerve branches that extend from the lateral side of each cephalic ganglia lobe. Each lobe has nine lateral branches which terminate in sensory organs. Evidence suggests they play a role in chemosensation.
material entity;anterior region of longitudinal fragment;The anterior region of a fragment derived from an amputation parallel to the midline.
material entity;central nervous system;The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the neural tube derivatives: the brain and spinal cord. In invertebrates it includes central ganglia plus nerve cord.
material entity;cement gland;Glands surrounding the genital atrium that are required for production of the proteinaceous egg capsule shell and stalk.
material entity;subepidermal nerve plexus;Plexus of nerves located just between the epidermis and the body wall musculature.
material entity;rhabdite;Straight or curved rod-like structures within the epidermal cells, oriented with long axis at right angles to the epidermal surface, that are discharged into mucous secretions.
material entity;submuscular nerve plexus;Plexus of nerves that innervate the body wall musculature.
material entity;muscle cell;A mature contractile cell, commonly known as a myocyte. This cell has as part of its cytoplasm myofibrils organized in various patterns.
material entity;spermatid;A male germ cell that develops from the haploid secondary spermatocytes. Without further division, spermatids undergo structural changes and give rise to spermatozoa.
material entity;GABAergic neuron;Neurons that express glutamine decarboxylase.
material entity;anatomical region;A subdivision of an anatomical compartment.
material entity;oogonial stem cell;A piwi-1+, nanos+ cell residing in the ovary that self-renews and give rise to oogonial cells that differentiate into oocytes.
material entity;pharynx nerve plexus;Plexus of nerves located in the pharynx comprised of inner and outer wall rings.
material entity;anterior region of lateral fragment;The anterior region of a fragment derived from an amputation parallel to or along any edge, which overlaps the lateral region, dorso-lateral region, ventro-lateral region, antero-lateral margin, lateral margin, ventro-lateral margin, postero-lateral margin, dorso-lateral margin, antero-lateral region, postero-lateral region.
material entity;yolk cell;An extraembryonic cell, produced by somatic vitellogenic glands in adult hermaphrodites, that provides nutrition to the developing embryo.
material entity;male germ cell;A male germ cell is a germ cell that supports male gamete production.
material entity;posterior region of plug fragment;The posterior region of a 3D piece of tissue, usually though the whole depth of the animal encompassing both dorsal and ventral sides, often made with a biopsy punch.
material entity;female germ cell;Female germ cell is a germ cell that supports female gamete production.
material entity;secretory cell;A cell that specializes in controlled release of one or more substances.
material entity;gastrodermal plexus;A thin net of single nerve fibers located around the gut.
material entity;ciliated epithelial cell;An epithelial cell that has cilia.
material entity;germ cell;1. A gamete (as an egg or sperm cell) or one of its antecedent cells. 2. A mature male or female germ cell usually possessing a haploid chromosome set and capable of initiating formation of a new diploid individual by fusion with a gamete of the opposite sex.
material entity;posterior region of longitudinal fragment;The posterior region of a fragment derived from an amputation parallel to the midline.
material entity;dorsal region of plug fragment;The dorsal region of a 3D piece of tissue, usually though the whole depth of the animal encompassing both dorsal and ventral sides, often made with a biopsy punch.
material entity;ventral region of plug fragment;The ventral region of a 3D piece of tissue, usually though the whole depth of the animal encompassing both dorsal and ventral sides, often made with a biopsy punch.
material entity;anterior region of plug fragment;The anterior region of a 3D piece of tissue, usually though the whole depth of the animal encompassing both dorsal and ventral sides, often made with a biopsy punch.
material entity;neuropil;A cluster of neurites that is part of a nervous system and forms a network of dendrites and axons where synapses are present and in which neuronal somata do not occur.
material entity;pharynx progenitor cell;foxA1+ neoblasts and their post-mitotic, differentiating daughters required for maintenance and regeneration of the pharynx.
material entity;vitelline gland;Glands surrounding the oviducts which produce yolk cells. Yolk cells deposited into the oviducts travel to the genital atrium where they are packaged, along with one or more zygotes, into developing egg capsules.
material entity;pharynx outer circular muscle cell;Pharynx muscle fibers thar run circumferentially about the pharynx and lie just beneath the outer longitudinal pharynx muscles.
material entity;cephalic ganglia progenitor cell;A progenitor cell that gives rise to one or more of the cell type(s) in the nervous system.
material entity;anterior region of wedge fragment;The anterior region of a piece of tissue removed from the lateral margin at any given point that extendes interiorly to more medial structures.
material entity;proximal tubule epithelial cell;Ciliated epithelial cells that assemble into proximal tubules.
material entity;copulatory apparatus;Accessory reproductive structures involved in copulation, egg capsule development and laying.
material entity;pharynx inner circular muscle cell;Pharynx muscle fiber that runs circumferentially about the pharynx and lies just beneath the inner logitudinal pharynx muscle fibers.
material entity;dorsal epidermis progenitor cell;A progenitor cell that gives rise to one or more of the cell type(s) in the dorsal epidermis.
material entity;posterior region of wedge fragment;The posterior region of a piece of tissue removed from the lateral margin at any given point that extendes interiorly to more medial structures.
material entity;optic cup progenitor cell;A progenitor cell that gives rise to optic cup cells of the eye.
material entity;tuba;A sperm storage organ located immediately posterior to the ovary, at the anterior end of the oviduct. Oocytes exiting the ovary are fertilized in the tuba as they enter the oviduct.
material entity;pharynx outer epithelium;Heavily ciliated epidermal cells covering the outer surface of the pharynx shaft. These are "insunk" epidermal cells in which the nuclei reside behind the layers of longitudinal and circumferential muscles and the epithelial cell body sends out a ciliated projection to the surface to cover and encase the shaft.
material entity;ventral epidermis progenitor cell;A progenitor cell that gives rise to one or more of the cell type(s) in the epidermis.
