class;term;comment
material entity;ventrointernal chaeta;The group of chaetae located on ventrointernal side of antenna.
material entity;ventroexteroposterior chaeta;The group of chaetae located on ventroexternoposterior side of head.
material entity;labral proximal chaeta;The group of chaetae located on proximal side of labrum.
material entity;labral chaeta;The group of chaetae located on labrum.
material entity;anterior chaeta;The group of chaetae that compose the anterior row on dorsal side of cephalic capsule.
material entity;digestive tract diverticulum;Branch or outpocketing of the digestive tract.
material entity;fifth abdominal segment chaeta;The group of chaetae located on abdominal segment 5.
material entity;ventrolateral chaeta;The group of chaetae located on ventrolateral side of antenna.
material entity;fourth abdominal segment chaeta;The group of chaetae located on abdominal segment 4.
material entity;intracellular part;Any constituent part of the living contents of a cell. the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm.
material entity;first abdominal segment chaeta;The group of chaetae located on abdominal segment 1.
material entity;caecum;A blind sac or tube-like structure that serve as one of caecal tibes or pouches.
material entity;first instar vestiture;The group of chaetae located on body in the first instar.
material entity;cell;An anatomical structure that has as its parts a maximally connected cell compartment surrounded by a plasma membrane.
material entity;inmature vestiture;The group of chaetae located on body in the inmature stage.
material entity;nuclear part;Any constituent part of the nucleus, a membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated.
material entity;labial chaeta;The group of chaetae located on labium.
material entity;organism subdivision;Anatomical structure which is a primary subdivision of whole organism. The mereological sum of these is the whole organism.
material entity;interocular chaeta;The group of chaetae located on interocular area.
material entity;membrane;A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.
material entity;metatrochanteral organ;The group of chaetae located on external side of metatrochanter.
material entity;ventroexternomedial chaeta;The group of chaetae located on ventroexternomedial side of head.
material entity;ventral chaeta;The chaeta located on the ventral side of the manubrium.
material entity;protrochanteral organ;The group of chaetae located on external side of protrochanter.
material entity;ventroexternal chaeta;The group of chaetae located on ventroexternal side of antenna.
material entity;ventrocentral chaeta;The group of chaetae located on ventrocentral side of antenna.
material entity;ventroexternocentral chaeta;The group of chaetae located on ventroexternocentral side of abdominal segment 4.
material entity;ventroexternoanterior chaeta;The group of chaetae located on ventroexternoanterior side of head.
material entity;ventroexternolateral chaeta;The group of chaetae located on ventroexternolateral side of abdominal segment 3.
material entity;ventroexternointernal chaeta;The group of chaetae located on ventroexternointernal side of abdominal segment 4.
material entity;antennal muscle;The muscle that inserts on the antenna.
material entity;anatomical system;Anatomical group that is has as its parts distinct anatomical structures interconnected by anatomical structures at a lower level of granularity.
material entity;Antennal segment 3 sense organ;The chaetae group of modified located on anterior margin of antennal segment 3.
material entity;antennal sclerite;The sclerite that is ring-like and is part of the antenna.
material entity;anal spines;The group of chaetae with spine-shaped located on anal area.
material entity;antennal rim;The rim that surrounds the antennal foramen.
material entity;AOIII chaeta;The chaeta that is part of the sensory organ of antennal segment III.
material entity;articular surface;The region of the cuticle that is composed two articular surfaces that are adjacent to each other.
material entity;anterior spines;The group of modified chaetae located on abdominal segment 6.
material entity;antennal segment;The antennomere that is an appendage segment.
material entity;anterior bothriotrichal complex;The group of chaetae that together chaeta T2 is located in the anterior region of abdominal segment 4.
material entity;femur;The leg segment that is distal to the trochanter and proximal to the tibiotarsus.
material entity;bothriotrical complex;The group of chaetae located on abdominal segment 2, abdominal segment 3, and abdominal segment 2 and composed of supplementary chaetae and a bothriotricha
material entity;basal lamina;Acellular anatomical structure that consists of a thin sheet of fibrous proteins that underlie and support the cells of an epithelium. It separates the cells of an epithelium from any underlying tissue.
material entity;circumanal chaeta;The group of chaetae around of genital plate.
material entity;mandible;The appendage that is located inside of cephalic capsule and connecting via stipital stud to maxilla and articulates with the cranium via apodeme of head capsule and lateral part of clypeus
material entity;posterior bothriotrichal complex;The group of chaetae that together chaeta T4 is located in the anterior region of abdominal segment 4.
material entity;leg;The appendage that is composed of the coxa and all distal leg segments and is connected to thorax.
material entity;collophore chaeta;The group of chaetae located on collophore.
material entity;collar;The group of chaetae located on anterior margin of mesothorax.
material entity;apophysis;The apodeme that is tubercle-like or spine-like.
material entity;leg chaeta;The group of chaetae located on legs.
material entity;tagma;The anatomical structure that is a distinctly delimited group of segments.
immaterial entity;foramen;The anatomical space that is surrounded by sclerites and allows for the passage of haemolymph, nerves and tracheae.
material entity;anal crown;A tubercles group located in the anal area.
material entity;mesothoracic chaeta;The group of chaetae located on mesothorax.
material entity;mouthparts;The anatomical cluster that is composed of the labrum, epipharyngeal wall, hypopharyngeal wall (including the sitophore), mandibles, maxillae, labium and conjunctivae connecting them.
material entity;manubrial chaeta;The group of chaetae located on manubrium.
material entity;tubercle;The process that is small and knob-like or round.
