class;term;comment
independent continuant;endoderm associated presumptive neuron;
independent continuant;scheitel;
independent continuant;acrosomal vesicle;An organelle that develops over the anterior half of the head in the spermatozoa
independent continuant;spicule granule;
independent continuant;stone canal;
independent continuant;hyaline layer;
independent continuant;outer anterior neuroectoderm;A torus shaped region comprising the outer part of the anterior neuroectoderm.
independent continuant;juvenile immune system;
independent continuant;left anterolateral rod distal tip skeletogenic mesenchyme cell;A skeletogenic mesenchyme cell composing the distal tip of a left anterolateral rod.
independent continuant;esophagus;The anterior end of the animal digestive tract that connects the mouth to the stomach.
occurrent;adult stage;This stage corresponds to a fully formed pentaradial sea urchin that has reached sexual maturity. The gonads have developed within the perivisceral cavity and are connected to the outside by the genital pores pierced into the genital plates. The young adult has grown up to about several centimeters in diameter and is now producing gametes. Time after fertilization is unknown, between several months to one year depending on the sea urchin species and the rate and type of feeding.
independent continuant;axial complex;
independent continuant;posterior tip of body rod;
independent continuant;spicule rudiment;
occurrent;spermatogenesis period;Period during which male gametes (or spermatozoa, or spermatozoid) develop and mature from primordial male germ cells to generate cells competent to further development upon fertilization of a mature oocyte.
occurrent;early mesenchyme blastula stage;The vegetal plate is apparent and skeletogenic primary mesenchyme cells (PMCs) are in the process of ingression, a type of epithelialÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœmesenchymal transition (EMT). The epithelial wall of the embryo has thickened at the animal pole, where a tuft of long, non-motile cilia has formed.
independent continuant;larval immune system;
independent continuant;ciliary band presumptive neuron;
independent continuant;right somatocoel;
independent continuant;spermatozoid flagellum;A microtubule-based flagellum (or cilium) that is part of a sperm, a mature male germ cell that develops from a spermatid
independent continuant;left ventral transverse rod;
independent continuant;circumesophageal muscle cell;
independent continuant;inner anterior neuroectoderm;The innermost part of the anterior neuroectoderm, immediately surrounding the animal pole.
independent continuant;left preoral arm;
independent continuant;stomach;The central region of the animal digestive tract that serves as a digestive organ.
independent continuant;anterolateral rod proximal tip skeletogenic mesenchyme cell;A skeletogenic mesenchyme cell composing the proximal tip of an anterolateral rod.
occurrent;very late blastula stage;The embryo is composed of about 800 cells and is surrounded by a fertilization envelope. The wall of the embryo is thinner and smoother than at previous stages. The vegetal plate has not formed. Many cells are ciliated but the embryo has not begun to rotate within the fertilization envelope. Note for euechinoid indirect developers: molecular labeling typically indicates the presence of 32 large micromere descendants and 4 small micromere descendants at this stage.
occurrent;mid-mesenchyme blastula stage;All skeletogenic primary mesenchyme cells (PMCs) have ingressed into the blastocoel, leaving behind a reformed vegetal plate containing at its center the 8 small micromere descendants surrounded by non-skeletogenic mesoderm cells. The PMCs are organized in a mound on the vegetal plate but have not begun to disperse. The thickened apical pole domain with its tuft of long, non-motile cilia is still apparent.
occurrent;developing spermatozoa stage;A developing, immature male gamete undergoing mitosis and meiosis to ultimately produce mature spermatozoa.
independent continuant;circumesophageal muscle;
independent continuant;primordial germ cell;
independent continuant;triradiate spicule rudiment;
independent continuant;radial canal;
independent continuant;near apical ectoderm;A region of the ectoderm derived from the animal hemisphere (i.e., mesomere descendants) and located between the central ventral ectoderm and the animal pole domain on the ventral side of the embryo.
independent continuant;apical lamina;
independent continuant;rudiment tissue;
independent continuant;larval intestine;
independent continuant;globular cell;
independent continuant;left body rod;
independent continuant;anterolateral rod distal tip skeletogenic mesenchyme cell;A skeletogenic mesenchyme cell composing the distal tip of an anterolateral rod.
