class;term;comment
independent continuant;stomodeal-hypophyseal primordium;An anterior thickening of the sensorial layer of ectoderm, just above the cement gland. The hypophyseal layer separates from the stomodeal layer at NF stage 29 and 30, and when contacted by a protrusion of the foregut, the stomodeal layer will rupture to form the mouth opening at NF stage 39 and 40.
independent continuant;ciliated epidermal cell;Cell type that has motile cilia and populates the skin of the embryo, arranged in the surface layer of the non-neural ectoderm in an ordered distribution.
independent continuant;vitelline membrane;The membrane enveloping the egg or oocyte, lying immediately outside the plasmalemma. It is formed while the oocyte is in the ovary and it separates from the egg to form the fertilization membrane.
independent continuant;animal cap;Ectodermal roof of the blastocoel.
independent continuant;zygote;Cell formed by a fertilization event between male and female gametes.
independent continuant;hatching gland;A Y-shaped array of unicelluar glands on the top of the head, the open end of which faces anteriorly, that secrete an enzyme that dissolves or weakens the egg jelly and facilitates hatching. Presumptive cells of the hatching gland are present by the end of gastrualtion (NF stage 12.5) and differentiated cells start to form after neurulation is complete (NF stage 21).
independent continuant;cement gland;A simple mucus-secreting structure that is positioned at the front of the embryo, attaches the newly hatched embryo to a support before the hatchling can swim well or feed, and marks the anterior-most dorsal ectoderm.
independent continuant;animal cap outer layer;Superficial layer of blastocoel roof ectoderm.
independent continuant;animal cap inner layer;Sensorial layer of blastocoel roof ectoderm.
independent continuant;ventricular zone;Proliferative region that is part of the ventricular system of the brain.
independent continuant;spinal cord;Long, thin, tubular structure made up of nervous tissue that extends from the brainstem to the lumbar region of the vertebral column, and from which the spinal nerves emerge.
independent continuant;hyoid crest;The second most anterior of the migrating cranial neural crests streams, it lays between the mandibular and anterior branchial crest streams.
independent continuant;mandibular crest;The most anterior of the migrating cranial neural crest streams, running along the posterior edge of the eye primordium, and in later stages, below the eye and to the border of the cement gland. The mandibular stream is the first to initiate CNC cell migration.
independent continuant;skin;The organ covering the body that consists of the dermis and epidermis.
independent continuant;roof plate;Organizing center located at the dorsal midline of the neural tube that influences the development of the nervous system, controlling the specification and differentiation of dorsal neuronal cell types.
independent continuant;epidermis outer layer;The outermost layer of the epidermis, the multilayered epithelium derived from the ectoderm.
independent continuant;epidermis;The outer epithelial layer of the external integument of the body that is derived from the primative or embryonic ectoderm.
independent continuant;cranial ganglion;Ganglion that is located in the head.
independent continuant;branchial crest;The most posterior segments of the population of migratory cells of the cranial neural crest, contributing to the branchial arches 3 and 4. Branchial crest cells migrate in two distinct streams referred to as the anterior and posterior branchial crest.
independent continuant;retina;Sensory membrane that lines the posterior chamber of the eye and functions as the immediate instrument of vision by receiving the image formed by the lens and converting it into chemical and nervous signals which reach the brain by way of the optic nerve.
independent continuant;lens;Transparent, biconvex structure in the eye that, along with the cornea, helps to refract light to be focused on the retina.
independent continuant;brain;Organ that is the center of the nervous system. It is located in the head, protected by the skull and close to the primary sensory apparatus of vision, hearing, balance, taste, and smell. It appears when the neural tube segregates in forebrain, midbrain, and hindbrain at NF stage 22. The general pattern of the brain has been mainly established at NF stage 28. Yolky material is consumed and the fibre tracts and later the commissures develop. In general all of its parts are well developed at NF stage 53 and later development consists mainly of growth and some further cytological differentiation. In the period of metamorphosis only topographical changes take place.
independent continuant;midbrain;Middle part of the brain composed of the optic tectum and penducular region.
