class;term;comment
role;peptide radiation response modifier;Radiation response modifiers that are peptides.
process;unplanned naturally occurring radiation exposure;Incidental exposure to naturally occurring radiation in a natural or anthropogenic environment, such as geographical areas with high background levels of radiation or specific locations such as Uranium mines.
role;small molecule radiation response modifier;Radiation response modifiers that are small molecules.
process;accidental medical anthropogenic radiation exposure;Accidental exposure occurring during medical therapy or diagnostics, for example medical radiation accidents or overdoses.
role;co-carcinogen;A co-carcinogen is generally a chemical that promotes the effects of a carcinogen in the production of cancer. In some circumstances exposure to radiation or physical trauma is considered to be co-carcinogenic.
role;radiation response modifier;Radiation response modifiers are agents that alter tumor or normal tissue response to radiation, such as radiation sensitizers and radiation protectors.
role;radioprotectant;A substance present at the time of irradiation that mitigates or prevents the biological effects of irradiation.
role;radionuclide chelator;Radionuclide chelators are small organic molecules or in some cases larger peptides that chemically sequester the radionuclide ion by forming a complex that determines the thermodynamic stability and kinetic inertness of the radionuclide.
process;planned anthropogenic radiation exposure;Planned exposure to radiation generated through a device or exposure to a source emitting ionising radiation
process;anthropogenic radiation exposure;Exposure to ionising radiation created by a man-made machine or exposure to a fixed source. For example a cobalt source, an X ray machine, an acceleratororf a nucler weapon.
material entity;ultraviolet radiation;Electromagnetic radiation with photon energies approximately 3-120 eV. High energy UV radiation can be ioinizing.
process;accidental non-medical anthropogenic radiation exposure;Unplanned exposure to anthropogenic radiation of any type in any environment . for example radiation from nuclear waste, nuclear industry discharge or weapons.
process;medical therapeutic radiation exposure;Planned exposure of an organism to radiation of any type, internally or externally, with the intention to effect a cure or mitigation of disease.
process;natural environment radiation monitoring;Monitoring for radiation dose or quality within a natural environment.
material entity;thorium;A radioactive element of the actinide series of metals. It has an atomic symbol Th, atomic number 90, and atomic weight 232.04. It is used as fuel in nuclear reactors to produce fissionable uranium isotopes. Because of its radioopacity, various thorium compounds are used to facilitate visualization in roentgenography.
process;exposure to naturally ocurring radioactive material;Exposure to naturally occurring radiation (NORM) of any type in any environment .
process;anthropogenic environment radiation monitoring;Monitoring for radiation dose or quality within a man-made or constructed environment such as a building or a vehicle.
material entity;uranium;A radioactive element of the actinide series of metals. It has an atomic symbol U, atomic number 92, and atomic weight 238.03. U-235 is used as the fissionable fuel in nuclear weapons and as fuel in nuclear power reactors.
process;medical diagnostic radiation exposure;Planned exposure of an organism to radiation of any type, internally or externally, with the intention to effect a diagnosis of disease.
process;anthropogenic environment monitoring;Monitoring within a man-made or constructed environment
material entity;neptunium;A radioactive element of the actinide metals family. It has the atomic symbol Np, and atomic number 93.
process;planned radiation exposure;Planned exposure of an entity to radiation of any type, for example as part of a medical or experimental procedure with the intention of exposing the entity to radiation energy internally or externally.
process;natural environment monitoring;Monitoring within an environment which was not man-made.
material entity;plutonium;A naturally radioactive element of the actinide metals series. It has the atomic symbol Pu, and atomic number 94. Plutonium is used as a nuclear fuel, to produce radioisotopes for research, in radionuclide batteries for pacemakers, and as the agent of fission in nuclear weapons.
process;accidental radiation exposure;Unplanned exposure to radiation of any type in any environment or otherwise planned process.
process;environmental radiation monitoring;Environmental monitoring that includes continual assay for radiation dose or quality.
process;accidental anthropogenic radiation exposure;Accidental or incidental exposure to radiation from a man made process or machine. Covers both radiation accidents and routine occupational exposure.
process;lifespan study;A study who endpoint is the lifespan of the organism under investifgation.
process;environmental study;Studies of the presence of radiation of any type in the natural or anthropogenic environment and its impact on animals, plants, and microorganisms. This includes studies measuring nuclide transfer in the environment, and interaction with meteorological phenomena. This excludes occupational exposure and the human working environment.
process;carcinogenesis study;A study of the effect of agents including radiation, seperately or together, on the incidence or type of neoplasia or pre-neoplasia.
quality;study modality;The specific manner, characteristic, pattern of application, or the employment of any technology, approach or formal procedure to implement the study plan to generate a study type.
process;epidemiological study;An epidemiological study is the study (scientific, systematic, and data-driven) of the distribution (frequency, pattern) and determinants (causes, risk factors) of health-related states and events (not just diseases) in specified populations (neighborhood, school, city, state, country, global)
process;cancer study;A study whose intention is to discover knowledge concerning the origins, nature diagnosis or therapy for neoplastic disease and cancer. This includes studies in humans, model organisms, the laboratory and in silico. This class includes experimental and epidemiological studies specifically aimed at cancer.
process;environmental study;A study of the impact of radiation on the composition of or processes within the natural or anthropogenic environment.
role;radiologist;
process;radiobiology study type;The theme or modality of an experimental, theoretical, critical or summative study involving radiation, radioactive materials including their impacts on orgnisms and society.
role;dentist;
process;security and law enforcement study;Studies relating to organisations and processes concerned with freedom from or resilience towards potential harm caused by hostile intent or circumstances (for example terrorism and illegal release of radioactive substances or radiation) towards the natural environment or human population, and the enforcement of relevant laws and international treaties.
process;legal and governance study;Study of the laws, statutes, ordinances, government or international treaty regulations or authoritative guidelines, as well as for legal controversy and court decisions, relating to the regulation of radiation safety, movement and containment of radioactive materials and the consequences for human health or the natural environment of radioactive contamination.
process;clinical study;Studies in which research is conducted with human subjects or on material of human origin in which the investigator directly interacts with human subjects, including the dveelopment of new technologies, understanding of the mechanisms of disease, therapy, clinical trials, epidemiology behaviousrand health services research.
process;preparedness study;Studies on the civil, legal, and political preparedness for accidental or deliberate release of radioactive materials or radiation into the environment.
role;military;
process;mass media study;Studies on the distribution of information or opinion by technological means of communication that reach large numbers of people.
role;medical professional;
role;nuclear industry worker;A person employed or otherwise working in commercial activities where nuclear materials are created, handled or disposed and at risk of occupational radiation exposure. Excludes health workers.
process;social and psychosocial study;Studies relating to human society and the interrelation of social and educational factors with individual thought and behaviour including mental illness.
role;astronaut;
process;planned naturally occurring radiation exposure;Deliberate or knowing exposure to naturally occurring radiation in a natural or anthropogenic environment, such as a radon spa.
process;chronic internal contamination study;A study of the effects of internal irradiation on an organism where the radiation source is internalised within the body tissues ( eg. by injection), gastrointestinal ( eg gavage), urogenital, auditory or respiratory ( eg instillation or inhalation) systems. The dose is delivered over a long period of time, often continuously and generlly at low dose. For example long term Radon exposure by inhalation.
process;perceptions, expectations and behaviours study;Specifically an attitudinal study looking at how perception, for example of risk, and expectations affect behaviour.
process;acute internal contamination study;A study of the effects of internal irradiation on an organism where the radiation source is internalised within the body tissues ( eg. by injection), gastrointestinal ( eg gavage), urogenital, auditory or respiratory ( eg instillation or inhalation) systems. Most of the dose is given over a short period of time and is generally unfractionated, such as in brachytherapy.
process;social science and humanities study;Studies involving fields of inquiry into human constructs and concerns as opposed to natural processes . These are traditionally the study of literature, philosophy, and religion. Included in this definition are sociological studies, especially those concerned with the social impact of the humanities.
process;acute external exposure study;A study of the effects of external irradiation on an organism where the most of the dose is given in a single or small number of fractions closely in time.
process;sociological study;A study dealing with group relationships, patterns of collective behavior, and social organization.
process;chronic external exposure study;A study of the effects of external irradiation on an organism where the dose is given over a protracted time period either continuously or in many fractions. Often these are lose dose studies.
process;behavioural study;A study of human or animal activity, in terms of motivation, direction, result, emotion, perception, or etiology.
process;internal contamination study;A study of the effects of internal irradiation on an organism where the radiation source is internalised within the body tissues ( eg. by injection), gastrointestinal ( eg gavage), urogenital, auditory or respiratory ( eg instillation or inhalation) systems.
process;mixed exposure route study;A study of the effects of radiation exposure where the exposoure has an internal and external mode of application.
process;anatomical study;A study of the effects of radiation on the integrity, composition and quality of adult, fetal or embryonic anatomical structures.
process;external exposure study;A study of the effects of external irradiation on an organism.
process;psychometric study;A study measuring "psychological" aspects of a person such as knowledge, skills, abilities, attitudes, or personality using defined scales.
process;political and psephological study;The study of political involvement in radiation and nuclear regulation, military use, and safety as shown by inclusion in political manifestos and messaging by established or informal groups and its impact on voting patterns and democracy.
process;community study;A study focussed on a set of people with some shared characteristic. The substance of shared element varies widely, from geography to a situation to interest to lives and values. The term is widely used to evoke sense of collectivity. For example communities collectively exposed to radioactive environmental contamination.
process;physiological study;A study of the effects of internal or external radiation on cellular or organismal physiology.
process;communication study;Study concerning exchange or transmission of thoughts, messages, or information between people or between authorities and the general public (for example educational information, risk communication, safety communication) concerning exposure to and use of radiation.
process;attitudinal study;Study of the status or origins of a mental position, feeling or emotion toward a fact or state with respect to information or experience concerning radiation, radiation safety or ethicolegal constructs surrounding radiation and radiation safety and regulation.
process;tissue damage study;A study in which the structural or processual damage to normal tissue caused by radiation is assessed. Often by histopathology or molecular profiling.
