class;term;comment
object;parasitoid;A heterotroph with a temporary parasitic association with another organism that leads to the death of the host. After which, the parasitoid can continue without the host or can move on to a new host. These organisms are considered partly parasites and partly predators.
quality;sequentially hermaphroditic;a reproductive quality inhering in the bearer by virtue of the bearer changing sex at some point in its life
object;algivore;An herbivore that primarily consumes algae
object;rhizovore;An herbivore that primarily consumes roots
object;folivore;An herbivore that primarily consumes leaves
object;graminivore;An herbivore that primarily consumes grasses.
quality;migratory;An evolutionary quality inhering in a bearer by virtue of the bearer's morphological and physiological adaptation for participating in long-distance movement of conspecifics, usually on a seasonal basis
quality;diurnal;An evolutionary quality inhering in a bearer by virtue of the bearer's morphological and physiological adaptation for being active during the hours of daylight
function;mixotrophic function;A function which inheres in a living entity by virtue of that entity being able to realize autotrophic and heterotrophic functions.
object;chemolithoheterotroph;A chemoheterotroph which is capable of using an abiogenic organic compound as an electron donor.
function;autotrophic function;A function which inheres in a living entity by virtue of that entity being able to harvest energy and create biomass from non-living materials.
object;chemoorganoheterotroph;A chemoheterotroph which is capable of using a biogenic organic compound as an electron donor.
function;heterotrophic function;A function which inheres in a living entity by virtue of that entity being able to feed on living or once-living (dead) material.
object;photolithoheterotroph;A photoheterotroph which is capable of using an abiogenic organic compound as an electron donor.
function;trophic function;A function which inheres in a living entity by virtue of that entity being able to feed on a material.
object;photoorganoheterotroph;A photoheterotroph which is capable of using a biogenic organic compound as an electron donor.
material entity;food chain;A system in which a series of living entities consume living, dead, or non-living entities in successively higher trophic levels.
object;chemolithoautotroph;A chemoautotroph which is capable of using an abiogenic organic compound as an electron donor.
material entity;food cycle;A food web in which the outputs of a trophic interaction are consumed by organisms acting in a lower trophic level relative to the initial interaction.
object;chemoorganoautotroph;A chemoautotroph which is capable of using a biogenic organic compound as an electron donor.
material entity;food web;A system in which living entities consume living, dead, or non-living entities or are consumed by other living entities through trophic interactions.
object;predator;A carnivore that actively captures and consumes other animals, causing their immediate or immenent death
object;photolithoautotroph;A photoautotroph which is capable of using an abiogenic organic compound as an electron donor.
object;carnivore;A heterotroph that consumes animals in whole or in part via ingestion through a type of "mouth". Animal matter is broken down through an internal digestion process.
object;photoorganoautotroph;A photoautotroph which is capable of using a biogenic organic compound as an electron donor.
process;autotrophy;A trophic process during which a living entity acquires energy and generates biomass from non-living entities.
process;trophic process;A process during which a living entity acquires or generates food and energy from a living, dead, or non-living entity.
object;chemoautotroph;An autotroph which is capable of obtaining energy from the bonds in a chemical compound.
object;algae;A polyphyletic group of diverse photosynthetic organisms that excludes vascular plants and mosses and includes cyanobacteria, seaweed, and some single-celled organisms.
quality;annual survival rate;The estimated proportion of members of a population alive in year t that is still alive in year t + 1
quality;microendemic;The ecological state of a species being unique to a very small and specific location, such as the side of a mountain or a single lake.
quality;cosmopolitan;The ecological state of a species being found across all or most of the world in appropriate habitats.
quality;extant;The ecological state that is not the extinct state
quality;introduced;The ecological state of a species living outside its native distributional range, which has arrived there by human activity, either deliberate or accidental.
quality;indigenous;The ecological state of a species living in a region where its presence is the result of only natural process, with no human intervention
