class;term;comment
fiat object part;hydroxylated arginine;A protein modification that effectively converts an L-arginine residue to a hydroxylated L-arginine.
fiat object part;iTRAQ8plex-113 reporter+balance reagent N6-acylated lysine;A protein modification that effectively replaces the N6'-hydrogen atom of a lysine residue with the Applied Biosystems iTRAQ8plex-113 reporter+balance group.
fiat object part;dehydrogenated residue;A protein modification that effectively removes neutral hydrogen atoms (proton and electron) from a residue.
fiat object part;D-methionine;A protein modification that effectively converts an L-methionine residue to D-methionine.
fiat object part;deamidated L-asparagine;A protein modification that effectively converts an L-asparagine residue to L-aspartic acid.
fiat object part;iTRAQ8plex-113 reporter+balance reagent N'-acylated histidine;A protein modification that effectively replaces an N'-hydrogen atom of a histidine residue with the Applied Biosystems iTRAQ8plex-113 reporter+balance group.
fiat object part;D-phenylalanine;A protein modification that effectively converts an L-phenylalanine residue to D-phenylalanine.
fiat object part;deamidated L-glutamine;A protein modification that effectively converts an L-glutamine residue to L-glutamic acid.
fiat object part;iTRAQ8plex-113 reporter+balance reagent O4'-acylated tyrosine;A protein modification that effectively replaces the O4'-hydrogen atom of a tyrosine residue with the Applied Biosystems iTRAQ8plex-113 reporter+balance group.
fiat object part;sulfur oxygenated residue;A protein modification that effectively adds oxygen atoms to a sulfur atom of a residue without removing hydrogen atoms.
fiat object part;hydroxylated lysine;A protein modification that effectively converts an L-lysine residue to a hydroxylated L-lysine.
fiat object part;L-isoglutamyl-polyglycine;A protein modification that effectively converts an L-glutamic acid residue to L-isoglutamyl-polyglycine.
fiat object part;iTRAQ8plex-114 reporter+balance reagent O4'-acylated tyrosine;A protein modification that effectively replaces the O4'-hydrogen atom of a tyrosine residue with the Applied Biosystems iTRAQ8plex-114 reporter+balance group.
fiat object part;L-isoglutamyl-polyglutamic acid;A protein modification that effectively converts an L-glutamic acid residue to isoglutamyl-polyglutamic acid, forming an isopeptide bond with a polyglutamic acid.
fiat object part;iTRAQ8plex-114 reporter+balance reagent N6-acylated lysine;A protein modification that effectively replaces the N6'-hydrogen atom of a lysine residue with the Applied Biosystems iTRAQ8plex-114 reporter+balance group.
fiat object part;O4'-(phospho-5'-adenosine)-L-tyrosine;A protein modification that effectively crosslinks an L-tyrosine residue and 5'-phosphoadenosine through a phosphodiester bond to form O4'-(phospho-5'-adenosine)-L-tyrosine.
fiat object part;S-(2-aminovinyl)-D-cysteine (Cys-Ser);A protein modification that effectively cross-links an L-cysteine residue and an L-serine residue by a thioether bond to form S-(2-aminovinyl)-D-cysteine.
