class;term;comment
generically dependent continuant;adverse drug reaction causality evaluation protocol;A protocol that specifies methodology to assess the likelihood of a drug to be the cause for an adverse event by answering a set of questions about the drug reaction report.
generically dependent continuant;efflux ratio;A pharmacokinetic parameter ratio that describes the drug transmembrane transporter activity regarding an active ingredient or a metabolite in an in vitro bi-directional transport assay. It is expressed as a ratio of the apparent permeability in the basal to apical direction as the numerator and apparent permeability in the apical-to-basolateral direction as the denominator.
generically dependent continuant;potential drug-drug interaction;A potential drug-drug interaction (PDDI) is an information content entity that specifies the possibility of a drug-drug interaction based on either reasonable extrapolation about drug-drug interaction mechanisms or a data item created by clinical studies, clinical observation or physiological experiment.
generically dependent continuant;evidence information from an evaluated observation-based case-report of a drug interaction;An evidence information content entity that is about an assay that was triggered by an adverse drug event following the administration of at least two drugs, and that is the specified outcome of a adverse drug reaction causality evaluation.
generically dependent continuant;net flux ratio;A pharmacokinetic parameter ratio that describes the drug transmembrane transporter activity regarding an active ingredient or a metabolite in an in vitro bi-directional transport assay using transporter transfected cell model. It is expressed as a ratio of the efflux ratio in cells transfected with the transporter as the numerator and efflux ratio in cells not transfected with the transporter (wild type cells) as the denominator.
two-dimensional spatial region;evidence information from CYP450 human microsome drug metabolism inhibition experiment;An evidence information content entity that is about an in vitro assay and that has parts of a drug or drug metabolites, which participate in a negative regulation of a metabolic process that also involves CYP 450, as it's specified input, and that has human tissue specimens as a specified input.
generically dependent continuant;public adverse event reporting database;A data set that is structured and stored on a computer and that is publicly available and contains reports of adverse events.
generically dependent continuant;evidence information from a publicly reported observation-based adverse drug event report;An evidence information content entity that is about an assay that was triggered by an adverse drug event, and that is part on a publicly accessible database for adverse event reporting.
generically dependent continuant;evidence information from an observation-based case-report of a drug interaction;An evidence information content entity that is about an assay that was triggered by an adverse drug event following the administration of at least two drugs.
generically dependent continuant;data item from extrapolation;A data item that is the output of a process of estimating, beyond the original observation range, the value of a variable on the basis of its relationship with another variable.
generically dependent continuant;ratio value specification;
process;gastrointestinal functioning;A biological process that realizes the function of the gastrointestinal system (or any organ that is a part of it.). This includes digestion of ingested substances, absorption and eliminating waste.
generically dependent continuant;percentage value specification;A ratio value specification where the relationship between to numbers is expressed as a fraction of 100.
generically dependent continuant;drug-drug interaction management option;A evidence-based plan specification that specifies processes to prevent or mitigate a drug-drug interaction
generically dependent continuant;drug concept set identifier;An identifier that denotes a set of drug identifiers.
process;reported drug-drug interaction;A drug-drug interaction that has been the subject of a case report or study.
generically dependent continuant;drug-drug interaction description;An information content entity that is about a drug-drug interaction.
generically dependent continuant;clearance measurement datum;A measurement datum that is the specified output of measuring the volume of plasma that is completely cleared off of a substance per unit time.
generically dependent continuant;inhibitory constant;A measurement data that gives the concentration of an inhibiting agent to reach half of the maximum inhibition of a meabolic or transport process.
generically dependent continuant;data item about biological process;A data item that is about a biological process
role;probe subtrate role;The role that inheres in a chemical substance and that, if realized, is realized by a single, specified metabolic or transport reaction, which is being affected by another chemically substance pharmacokinetically in a drug-drug interaction experiment or natural product-drug interaction.
generically dependent continuant;observational data item about drug-drug interaction;A data item that is about a drug-drug interaction and the creation of which was triggered by an observation outside a controlled context (e.g. a clinical trial).
process;clinical study;An assay that is the realization of a concretization of a clinical study design.
generically dependent continuant;physiological observation from clinical study data item;A data item that is about a biological process and that is the specified output of a clinical study.
process;drug-drug interaction effect;A biological process that is the result of a drug-drug interaction.
