class;term;comment
process;allylic oxidation;Oxidation of an allyl compound to an allylic alcohol.
process;triblock copolymerisation;A copolymerisation in which a triblock copolymer is formed.
process;graft polymerisation;A polymerisation in which a graft polymer is formed.
process;N-deacetylation;A molecular process where a bond between an acetyl group and a nitrogen atom is broken.
process;O-deacetylation;A molecular process where a bond between an acetyl group and an oxygen atom is broken.
process;oxidation at sulfur;An oxidation process where the oxidation state of at least one sulfur atom increases.
process;oxidation at nitrogen;An oxidation process where the oxidation state of at least one nitrogen atom increases.
process;oxidative cleavage;A bond-breaking process where the oxidation states of the reactive centres increase.
process;alkene oxidative cleavage;Oxidative cleavage of an alkene.
process;diblock copolymerisation;A copolymerisation in which a diblock copolymer is formed.
process;olefin reduction;Hydrogenation of an olefin to a paraffin.
process;acetylene reduction;Hydrogenation of an acetylene to an olefin.
process;ligand exchange reaction;A ligand exchange reaction is a molecular process, in which one or more ligands around a metal ion are replaced by other ligands without changing the oxidation state of the metal atom.
process;trimerization;The formation of a trimer from three molecular subunits.
process;cyclotrimerization;The formation of a trimer by cycloaddition of three unsaturated compounds (e.g. alkynes, alkenes, nitriles or mixtures thereof). A metal catalyst is usually required for this type of reaction.
process;benzylic oxidation;Oxidation of an benzyl compound to an benzylic alcohol.
process;nitrile reduction;Reduction of a nitrile to the corresponding primary amine.
process;S-tert-butoxycarbonylation;Formation of a covalent bond between a sulfur atom in a substrate and a tert-butoxycarbonyl group.
process;S-acryloylation;Formation of a covalent bond between a sulfur atom in a substrate and an acryloyl group.
process;S-phenylsulfanylation;Formation of a covalent bond between a sulfur atom in a substrate and a phenylsulfanyl group.
process;S-sulfanediylation;Formation of a covalent bond between a sulfur atom in a substrate and a sulfanediyl group.
process;S-sulfaniumylation;Formation of a covalent bond between a sulfur atom in a substrate and a sulfaniumyl group.
process;S-methylsulfanylation;Formation of a covalent bond between a sulfur atom in a substrate and a methylsulfanyl group.
process;S-disulfanidylation;Formation of a covalent bond between a sulfur atom in a substrate and a disulfanidyl group.
process;S-carboxymethylation;Formation of a covalent bond between a sulfur atom in a substrate and a carboxymethyl group.
process;S-N-hydroxyacetimidoylation;Formation of a covalent bond between a sulfur atom in a substrate and an N-hydroxyacetimidoyl group.
process;S-methylenecarbonylation;Formation of a covalent bond between a sulfur atom in a substrate and a methylenecarbonyl group.
