class;term;comment
generically dependent continuant;preferred name;
generically dependent continuant;WPSA-3;
generically dependent continuant;serine count;
generically dependent continuant;Preferred IUPAC Name for Inorganic Compounds;
generically dependent continuant;WNSA-1;
generically dependent continuant;threonine count;
generically dependent continuant;zagreb index;
generically dependent continuant;WNSA-2;
generically dependent continuant;tyrosine count;
generically dependent continuant;WNSA-3;
generically dependent continuant;valine count;
generically dependent continuant;+/- stereochemical descriptor;
generically dependent continuant;relative positive charge;
generically dependent continuant;+ stereochemical descriptor;
generically dependent continuant;covalent unit count;
generically dependent continuant;histidine count;
generically dependent continuant;FNSA-1;
generically dependent continuant;isoleucine count;
generically dependent continuant;Preferred IUPAC Name for Organic Compounds;
generically dependent continuant;FNSA-2;
generically dependent continuant;proline count;
generically dependent continuant;positional descriptor;
generically dependent continuant;FNSA-3;
generically dependent continuant;leucine count;
generically dependent continuant;molecular formula;
generically dependent continuant;WPSA-1;
generically dependent continuant;lysine count;
generically dependent continuant;molecular entity name;
generically dependent continuant;WPSA-2;
generically dependent continuant;methionine count;
generically dependent continuant;chemical connectivity table;
generically dependent continuant;RPSA;
generically dependent continuant;inductive atomic hardness;
generically dependent continuant;aromaticity descriptor;
generically dependent continuant;collection of 3D coordinates;
generically dependent continuant;TPSA (fragments);
generically dependent continuant;melt mass flow rate;
generically dependent continuant;file;
two-dimensional continuant fiat boundary;collection of 3D atomic coordinates;
generically dependent continuant;VABC volume descriptor;
generically dependent continuant;MOLfile;
generically dependent continuant;molecular polarizability;
generically dependent continuant;InChIKey;
generically dependent continuant;tryptophan count;
generically dependent continuant;relative negative charge;
generically dependent continuant;Highest Occupied Molecular Orbital Energy;
generically dependent continuant;- stereochemical descriptor;
generically dependent continuant;relative positive charge surface area;
generically dependent continuant;Lowest Unoccupied Molecular Orbital Energy;
generically dependent continuant;DL stereochemical descriptor;
generically dependent continuant;relative negative charge surface area;
generically dependent continuant;acidic group count;
generically dependent continuant;D stereochemical descriptor;
generically dependent continuant;THSA;
generically dependent continuant;basic group count;
generically dependent continuant;L stereochemical descriptor;
generically dependent continuant;TPSA;
generically dependent continuant;ALogP descriptor;
quality;molecular composition;
generically dependent continuant;RHSA;
generically dependent continuant;hybridization descriptor (VSEPR);
generically dependent continuant;information about a polyatomic entity;
generically dependent continuant;MLogP descriptor;
quality;cyclicity;
generically dependent continuant;maximal ratio of length to breadth descriptor;
generically dependent continuant;functional group descriptor;
generically dependent continuant;ratio of length to breadth descriptor;A descriptor characterizing the ratio of the length to the breadth of a given entity.
quality;polarity;
generically dependent continuant;fragment complexity descriptor;
generically dependent continuant;dimensional extent descriptor;
generically dependent continuant;vertex adjacency matrix descriptor;
generically dependent continuant;identifying descriptor;
generically dependent continuant;Petitjean Topological Shape Index;
generically dependent continuant;bond order descriptor;
generically dependent continuant;Petitjean Geometric Shape Index;
material entity;chemical bond;
generically dependent continuant;Petitjean number;
generically dependent continuant;QSAR descriptor;
generically dependent continuant;Petitjean Shape Index;
generically dependent continuant;molecular entity descriptor;
generically dependent continuant;XLogP descriptor;
quality;non-aromatic;
generically dependent continuant;molecular weight calculated by pipeline pilot;A molecular weight descriptor calculated by a relevant module of the Pipeline Pilot software tool.
generically dependent continuant;neutron count;
generically dependent continuant;absolute SMILES descriptor;
generically dependent continuant;proton count;
