class;term;comment
process;anoikis [Cell death];Apoptosis triggered by inadequate or inappropriate adherence to substrate e.g. after disruption of the interactions between normal epithelial cells and the extracellular matrix. This entity is a specific course-dependent process. This process can constitute the course of Cell death.
process;drug metabolism imbalance[Ground glass appearance (moderate) ];Drug metabolism imbalance is a subtype of imbalance: A process that becomes lacking a homeostastasis balance of drug metabolism. And the degree is moderate. This entity is a specific course-dependent process. This process can constitute the course of Ground glass appearance (moderate) .
process;increasing the amount of phenobarbital [Ground glass appearance];Increasing the amount of phenobarbital is a subtype of increasing amount of drugs. This entity is a specific course-dependent process. This process can constitute the course of Ground glass appearance.
object;PERK - signal sensor (canonical)[Perk signalling system];
process;hyperfunction of increasing the amount of phenobarbital [Ground glass appearance];Hyperfunction of increasing the amount of phenobarbital is a process of performing an excessive function of increasing the amount of drugs. This entity is a specific course-dependent process. This process can constitute the course of Ground glass appearance.
process;protein catabolic process [ER stress];The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds. This entity is a specific course-dependent process. This process can constitute the course of ER stress.
process;changing balance;Changing balance is a subtype of changing relationship between operands: A process that changes the balance between operands.
process;apoptotic process [Oxidative stress];A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died. This entity is a specific course-dependent process. This process can constitute the course of Oxidative stress.
process;malfunctioning of mitochondrial ATP synthesis coupled electron transpor;Malfunctioning of mitochondrial ATP synthesis coupled electron transpor is a subtype of malfunctioning process: A process that cannot perform a respiratory electron transport chain appropriately or cannot realize it at all.
process;apoptotic process [Cell death];A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died. This entity is a specific course-dependent process. This process can constitute the course of Cell death.
