class;term;comment
role;code review role;Examination of software code to identify build-breaking changes prior to acceptance into a codebase.
role;software architecture role;Creation of high-level structures of a software system.
role;software design role;Creation of low-level software component and algorithm design.
role;intellectual property role;A role related to creations of the mind, such as inventions. literary and artistic works. designs. and symbols, names and images used in commerce. from.
role;software engineering role;Systematic application of scientific and technological knowledge, methods, and experience to the design, implementation, testing, and documentation of software.
role;project management role;Planning, management, and monitoring of projects.
role;policy development role;Policy development generally involves research, analysis, consultation and synthesis of information to produce recommendations for action by an individual or an organization. It should also involve an evaluation of options against a set of criteria used to assess each option.
role;preservation role;Set of activities aimed at prolonging the life of a record.
role;archivist role;A professional who assesses, collects, organizes, preserves, maintains control over, and provides access to information determined to have long-term value.
role;presenter role;Oral presentation intended to present information or teach people about a particular subject, such as a talk or poster presentation at a conference.
role;conservator role;A person responsible for the preservation of artistic and cultural artifacts.
role;peer review role;Evaluation of scientific, academic, or professional work, such as manuscripts or grants by others working in the same field.
role;regulatory and compliance role;Manage regulatory and compliance issues for the research project.
role;digital preservation role;A role that includes the formal endeavor to ensure that digital information of continuing value remains accessible, trustworthy, and usable.
role;advisory role;A role that involves giving advice in a particular field.
role;instrumentation role;A person that is responsible for usage of instrumentation, such as equipment or devices, or instruments like a survey or questionnaire.
role;modifier role;A role that is realized through the modification of an existing artifact (e.g. adding or removing content to/from a document, updating information in a data record, fixing errors in a manuscript, etc.)
role;curator role;Management activities to annotate, maintain, research, and preserve physical objects to maximize their use for research and education now and into the future.
role;acceptor role;A role that is realized through the act of formally accepting an artifact for inclusion in some larger resource (e.g. database, registry, collection, etc.)
role;collection role;Activities to obtain physical objects for research or scholarly purposes or to add to a collection.
role;submitter role;A role that is realized through the act of formally submitting or depositing an artifact to be included in some larger resource (e.g. database, registry, collection, etc.)
role;evaluator role;A role that is realized through the review and evaluation of an artifact - generally to assess its quality, completeness, relevance, or other characteristics.
role;creator role;A role used to indicate that an agent was the creator of an artifact (i.e. had significant or sole responsibility for its initial generation).
role;database role;A role that involves creation, maintenance or administration of a database.
role;data transformation role;Aggregation, integration, manipulation of data.
role;standards development role;The process of creating standards, which aare an established norm or requirement in regard to technical systems. It is usually a formal document that establishes uniform engineering or technical criteria, methods, processes, and practices.
role;data validation role;Verification, whether as a part of the activity or separate, of the overall replication/reproducibility of results/experiments and other research outputs.
role;team management role;Coordination of diverse team members, often across different disciplines and locations.
role;community research partner;
role;infrastructure role;Contribution to the basic, underlying framework or features of a system or organization.
role;librarian role;A person who deals with provision and maintenance of information in many formats, including: books. electronic resources. magazines. newspapers. audio and video recordings. maps. manuscripts. photographs and other graphic material. bibliographic databases. and web-based and digital resources. A librarian may also provide other information services, including: information literacy instruction. computer provision and training. coordination with community groups to host public programs. assistive technology for people with disabilities. and assistance locating community resources. Librarians often work in a library, but can also work in other physical settings or virtual environments.
role;statistical analysis role;Statistical aspects of research, including data collection, organization, analysis, interpretation and presentation of data from surveys and experiments
role;project, policy or program evaluation role;Evaluation is a systematic method for collecting, analyzing, and using information to answer questions about projects, policies and programs, particularly about their effectiveness and efficiency.
role;data collection role;The process of gathering and measuring data, information or any variables of interest in a standardized and established manner that enables the collector to answer or test hypothesis and evaluate outcomes of the particular collection.
role;metadata role;The annotation of data with descriptive information that describes the data (metadata), with the goal of making the data more usuable or reusable for future use.
role;data entry role;The process of inputting data into a computerized form.
role;coordination role;The organization of the different elements needed to implement a study.
role;community engagement role;A communication role which involves the dynamic relational process that facilitates communication, interaction, involvement, and exchange between an organization and a community for a range of social and organizational outcomes.
role;data integration role;The process of combining data from different sources to provide a standardized or unified view.
role;outreach materials development role;A communication role that involves development or production of materials, such as brochures, websites, flyers, presentations, etc., for the purposes of promotion of a entity, like a project, group or organization.
role;data modeling role;The process of creating a data model for an information system by applying certain formal techniques.
role;data quality assurance role;A procedure intended to verify the efficiency and reliability of data.
role;technician role;One who is proficient in the relevant skill and technique, with a relatively practical understanding of the theoretical principles.
role;contributor role;A high-level classification of the diverse roles performed in the work leading to a published research output in the sciences. Its purpose to provide transparency in contributions to scholarly published work, to enable improved systems of attribution, credit, and accountability.
role;author role;Creation and/or presentation of a published research object, such as books, journal articles, and other publications like technical documentation, web sites, code, ontologies, or data models.
role;training material role;An educational role in which a person develops educational or training materials that are intended to transfer knowledge, for use in a classroom, indpendent learning or other settings.
role;lay summary role;A role in which one provides a summary of a research output, such as a journal article, that is understandable by a lay person or non-expert audience.
role;training program development role;An educational role in which a person participates in the development of an educational program, designed for learners to achieve a set of compentencies around a given topic or area of focus.
role;figure development role;Preparation, creation and/or presentation of figures for a manuscript, presentation or other use.
role;instruction role;An educational role in which knowledge and skills are transferred through teaching.
role;translator role;Translating words or text from one language to another.
role;hardware role;An information technology systems role that specifically focuses on the computer hardware, the physical components of a computer system.
role;background and literature search role;Includes literature searches and contributions to review activities (systematic reviews, scoping reviews, etc.)
role;marketing and communication role;Coordination of research dissemination through popular media and the press, as well as community outreach and liaising of project directly to the community.
role;website role;Creation or refinement of a website, a set of related web pages served from a single web domain.
role;technical writing role;A documentation role that involves preparation of instruction manuals, journal articles, and other supporting documents to communicate complex and technical information more easily.
role;requirements analysis role;The tasks that go into determining the needs or conditions to meet for a new or altered software product or project, taking account of the possibly conflicting requirements of the various stakeholders, analyzing, documenting, validating and managing software or system requirements.
role;specimen collection role;Obtaining a material entity for potential use as an input during an investigation.
role;database administrator role;A role usually within the Information Technology department, charged with the creation, maintenance, backups, querying, tuning, user rights assignment and security of an organization's databases.
role;primary collector role;In botany, this is the collector listed first for a particular specimen. Each specimen has one primary collector. The primary collector assigns a number to that specimen from his/her own number series.
role;system administrator role;A software systems role that involves maintenance and operation of a computer system and/or network.
role;grant peer review role;Evaluation of grant applications by others working in the same field.
role;standards role;A methodology role that involves development of information that suggests how something should be done.
role;acquisition role;Selecting, ordering, and receiving materials or physical objects for research, scholarly, library or archival collections.
role;protocol creation role;A methodology role that involves creation of a detailed plan of a scientific or medical experiment, treatment, or procedure.
role;funding source role;The person or organization that provides money for a particular purpose, such as a grant to perform research.
role;discovery role;The person or organization that is responsible for a new or novel discovery, i.e., the process of finding information, a place, or an object, especially for the first time, or the thing that is found. For example, a researcher discovering a new gene mutation that contributes to a disease.
role;documentation role;A communication role in which one records the details of an event, a process, a workflow, etc.
