class;term;comment
generically dependent continuant;spécification d'instant temporel;Une spécification de valeur qui spécifie un instant temporel.
generically dependent continuant;spécification d'instant temporel;A value specification that specifies a temporal instant.
generically dependent continuant;temporal instant specification;Une spécification de valeur qui spécifie un instant temporel.
generically dependent continuant;temporal instant specification;A value specification that specifies a temporal instant.
generically dependent continuant;minimum dosing interval condition;A dosing condition that is true if and only if the amount of time that has elapsed since the previous dose is greater than some duration.
generically dependent continuant;minimum dosing interval condition;Une condition de dosage qui est vraie si et seulement si le temps écoulé depuis la précédente dose est supérieur à une certaine valeur.
generically dependent continuant;condition d’intervalle de dosage minimum;A dosing condition that is true if and only if the amount of time that has elapsed since the previous dose is greater than some duration.
generically dependent continuant;condition d’intervalle de dosage minimum;Une condition de dosage qui est vraie si et seulement si le temps écoulé depuis la précédente dose est supérieur à une certaine valeur.
generically dependent continuant;Numéro d’identification d’un médicament;A Drug Identification Number (DIN) is a computer-generated eight digit number assigned by Health Canada to a drug product prior to being marketed in Canada. It uniquely identifies all drug products sold in a dosage form in Canada and is located on the label of prescription and over-the-counter drug products that have been evaluated and authorized for sale in Canada. A DIN uniquely identifies the following product characteristics: manufacturer. product name. active ingredient(s). strength(s) of active ingredient(s). pharmaceutical form. route of administration.
generically dependent continuant;Numéro d’identification d’un médicament;Le numéro d'identification d'une drogue (DIN) est un numéro de huit chiffres généré par un ordinateur qui est attribué par Santé Canada avant d'être commercialisé au Canada. Le DIN est unique et sert a identifier tous les médicaments vendus dans une forme posologique. Il est inscrit sur l'étiquette d'un médicament de prescription ou d'un médicament sans ordonnance qui ont été évalués et approuvés pour la vente au Canada. Un DIN énumère les caractéristiques du produit: fabricant, nom du produit, ingrédient(s), la force de l'ingrédient médicinal, la forme posologique et la voie d'administration.
generically dependent continuant;Drug Identification Number;A Drug Identification Number (DIN) is a computer-generated eight digit number assigned by Health Canada to a drug product prior to being marketed in Canada. It uniquely identifies all drug products sold in a dosage form in Canada and is located on the label of prescription and over-the-counter drug products that have been evaluated and authorized for sale in Canada. A DIN uniquely identifies the following product characteristics: manufacturer. product name. active ingredient(s). strength(s) of active ingredient(s). pharmaceutical form. route of administration.
generically dependent continuant;Drug Identification Number;Le numéro d'identification d'une drogue (DIN) est un numéro de huit chiffres généré par un ordinateur qui est attribué par Santé Canada avant d'être commercialisé au Canada. Le DIN est unique et sert a identifier tous les médicaments vendus dans une forme posologique. Il est inscrit sur l'étiquette d'un médicament de prescription ou d'un médicament sans ordonnance qui ont été évalués et approuvés pour la vente au Canada. Un DIN énumère les caractéristiques du produit: fabricant, nom du produit, ingrédient(s), la force de l'ingrédient médicinal, la forme posologique et la voie d'administration.
generically dependent continuant;drug dispensing specification;An action specification that specifies the dispensing of a drug product.
generically dependent continuant;spécification de distribution de médicament;An action specification that specifies the dispensing of a drug product.
generically dependent continuant;drug product information item;Un élément de données qui fournit une information sur un médicament.
generically dependent continuant;drug product information item;A data item that is about a drug product.
generically dependent continuant;élément d'information sur un médicament;Un élément de données qui fournit une information sur un médicament.
generically dependent continuant;élément d'information sur un médicament;A data item that is about a drug product.
generically dependent continuant;spécification de nombre de prise de dose;Une spécification de valeur scalaire spécifiant le nombre d’administration de doses mesurées.
generically dependent continuant;spécification de nombre de prise de dose;A scalar value specification that specifies a number of metered dose administrations.
generically dependent continuant;metered dose administration count value specification;Une spécification de valeur scalaire spécifiant le nombre d’administration de doses mesurées.
generically dependent continuant;metered dose administration count value specification;A scalar value specification that specifies a number of metered dose administrations.
process;drug treatment;Un traitement composé d'une ou plusieurs administrations de doses.
process;drug treatment;A treatment composed of one or more dose administrations.
process;traitement médicamenteux;Un traitement composé d'une ou plusieurs administrations de doses.
process;traitement médicamenteux;A treatment composed of one or more dose administrations.
generically dependent continuant;time elapsed since dose condition;a condition describing the time elapsed since a dose administration.
generically dependent continuant;time elapsed since dose condition;Une condition décrivant le temps écoulé depuis une administration de dose.
generically dependent continuant;condition indiquant le temps écoulé depuis une administration de dose;a condition describing the time elapsed since a dose administration.
generically dependent continuant;condition indiquant le temps écoulé depuis une administration de dose;Une condition décrivant le temps écoulé depuis une administration de dose.
generically dependent continuant;condition de dosage total égal à une certaine quantité;une condition de dosage total où le dosage total administré est égal à une certaine quantité.
generically dependent continuant;condition de dosage total égal à une certaine quantité;A total dosage condition that is true if and only if the total dosage administered is equal to a specified amount.
generically dependent continuant;equal to total dosage condition;une condition de dosage total où le dosage total administré est égal à une certaine quantité.
generically dependent continuant;equal to total dosage condition;A total dosage condition that is true if and only if the total dosage administered is equal to a specified amount.
generically dependent continuant;greater than total dosage condition;une condition de dosage total où le dosage total administré est supérieur à une certaine quantité.
generically dependent continuant;greater than total dosage condition;A total dosage condition that is true if and only if the total dosage administered is greater than a specified amount.
generically dependent continuant;condition de dosage total supérieur à une certaine quantité;une condition de dosage total où le dosage total administré est supérieur à une certaine quantité.
generically dependent continuant;condition de dosage total supérieur à une certaine quantité;A total dosage condition that is true if and only if the total dosage administered is greater than a specified amount.
generically dependent continuant;health care prescription time identification;A document creation time identification where the document is a prescription.
generically dependent continuant;health care prescription time identification;Une identification de l'instant de création d'un document qui est une prescription médicale.
generically dependent continuant;identification du temps de création d'une prescription médicale;A document creation time identification where the document is a prescription.
generically dependent continuant;identification du temps de création d'une prescription médicale;Une identification de l'instant de création d'un document qui est une prescription médicale.
generically dependent continuant;continuing drug administration condition;Une condition dont la véracité est un pré-requis pour continuer une administration de médicament.
generically dependent continuant;continuing drug administration condition;A condition whose truthfulness is a prerequisite for continuing a drug administration.
generically dependent continuant;condition de continuation d’administration de médicament;Une condition dont la véracité est un pré-requis pour continuer une administration de médicament.
generically dependent continuant;condition de continuation d’administration de médicament;A condition whose truthfulness is a prerequisite for continuing a drug administration.
