class;term;comment
generically dependent continuant;F1-Score Information Section;The F1 score is the harmonic mean of the precision and recall. This section describes information relating to the F1 score revealed by the performance of the machine learning model.
generically dependent continuant;Evaluation Data Information Section;The section is devoted in describing the evaluation dataset. "Evaluation datasets should include datasets that are publicly available for third-party use. These could be existing datasets or new ones provided alongside the model card analyses to enable further benchmarking... the evaluation datasets should not only be representative of the model’s typical use cases but also anticipated test scenarios and challenging cases." Details on the dataset(s) used for the quantitative analyses in the card. - Datasets - Motivation - Preprocessing" (Mitchell et al., 2019)
generically dependent continuant;Ethical Consideration Section;Content information that is a type of risk information that is specific to ethical consideration if using the model.
generically dependent continuant;Primary Intended Use Case Information Section;"This section details whether the model was developed with general or specific tasks in mind (e.g., plant recognition worldwide or in the Pacific Northwest). The use cases may be as broadly or narrowly defined as the developers intend. For example, if the model was built simply to label images, then this task should be indicated as the primary intended use case."
generically dependent continuant;Dataset Information Section;Information about the data that was used to develop the model
generically dependent continuant;Personally Identifiable Data Information Section;personally identifiable information as "any information about an individual maintained by an agency, including (1) any information that can be used to distinguish or trace an individual's identity, such as name, social security number, date and place of birth, mother's maiden name, or biometric records. and (2) any other information that is linked or linkable to an individual, such as medical, educational, financial, and employment information." The section should specificially describe information about the personally identifiable datasets.
generically dependent continuant;Consideration Information Section;This section pertains to "Factors" of the model card report by Mitchell et al., 2019. The considerations section includes qualitative information about your model, including some analysis of its risks and limitations. As such, this section usually requires careful consideration, and conversations with many relevant stakeholders, including other model developers, dataset producers, and downstream users likely to interact with your model, or be affected by its outputs.
generically dependent continuant;Performance Metric Information Section;Section content here summarizing the information about the metrics (precision, recall, f1 score, etc.) that measured the performance of the model. One can report the values and portion of the data (slice).
generically dependent continuant;Citation Information Section;information relating to the citation for the targetted model. This is part of the model details component of the model card report
generically dependent continuant;Percision-Recall Curve Information Section;This section is for the description of the precision and recall information of the machine learning model's performance.
generically dependent continuant;Area Under the Curve Information Section;The content describes information pertaining to the area under the ROC curve.
generically dependent continuant;Owner Information Section;Section for the information about the individuals involved in the development of the machine learning model. This includes contact information, the names of the individuals, etc.
generically dependent continuant;Accuracy Information Section;Section content in this section should describe information in "how close or far off a given set of measurements (observations or readings) are to their true value"
