class;term;comment
one-dimensional temporal region;Sunday;The 7th day of the week.
one-dimensional temporal region;day of birth;A day when an organism (e.g., a human) is born.
generically dependent continuant;person full name;患者本人在公安户籍管理部门正式登记注册的姓氏和名称
generically dependent continuant;person legal name;A person name that identifies a person for legal, administrative and other official purposes
generically dependent continuant;person last name;
generically dependent continuant;person middle name;
generically dependent continuant;person name;A name of a person, which can have different types
generically dependent continuant;person first name;
one-dimensional temporal region;birthday;the anniversary of the birth of a person
generically dependent continuant;personal information;information associated with an individual
one-dimensional temporal region;October;The 10th month of the year in the Gregorian calendar
one-dimensional temporal region;Thursday;The fourth day of the week.
one-dimensional temporal region;Friday;The fifth day of the week.
one-dimensional temporal region;Tuesday;The second day of the week.
one-dimensional temporal region;Wednesday;The third day of the week.
one-dimensional temporal region;day of week;A day of a calendar week that includes covers 24 hours each day.
one-dimensional temporal region;Monday;The first day of the week.
one-dimensional temporal region;November;The 11th month of the year in the Gregorian calendar
one-dimensional temporal region;December;The 12th month of the year in the Gregorian calendar
one-dimensional temporal region;Saturday;The 6th day of the week.
material entity;KPMP biopsy safety checklist form;A biopsy safety checklist form that is designed and used by the Kidney Precision Medicine Project (KPMP) organization.
one-dimensional temporal region;June;The 6th month of the year in the Gregorian calendar
generically dependent continuant;KPMP CKD hospitalization form;
one-dimensional temporal region;July;The 7th month of the year in the Gregorian calendar
generically dependent continuant;KPMP laboratory result form;
one-dimensional temporal region;April;The4th month of the year in the Gregorian calendar
generically dependent continuant;eligibility question;A textual question that is about eligibility of a person to participate in a project.
one-dimensional temporal region;May;The 5th month of the year in the Gregorian calendar
generically dependent continuant;KPMP AKI hospitalization form;
one-dimensional temporal region;February;The second month of the year in the Gregorian calendar.
generically dependent continuant;KPMP demographic information form;
one-dimensional temporal region;March;The third month of the year in the Gregorian calendar.
generically dependent continuant;KPMP health literacy questionnaire form;
one-dimensional temporal region;month of year;
generically dependent continuant;KPMP clinic reception form;A clinic reception form that is designed and used by the Kidney Precision Medicine Project (KPMP) organization.
one-dimensional temporal region;January;The first month of the year in the Gregorian calendar
generically dependent continuant;KPMP contact information form;A contact information form that is designed and used by the Kidney Precision Medicine Project (KPMP) organization.
one-dimensional temporal region;August;The 8th month of the year in the Gregorian calendar
generically dependent continuant;KPMP medical history form;
one-dimensional temporal region;September;The 9th month of the year in the Gregorian calendar
generically dependent continuant;central path quality metrics assessment Dx core form;
generically dependent continuant;central path quality metrics assessment interrogation core form;
generically dependent continuant;KPMP biopsy procedure form;A biopsy procedure form that is designed and used by the Kidney Precision Medicine Project (KPMP) organization.
generically dependent continuant;diagnostic core .jpg images QC form;
generically dependent continuant;diagnostic core - disease categories form;
generically dependent continuant;tissue tracking form;A clinical report form that covers the information about the tracking of biopsied tissue
generically dependent continuant;Whether kidney transplant recipient;A transplant question that asks whether a person has received a kidney transplant.
generically dependent continuant;pathology images upload form;
generically dependent continuant;KPMP clinical report form;
generically dependent continuant;transplant question;
generically dependent continuant;post biopsy form;
generically dependent continuant;Whether transplant recipient;A transplant question that asks whether a person has received some transplant (includes solid transplant and bone marrow). Example transplants are kidney transplant and heart transplant.
generically dependent continuant;post-biopsy patient experience survey form;
generically dependent continuant;KPMP biosample collection form;A biosample collection form that is designed and used by the Kidney Precision Medicine Project (KPMP) organization.
generically dependent continuant;adverse event entry form;
generically dependent continuant;KPMP adverse event entry form;An adverse event entry form that is designed and used by the Kidney Precision Medicine Project (KPMP) organization.
generically dependent continuant;Whether diabetes;
quality;age at diagosis of diabetes;
generically dependent continuant;What disease;
generically dependent continuant;What type of diabetes;
generically dependent continuant;treatment question;
generically dependent continuant;medicatoin treatment question;
generically dependent continuant;surgical treatment question;
generically dependent continuant;Whether taking medication for diabetes;
quality;age at the start of kidney stone;
quality;age at the start of disease;An age when a disease started in a patient
role;study participant's physician role;a role of a physician who takes care of a study participant
quality;age at diagnosis of disease;
quality;age at diagnosis of kidney disease;
generically dependent continuant;Whether chronic kidney disease;
generically dependent continuant;Whether acute kidney injury;
zero-dimensional temporal region;time of biopsy;
zero-dimensional temporal region;year of kidney biopsy;
zero-dimensional temporal region;time of kidney biopsy;
role;study participant's family member role;A role of a person who is a family member of a participant in an investigation study.
zero-dimensional temporal region;month of kidney biopsy;
quality;age less than 18 years;A age quality that is measured by the value of less than 18 years old
material entity;GFR 30-59 mL/min/1.73m2;
material entity;eGFR >=60 mL/min/1.73m2 with urine albumin excretion >= 30 mg/g creatinine;
material entity;eGFR >= 60 mL/min/1.73m2 with urine protein excretion >= 150 mg/g creatinine;
role;medical history information provider role;A role of a person (e.g., a study participant, participant's family member, or participant's physician) who provides the medical history information.
material entity;USA government health plan insurance;
realizable entity;academic Doctorate degree education level;An education level that indicates that the highest level of education achievement for a person is an academic Doctorate degree
generically dependent continuant;patient condition question;
material entity;Phase II/III clinical trial;A clinical trial that covers both Phase 2 and 3
process;non-hospital institution visit;A visit to a dedicated institution for reasons of poor health, at a Care Site, long-term or permanently, with no physician but possibly other Providers permanently available to deliver service around the clock
material entity;no insurance status;
realizable entity;no formal school education level;An education level that indicates that a person does not have formal school education.
generically dependent continuant;Whether diabetic kidney disease (DKD);
process;radiation;
process;home medical visit;A visit where a provider visits a person, without a care site, within one day, delivering service
generically dependent continuant;Whether have physician for usual medical care;
quality;clinical trial phase 4;A clinical trial phase that is designed for a randomized, controlled trial to evaluate the long-term safety and efficacy of a drug for a given indication. Often they are designed to study side effects that may have become apparent after the phase III study was completed. [def-source: NCI]
process;preceding medical visit;A visit occurrence that occurs for the person prior to the given visit. There could be a few days or a few years in between.
realizable entity;Master's degree education level;An education level that indicates that the highest level of education achievement for a person is a Master's degree.
object;nephrology care provider;
quality;clinical trial early phase 1;A clinical trial phase that is designed to use an investigational agent that is available only in very limited quantities and which has never previously given to humans or for which there is extremely limited human experience. Phase 0 clinical trials are intended to enable researchers to understand the path of the drug in the body and its efficacy. Adverse event reporting in Phase 0 trials is expedited. [def-source: NCI]
process;emergency room and inpatient visit;A vist ocurrence that includes a visit to the emergency room followed by a subsequent inpatient visit.
zero-dimensional temporal region;visit start datetime;The date and time on which a visit starts. In the case of an inpatient visit this should be the date the patient was admitted to the hospital or institution. In all other cases this should be the date of the patient-provider interaction.
quality;clinical trial phase 3;A clinical trial phase that is designed to investigate the efficacy of the biomedical or behavioral intervention in large groups of human subjects (from several hundred to several thousand), to confirm efficacy, to monitor adverse reactions to the new medication or treatment regimen with respect to long-term use and by comparing the intervention to other standard or experimental interventions as well as to a placebo. [def-source: NCI]
zero-dimensional temporal region;visit end datetime;The date and time on which a visit ends. For inpatient visits the end date is typically the discharge date. If a Person is still an inpatient in the hospital at the time of the data extract and does not have a visit end date, then set the visit end date to the date of the data pull.
material entity;direct serum bilirubin level;
realizable entity;preschool completion education level;An education level that indicates that the highest level of education achievement for a person is preschool.
generically dependent continuant;precision medicine objective;
material entity;body temprature by other measurement;
realizable entity;Pharmacy complete education level;
generically dependent continuant;Whether biopsy;
realizable entity;higher than 7th but less than 12th Grade education level;An education level that indicates a grade of higher than 7th but lower than 12 as the highest level of educational achievement.
realizable entity;kindergarten completion education level;An education level that indicates that the highest level of education achievement for a person is kindergarten completion.
generically dependent continuant;CRF filled up by patient;
material entity;body temprature by forhead;
