class;term;comment
object;sodium benzoate 0.5% vol/vol;
quality;trpA knockout mutant;
object;biological entity;A biological entity is a heterogeneous substance that contains genomic material or is the product of a biological process.
object;CORM 3 100 µM;
quality;yjjQ knockout mutant;
quality;biological quality;A biological quality is a quality held by a biological entity.
quality;yjjP knockout mutant;
quality;bglJ knockout mutant;
object;galactose 4 g/L;
quality;pflB knockout mutant;
object;lactose 0.15%;
quality;ycaO knockout mutant;
object;indole-3-acetic acid 0.5mM;
quality;rcsB knockout mutant;
object;carbon dioxide 5% VOL;
quality;rimO knockout mutant;
object;cefotaxime 0.13µg/ml;
object;mevalonate 0.01 M;
object;glycine betaine 1mM;
quality;ldhA knockout mutant;
object;gentamycin 5µg/mL;
quality;leuO knockout mutant;
object;500 ml flask;
quality;ymgB knockout mutant;
process;agitation;moving back and forth or with an irregular, rapid, or violent action
quality;growth rate of 0.6 h-1;
quality;yncC knockout mutant;
process;agitation at 250 rpm;
material entity;minimal defined medium;a defined microbiological culture medium that provides the minimum requirements (e.g., inorganic salts, but no amino acids) needed for growth of a particular bacterium or cell.
quality;yliH knockout mutant;
material entity;rich medium;Nutrient media contain all the elements that most bacteria need for growth and are non-selective, so they are used for the general cultivation and maintenance of bacteria kept in laboratory culture collections
quality;Hha13D6 variant of Hha;
quality;nsrR knockout mutant;
quality;Hha24E9 variant of Hha;
quality;patZ knockout mutant;
quality;growth rate of 0.7 h-1;
quality;yqhC knockout mutant;
process;agitation for 20 min;
quality;D82G variant of GyrA;
quality;cobB knockout mutant;
process;agitation for 30 min;
quality;2-1 variant of MqsR;
quality;ybjN knockout mutant;
object;kanamycin 30µg/mL;
quality;133 variant of FhlA;
quality;mazE knockout mutant;
quality;K57N variant of H-NS;
quality;bdcA knockout mutant;
object;kanamycin 5µg/mL;
quality;OD536 of 0.1;
quality;OD550;an optical density that specifies the amount of light of 550 nm of wavelenght the bearer is able to transmit
object;potassium cyanide 100 µM;
quality;OD600 of 0.1;
object;cefsulodin 10 µg/mL;
quality;OD600 of 0.15;
object;isobutanol 1% vol/vol;
quality;OD600 of 0.03;
object;azlocillin 10 μg/mL;
quality;OD600 of 0.05;
object;enrofloxacin 128 µg/ml;
quality;OD600 of 0.6;
object;mannose 1%;
quality;OD600 of 0.7;
object;cefsulodin 60 µg/mL;
quality;OD600 of 0.2;
object;enrofloxacin 0.125 µg/ml;
quality;OD600 of 0.35;
object;erythromycin 0.075 g/L;
object;mecillinam 0.03 µg/ml;
quality;tabA knockout mutant;
object;peroxynitrite 300 µM;
material entity;MOPS rich medium;
object;amoxicillin 1 μg/mL;
material entity;ammonia fiber expansion corn stover hydrolysate;a hydrolysate prepared from corn stover pretreated by ammonia fiber expansion
quality;glrR knockout mutant;
object;mevalonate 0.02 M;
material entity;human urine;
object;dimethyl sulfoxide 1 µg/ml;
material entity;lignotoxins medium;an artificial medium made up of inhibitory compounds that are lignin derivatives resulting from pretreatment and enzymatic hydrolysis of lignocellulose (lignotoxins)
