class;term;comment
material entity;profit organization;An organization which has the principle goal of earning financial profit.
material entity;nonprofit organization;An organization that is operated without the principal goal of making a financial profit.
role;assenter role;a role that inheres in a human subject who participates in an assending process.
material entity;human population;A population of human beings.
role;prisoner role;A role inhering in a Homo sapiens that is realized in a process of incarceration.
process;act of authorizing;A planned process of making the decision of the competent authorities in form of a letter, document, or verbal or electronic form, that confirms that somebody has permission to do something or be somewhere, e.g. to realize a given project.
object;pregnant woman;A woman who is pregnant.
role;investigator role;A role borne by an agent that, if realized, is realized in an investigation.
role;minor role;A role inhering in a Homo sapiens that, if realized, is realized within the organizational context of a legal jurisdiction, when the bearer fails to meet the legal threshold for adulthood.
generically dependent continuant;informed consent identification code;A data item consisting of a unique identification code designating an informed consent.
process;subject withdrawal with sample stored for limited time;A planned process that represents a study participant withdrawing from the study and agreeing to have the participant sample stored for a limited time period.
role;regulatory oversight role;A role that inheres in a regulatory body that, if realized, is realized in some act of regulatory supervision.
generically dependent continuant;permission informed consent rule specification;An informed consent rule specification that specifies an optional course of action that is an option for a participant to take.
process;subject withdrawal with sample stored for unlimited time;A planned process that represents a study participant withdrawing from the study and agreeing to have the participant sample stored for unlimited time.
role;vulnerable individual role;A role that inheres in an agent or group of agents that is the output of a process during which the agent or group of agents is designated as belonging to a vulnerable group.
generically dependent continuant;obligation informed consent rule specification;An informed consent rule specification that specifies a course of action legally required to be taken.
process;blood sample collecting;A biological sample collecting in which a blood sample from a subject is collected for testing.
generically dependent continuant;description of reputational risk;A description of risk that describes the magnitude or probability of damage to the reputation of an agent in a social context.
generically dependent continuant;informed consent rule specification;A directive information entity that specifies the deontic roles that are produced, revoked, or modified following a process of informed consent, where those deontic roles inhere in the human subject consenter signing an informed consent form, and the investigator or organization leading a research study or providing health care.
process;tissue sample collecting;A biological sample collecting in which a tissue sample from a subject is collected for testing.
generically dependent continuant;description of financial risk;A description of risk that describes the magnitude of potential financial loss.
material entity;human subject consenter;A human subject who provides informed consent without a legal guardian.
process;biological sample collecting;A planned process in which a biological sample from a subject is collected for testing.
generically dependent continuant;description of legal responsibility;A descriptive information content entity that describes legal responsibility that an entity has due to some risk.
process;consenting in short form;An informed consent process in which the participant is not able to read and write in the language of the informed consent form, but is aided in understanding the informed consent process by a translation into the agent's native language.
generically dependent continuant;description of breach of confidentiality;
generically dependent continuant;contact method directive;A directive information entity that prescribes methods for contacting an agent.
generically dependent continuant;ethics directive;A directive information entity prescribes an ethical requirement.
one-dimensional temporal region;investigation period;A one-dimensional temporal region to which an investigation stands in the occupies temporal region relation.
process;broad consent process;A planned process for an unspecified range of future research subject to a few content or process restrictions.
process;for-profit research investigation;An investigation that is conducted with the purpose of earning a profit.
process;consenting to not to be informed about incidental finding;A planned process for a subject agrees not to be informed about any incidental finding.
generically dependent continuant;protection directive;A trigger condition directive that prescribes conditions for which a individual bears a vulnerability role or disposition of vulnerability, or a population of such individuals.
process;nonprofit research investigation;An investigation that is conducted with a nonprofit purpose.
process;consenting not to have financial benefit;An informed consent for a subject agrees not to have financial benefit in the future.
process;stasis of law;A stasis of regulation that has participant some information content entity and during which that information content entity is recognized as a law within the jurisdiction in which the stasis of regulation is occurring.
process;stasis of regulation;A stasis of generically dependent continuant that has participant some information content entity and during which that information content entity is recognized within that jurisdiction and directs governance within that jurisdiction.
process;human research investigation;An investigation that involves human research.
process;filling questionnaire;A planned process that involves the filling of a questionnaire form that includes a list of questions.
generically dependent continuant;description of consequences of voluntarily withdrawal;A descriptive information content entity that describes the negative impact or harm that may befall an agent who withdraws from an investigation.
process;drug testing investigation;An investigation that targets drug testing.
process;filling informed consent form;A planned process that involves the filling of an informed consent form.
generically dependent continuant;future use directive;A directive information entity that prescribes the processes that involve some entity as a participant.
generically dependent continuant;no answer text entity;A filled multiple choice text entity that records a response indicating 'no' to a multiple choice question.
generically dependent continuant;permission transfer directive;A directive information entity that prescribes the process of transferring a permission role from one bearer to another.
process;cancer research investigation;An investigation that targets cancer research.
generically dependent continuant;yes answer text entity;A filled multiple choice text entity that records a response indicating 'yes' to a multiple choice question.
generically dependent continuant;data sharing directive;A directive information entity that prescribes the information that is permitted to be shared or the processes for sharing that information.
