class;term;comment
process;intralymphatic administration;An administration of a substance into the lymphatic system of an organism.
process;intraepidermal administration;An administration of a substance into the epidermis of an organism.
process;urethral administration;An administration of a substance into the urethra of an organism.
process;lymph node administration;An intralymphatic administration in which the substance is administered into a lymph node.
process;intrauteral administration;An adminstration of a substance into the uterus of an organism.
process;skin scarification administration;An intraepidermal administration in which the skin is scratched before the substance is administered to the skin.
process;intra-arterial administration;An administration of a substance into the artery of an organism.
process;intra-amniotic administration;An administration of a substance into the amnion of an organism.
process;intracranial administration;An administration of a substance into the cranium of an organism.
generically dependent continuant;pathologic primary tumor stage for lung according to AJCC 7th edition;A categorical value specification that is a pathologic finding about one or more characteristics of lung cancer following the rules of the TNM American Joint Committee on Cancer (AJCC) version 7 classification system as they pertain to staging of the primary tumor. TNM pathologic primary tumor findings are based on clinical findings supplemented by histopathologic examination of one or more tissue specimens acquired during surgery.
process;intracerebral administration;An administration of a substance into the cerebrum of an organism.
process;skin of body microbiology assay;An organism detection assay that detects microorganisms in a skin of body specimen.
process;scratching;A process in which the target material entity is scraped by another material entity.
process;bone marrow microbiology assay;An organism detection assay that detects microorganisms in a bone marrow specimen.
generically dependent continuant;skin of body microbiology datum;An organism detection datum that is the specified output of a skin of body microbiology assay.
generically dependent continuant;bone marrow microbiology datum;An organism detection datum that is the specified output of a bone marrow microbiology assay.
process;intracarotid administration;An intra-arterial administration in which the substance is administered into the carotid artery.
process;intraplacental administration;An administration of a substance into the placenta of an organism.
process;intraocular administration;An administration of a substance to the eye of an organism.
process;intrasplenic administration;An administration of a substance into the spleen of an organism.
generically dependent continuant;pathologic primary tumor stage for kidney according to AJCC 7th edition;A categorical value specification that is a pathologic finding about one or more characteristics of renal cancer following the rules of the TNM AJCC v7 classification system as they pertain to staging of the primary tumor. TNM pathologic primary tumor findings are based on clinical findings supplemented by histopathologic examination of one or more tissue specimens acquired during surgery.
process;intrarectal administration;An administration of a substance into the rectum of an organism.
process;cell culture assay;An assay that has cell culture as an input.
generically dependent continuant;pathologic primary tumor stage for ovary according to AJCC 7th edition;A categorical value specification that is a pathologic finding about one or more characteristics of ovarian cancer following the rules of the TNM AJCC v7 classification system as they pertain to staging of the primary tumor. TNM pathologic primary tumor findings are based on clinical findings supplemented by histopathologic examination of one or more tissue specimens acquired during surgery.
process;Annexin V staining;Staining using Annexin V to detect apoptotic cells.
process;serum anti-Epstein-Barr virus antibody level assay;An antigen specific antibodies assay that is meant to detect antibodies that bind to Epstein-Barr virus (EBV) antigens in a serum sample.
generically dependent continuant;nasal aspirate microbiology datum;An organism detection datum that is the specified output of a nasal aspirate microbiology assay.
process;nasal aspirate microbiology assay;An organism detection assay that detects microorganisms in a nasal aspirate specimen.
process;cell viability assay;A cytometry assay which measures the number of living cells in a population.
process;cell proliferation assay using carboxyfluorescein succinimidyl ester staining;A cell proliferation assay that uses carboxyfluorescein succinimidyl ester staining to detect cell division.
process;carboxyfluorescein succinimidyl ester staining;Staining using carboxyfluorescein succinimidyl ester.
process;cell viability assay using Annexin V staining;A cell viability assay that uses Annexin V staining to detect apoptotic cells.
process;single cell B cell receptor repertoire sequencing assay;A B cell receptor repertoire sequencing assay that determines the sequence of DNA or RNA molecules that encode the repertoire of B cell receptors that can be traced to a single cell of origin.
process;single cell T cell receptor repertoire sequencing assay;A T cell receptor repertoire sequencing assay that determines the sequence of DNA or RNA molecules that encode the repertoire of T cell receptors that can be traced to a single cell of origin.
process;serum anti-cytomegalovirus antibody level assay;A CMV antibody assay that has serum as an input.
generically dependent continuant;sequential organ failure assessment score;A clinical data item that quantifies the degree of function of a critically ill patient's organs.
generically dependent continuant;chronic allograft damage index score;A clinical data item that quantifies the degree of tissue damage in biopsies taken from transplanted kidneys.
generically dependent continuant;human leukocyte antigen mismatch count;A genetic characteristics information that is about the number of dissimilarities in the human leukocyte antigen gene complexes of two humans.
generically dependent continuant;physician's global assessment of disease activity;A clinical data item that quantifies a physician's judgement of the overall activity of some specific disease in a patient.
material entity;nasal lavage fluid;A specimen collected through nasal cavity lavage that contains the reagents used to for the lavage process, organisms, cells, cellular secretions, and other biomaterials present in the nasal cavity space.
material entity;liquid chromatography autosampler;Designed to perform capillary LC with injection of sample volumes ranging from nL to L.
process;stance feet apart assessment, with eyes closed;A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with their eyes closed.
material entity;rapid resolution column;A rapid resolution column is a chromatography column as marketed by Agilent, which is used with a rapid resolution cartridge to ensure a fast chromatography process with good separation resolution.
process;stance feet apart assessment;A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet 20 cm apart.
generically dependent continuant;sequential design;Any design in which the decision as to whether to enroll the next patient, pair of patients, or block of patients is determined by whether the cumulative treatment difference for all previous patients is within specified limits. Enrollment is continued if the difference does not exceed the limits. It is terminated if it does
material entity;Bruker B-ACS system;The Bruker Automatic Sample Changer (B-ACS 60/120), used in conjunction with Bruker DISNMR, UXNMR or XWIN-NMR software, provides dialog-guided facilities which allow the user to easily and effectively perform automatic (continuous) experiments. Features include a 60 or 120 sample capacity, random accessing of samples, positive sample identification with the optional bar code reader, and temperature control of individual samples with the optional sample heater unit.
process;stance feet together assessment, with eyes closed;A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet together and eyes closed.
material entity;direct detection NMR probe;An NMR probe designed to allow the direct detection of acquisition nuclei.
process;stance feet together assessment;A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet together.
material entity;cation exchange column;A cation exchange column is a chromatography column that is used in cation exchange chromatography.
process;stance on one foot assessment;A limits of stability assessment designed to assess an individual's ability to maintain a stable stance on one foot.
process;tandem stance assessment;A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet in tandem placement.
process;gait assessment;A limits of stability assessment designed to assess an individual's manner or pattern of walking.
process;tandem walk assessment;A limits of stability assessment designed to assess an individual's ability to maintain balance while walking in a straight line placing steps in tandem.
material entity;NMR console;A component of an NMR instrument that controls the activities of the other components.
material entity;NMR tube washing system;An automatic cleaning system for NMR tubes that removes previous probe and sample residues in order to allow for tube recycling.
material entity;sample inlet;The column inlet (or injector) provides the means to introduce a sample into a continuous flow of carrier gas. The inlet is a piece of hardware attached to the column head.
material entity;capillary column;A capillary column is a thin tube with a small inner diameter, usually around 0.5 mm.
generically dependent continuant;observation design;observation design is a study design in which subjects are monitored in the absence of any active intervention by experimentalists.
material entity;vacuum degasser;A degassing system used for degassing solvents in liquid chromatography. Dissolved gasses, usually nitrogen and oxygen from the air, tend to be evolved in the mobile phase as the pressure is reduced when the mobile phase leaves the liquid chromatography column and enters the detector. Gasses in the mobile phase in the detector can produce completely unacceptable noise and, thus, must be removed. The dissolved gasses were originally removed under vacuum but, unfortunately, are soon replaced if the solvent is left in contact with air at atmospheric pressure. For this reason degassing is now usually carried out by bubbling helium through the mobile phase reservoirs. Secondly, vacuum is used in the thermionic detector. This consists of a device, very similar in design to the thermionic valve which is attached to a vacuum and a small quantity of the eluent from a gas chromatography column allowed to bleed through it. Helium is used as the carrier gas. The presence of solute vapor causes the thermionic current to fall. This type of detector tends to become contaminated rather readily.
process;spontaneous speech assessment;A functional assessment of an individual's ability to articulate spoken words.
process;bulbar assessment;A functional assessment of an individual's lower cranial nerve function via proxy of facial muscle performance.
generically dependent continuant;cannot be assessed determination;A reason for lack of data item that is the negative output of a determination if assay will provide reliable results.
process;lower limb coordination assessment;A limb coordination assessment designed to assess an individual's ability to coordinate lower limb movement.
process;determination if assay will provide reliable results;A planned process that is used to assess whether an assay will provide reliable results based on the conditions or qualities of the inputs, devices, and other participants of the assay.
process;upper limb coordination assessment;A limb coordination assessment designed to assess an individual's ability to coordinate upper limb movement.
generically dependent continuant;GX;A cannot be assessed determination for histologic tumor grade.
process;upright stability assessment;A functional assessment of an individual's ability to maintain upright body posture.
generically dependent continuant;pTX;A cannot be assessed determination for pathologic primary tumor staging.
process;nervous system functionality assessment;A functional assesment of an individual's nerve performance. Specifically the nerves connecting the sensory and motor structures with the central nervous system.
generically dependent continuant;pNX;A cannot be assessed determination of pathologic staging of lymph nodes.
process;observational assessment of individual;A physical examination of an organism through visual assesment.
generically dependent continuant;histologic grade according to AJCC 7th edition;A categorical value specification that is a histologic grade assigned to a tumor slide specimen according to the American Joint Committee on Cancer (AJCC) 7th Edition grading system.
process;deep tendon reflex assessment of the knee joint;A deep tendon reflex assessment of an individual's reaction to stimulus applied to a knee joint.
process;deep tendon reflex assessment of the tendon of biceps brachii;A deep tendon reflex assessment of an individual's reaction to stimulus applied to a tendon of biceps brachii.
process;deep tendon reflex assessment of the ankle joint;A deep tendon reflex assessment of an individual's reaction to stimulus applied to an ankle joint.
process;limb coordination assessment;A functional assessment of an individual's ability to coordinate limb movement.
process;deep tendon reflex assessment of the brachioradialis;A deep tendon reflex assessment of an individual's reaction to stimulus applied to a brachioradialis.
process;microarray assay measuring NS1;A microarray assay that detects NS1.
process;microarray assay measuring Dengue IgM antibody;A microarray assay that detects the IgM antibody that binds Dengue.
process;ELISA measuring Chikungunya IgM antibody;An enzyme-linked immunosorbent assay that detects the IgM antibody that binds Chikungunya.
process;analytical chromatography measuring Chikungunya IgM antibody;Analytical chromatography that detects the IgM antibody that binds Chikungunya.
generically dependent continuant;histologic grade for ovarian tumor;A categorical value specification that is a histologic grade assigned to a ovarian tumor.
process;liquid chromatography;A preparative chromatography in which material components are separated in a liquid solution.
generically dependent continuant;histologic grade for ovarian tumor according to a two-tier grading system;A histologic grade for ovarian tumor that is from a two-tier histological classification of tumors.
process;microarray ELISA measuring Chikungunya IgM antibody;An enzyme-linked immunosorbent assay that uses a microarray as the solid support and detects the IgM antibody that binds Chikungunya.
generically dependent continuant;lower limit of detection;A value specification that specifies the smallest concentration/amount of a substance that can be detected in an analyte assay.
generically dependent continuant;upper limit of detection;A value specification that specifies the largest concentration/amount of a substance that can be quantified in an analyte assay.
process;ELISA measuring Orientia tsutsugamushi IgM antibody;An enzyme-linked immunosorbent assay that detects the IgM antibody that binds Orientia tsutsugamushi.
generically dependent continuant;histologic grade according to the Fuhrman Nuclear Grading System;A categorical value specification that is a histologic grade assigned to a tumor slide specimen according to the Fuhrman Nuclear Grading System.
process;tandem mass spectrometry assay;A mass spectrometry assay that uses two or more analyzers separated by a region in which ions can be induced to fragment by transfer of energy (frequently by collision with other molecules).
generically dependent continuant;histologic grade for ovarian tumor according to the World Health Organization;A histologic grade for ovarian tumor that is from a histological classification by the World Health Organization (WHO).
process;intracolonic administration;An administration of a substance into the colon of an organism.
process;intragastric administration;An administration of a substance into the stomach of an organism.
generically dependent continuant;pathologic primary tumor stage for colon and rectum according to AJCC 7th edition;A categorical value specification that is a pathologic finding about one or more characteristics of colorectal cancer following the rules of the TNM American Joint Committee on Cancer (AJCC) version 7 classification system as they pertain to staging of the primary tumor. TNM pathologic primary tumor findings are based on clinical findings supplemented by histopathologic examination of one or more tissue specimens acquired during surgery.
process;topical administration;An administration of a substance onto the surface of the skin of an organism.
process;vaginal administration;An administration of a substance into the vagina of an organism.
process;conjunctival administration;An administration of a substance to the conjunctiva of an organism.
process;cervical administration;An administration of a substance to the cervix of an organism.
process;intratracheal administration;An administration of a substance into the trachea of an organism.
material entity;odor baited CDC light trap;A CDC light trap that uses odorous gas from a human being as an attractant, by pumping it from the room where the human being sleeps into the trap.
process;proximity ligation-assisted ChIP-seq;A chromosome conformation capture assay in which proximity ligation is conducted in nuclei prior to chromatin shearing and immunoprecipitation. Immunopreciptation with an antibody that targets a transcription factor or histone modification allows for selection and enrichment of specific genomic regions for investigation of long-range chromosomal interactions.
material entity;resting clay pot trap;A resting arthropod trap that consists of a container composed primarily of clay.
material entity;regulatory agency;A regulatory agency is a organization that has responsibility over or for the legislation (acts and regulations) for a given sector of the government.
process;detection of specific nucleic acids with complementary probes assay measuring epitope specific macrophage inflammatory protein-1 gamma production by T cells;A detection of specific nucleic acid polymers with complementary probes that detects macrophage inflammatory protein-1 gamma production by T cells.
process;CBC with manual differential venous blood neutrophil count assay;A cytometry assay that measures the count of neutrophils in venous blood as part of a CBC with manual differential order
process;intracellular cytokine staining assay measuring epitope specific monocyte chemotactic protein-1 production by T cells;A flow cytometry assay that detects monocyte chemotactic protein-1 production by T cells.
process;b transformation;A b transformation is a data transformation obtained by applying the function B described in what follows to a (one dimensional) real number input. B(x)= a*exp(b*x)-c*exp(-d*x)+f, where exp denotes an exponential transformation and a, b, c, d, f are real constants with a, b, c, d positive with the objective of normalization.
process;creatinine clearance urine creatinine assay;An analyte assay that measures the abundance of creatinine in urine as part of a creatinine clearance order
process;ELISPOT assay measuring epitope specific monocyte chemotactic protein-1 production by T cells;An enzyme-linked immunospot assay that detects monocyte chemotactic protein-1 production by T cells.
process;venous blood beta hydroxybutryic acid assay;An analyte assay that measures the abundance of beta hydroxybutryic acid in venous blood
