class;term;comment
generically dependent continuant;non-performance of an assay;An information content entity that is about the status of an assay and indicates that the assay has not been started or completed.
generically dependent continuant;indeterminate serological assay result;A data item that indicates the amount of a serum analyte is approximately at a threshold considered to be present and therefore can not be confidently scored as positive or negative.
generically dependent continuant;negative serological assay result;A data item that indicates the amount of a serum analyte is at a level below a threshold considered to be present.
generically dependent continuant;positive serological assay result;A data item that indicates the amount of a serum analyte is at a level above a threshold considered to be present.
process boundary;cessation of cardiac activity death;A life-death temporal boundary marked by the natural cessation of cardiac activity.
process boundary;cessation of brain activity death;A life-death temporal boundary marked by the irreversible end of all brain activity (including involuntary activity necessary to sustain life).
generically dependent continuant;time donor body refrigerated measurement;A time measurement datum that states the duration during which the specimen donor's body was refrigerated.
generically dependent continuant;specimen donor body refrigerated indicator;A data item indicating whether the body of the specimen donor was refrigerated after death but prior to specimen collection.
generically dependent continuant;comment on resolved specimen collection issue;A comment from tissue procurement made in regards to the resolution of an issue with the tissue.
generically dependent continuant;reason for not collecting frozen specimens;A comment from tissue procurement that is an explanation as to why frozen specimens were not collected.
generically dependent continuant;date of form data verification;A data item that reports the calendar date when the data collected on a form was verified.
generically dependent continuant;blood was hemolyzed or not useable;A reason for not banking pre-operative blood specimen which is the blood was hemolyzed or not useable.
generically dependent continuant;first tissue removed date;A date of specimen collection for the first collection of a tissue from a donor.
generically dependent continuant;minimum number of aliquots not banked;A reason for not banking pre-operative blood specimen which is a minimum number of aliquots was not banked.
generically dependent continuant;first blood draw date;A date of specimen collection for the first collection of blood from a donor.
generically dependent continuant;minimum amount of required pre-op blood not drawn;A reason for not banking pre-operative blood specimen which is a minimum amount of required pre-op blood was not drawn.
generically dependent continuant;SOP adjustment;A protocol that provides deviations or changes to part of an existing standard operating procedure.
generically dependent continuant;blood not received in biobank;A reason for not banking pre-operative blood specimen which is the blood specimen was not received in the biobank.
generically dependent continuant;SOP memorandum;A textual entity that is a short communication to provide advisory or informative matter about a standard operating procedure.
generically dependent continuant;reason for not banking pre-operative blood specimen;A comment from tissue procurement providing a reason that the pre-operative/pre-anesthesia blood samples were not received in a biobank as per SOP.
generically dependent continuant;case report form completion SOP;A standard operating procedure for properly and completely filling out a case report form.
generically dependent continuant;indicator of collected and banked pre-operative blood specimens;An information content entity that is an indicator of whether pre-operative/pre-anesthesia blood samples were collected from the participant and were successfully banked in a biobank.
generically dependent continuant;tissue procurement SOP;A standard operating procedure for collecting specimens from organism.
process;wedge resection of right lung;A surgical procedure to remove a triangle-shaped slice of tissue from the right lung. It may be used to remove a tumor or some other type of tissue that requires removal and typically includes a small amount of normal tissue around it.
generically dependent continuant;specimen transport SOP;A standard operating procedure for the transportation of specimens.
process;wedge resection of left lung;A surgical procedure to remove a triangle-shaped slice of tissue from the left lung. It may be used to remove a tumor or some other type of tissue that requires removal and typically includes a small amount of normal tissue around it.
generically dependent continuant;standard operating procedure;A protocol that is a set of step-by-step instructions compiled by an organization for carrying out routine operations.
process;right pneumonectomy;A surgical procedure performed to remove an entire right lung
process;left pneumonectomy;A surgical procedure performed to remove an entire left lung
role;prosector role;A role which inheres in a person and is realized in the dissection of a body for anatomical instruction or pathological examination.
generically dependent continuant;collection packet identifier;An identifier that refers to a collection packet used in a specimen collection process.
process;right lung mass excision;A surgical procedure to remove a mass (growth or tumor) in the right lung.
generically dependent continuant;resolved specimen collection issue;A data item that is an indicator of whether a specimen collection issue is resolved.
process;surgical cancer treatment;A cancer therapeutic procedure that involves a surgical procedure as a main part.
generically dependent continuant;followup required for specimen collection issue;A data item that is an indicator of whether further followup on a specimen collection issue is required.
generically dependent continuant;specimen gross appearance of metastatic tumor;A specimen gross appearance of a tumor that has spread from its original site by discontinuous (not direct) spread, e.g. by blood or lymphatics.
generically dependent continuant;autolysis value specification;A categorical value specification that is used to record the destruction of an organism cells or tissues by the organisms' own enzymes or processes with nominal categories ranging from none to severe.
generically dependent continuant;specimen gross appearance of tumor center;A specimen gross appearance of the most internal topographic location of the tumor.
material entity;specimen collected with specific collection packet;A specimen from organism that is collected with a collection packet that is designed to collect specimens of a particular type for a particular purpose.
generically dependent continuant;specimen gross appearance of tumor edge;A specimen gross appearance of the border of the tumor with non-tumorous tissue.
material entity;organization conducting specimen collection from organism;An organization at which the process of collecting a specimen from an organism occurred.
generically dependent continuant;research authorization for post mortem specimen donation for a specific tissue or fluid;A research authorization documentation for postmortem specimen donation in which the authorization is for a specified tissue or biological fluid.
process;surgical ligature process;A planned process to stop blood flow for an organ during a surgical procedure using a clamp or ligature.
process;form data verification process;A planned process to assess the correctness of data entered on a form.
generically dependent continuant;time of surgical ligature for specimen collection;A data item that reports the time of day when a clamp or ligature was applied to an organ for specimen collection.
generically dependent continuant;first tissue removed time;A time of surgical removal of specimen for the first removal of tissue from a donor.
generically dependent continuant;first blood draw time;A blood draw time for the first collection of a blood specimen from a donor.
generically dependent continuant;tissue specimen suitability for molecular analysis;A conclusion textual entity that signifies whether a specimen is acceptable for molecular analysis based on the assessment by a pathologist of a tissue specimen based on qualities such as purity and size.
generically dependent continuant;blood draw time;A data item that reports the time of day when a blood specimen was collected.
material entity;tobacco;A Eukaryota that is within the genus Nicotiana of the Solanaceae (nightshade) family.
process;left radical nephrectomy;A surgical procedure to remove the entire left kidney.
generically dependent continuant;adherence of stage and replicate numbers to FFPE tissue processing SOP;An information content entity that indicates whether the number of stages and replicates followed that prescribed in the FFPE tissue processing SOP.
material entity;pipe tobacco;A processed material which is made from tobacco for smoking tobacco using a pipe.
process;left partial nephrectomy;A surgical procedure to remove part of the left kidney.
