class;term;comment
immaterial entity;set;
immaterial entity;ordered set;
immaterial entity;unordered set;An unordered set is a set of elements which have no intrinsic (semantic) order with respect to each other. The set of all living people is not intrinsically ordered. an ordering can only be provided by looking at some partiular feature of the given set elements.
immaterial entity;set of unordered strings;
generically dependent continuant;phone number (North America);
generically dependent continuant;sample collection project name field;A data field which describes the project/initiative/program for which the sample was collected.
generically dependent continuant;sample collected by laboratory name field;A data field which describes the specific laboratory affiliation of the sample collector.
generically dependent continuant;alternative sample ID field;A data field which describes an alternative sample identifier assigned to the sample by another organization.
role;community healthcare worker;A role inhering in a person that is realized when the bearer a professional caregiver that provides health care or supportive care in the individual home where the patient or client is living, as opposed to care provided in group accommodations like clinics or nursing home.
generically dependent continuant;sequenced by contact address field;A data field which describes the mailing address of the agency submitting the sequence.
generically dependent continuant;sequenced by contact email field;A data field which describes the email address of the contact responsible for follow-up regarding the sequence.
generically dependent continuant;concert event datum;A recreational event where the primary emphasis is on a concert performance.
generically dependent continuant;recreational event datum;A mass gathering event where the primary emphasis is on recreation.
generically dependent continuant;sporting event datum;A recreational event where the primary emphasis is a sporting deemonstration or athletic competition.
generically dependent continuant;border testing test day type field;A data field which describes the day a traveller was tested on or after arrival at their point of entry.
generically dependent continuant;travel point of entry type field;A data field which describes the type of entry point a traveler arrives through.
generically dependent continuant;sequenced by field;A data field which describes the name of the agency that generated the sequence.
process;at-home community healthcare exposure process;A process occuring within or in the vicinty of a the individual home where the patient or client is living and health care or supportive care is being being delivered, as opposed to care provided in group accommodations like clinics or nursing home.
generically dependent continuant;food packaging field;A data field which describes the type of packaging used to contain a food product.
generically dependent continuant;animal source of food field;A data field which describes the animal from which the food product was derived.
generically dependent continuant;sample storage medium field;A data field which describes the material or matrix in which a sample is stored.
generically dependent continuant;sample storage method field;A data field which describes the way that a specimen is or was stored.
generically dependent continuant;animal or plant population field;A data field which describes the type of animal or plant population inhabiting an area.
generically dependent continuant;weather type field;A data field which describes the state of the atmosphere at a place and time.
generically dependent continuant;food product properties field;A data field which describes any characteristic of the food product pertaining to its state, processing, a label claim, or implications for consumers.
generically dependent continuant;food product field;A data field which describes material consumed and digested for nutritional value or enjoyment.
generically dependent continuant;air temperature field;A data field which describes the temperature of some air.
generically dependent continuant;water depth field;A data field which describes the depth of some water.
generically dependent continuant;original sample description field;A data field which describes the original sample description provided by the sample collector.
generically dependent continuant;geo loc name (site) field;A data field which describes the name of a specific geographical location (i.e. toponym).
generically dependent continuant;specimen processing field;A data field which describes the processing applied to samples post-collection, prior to further testing, characterization, or isolation procedures.
generically dependent continuant;host origin geo loc name (country) field;A host geographical location field which describes the country of origin of the host.
generically dependent continuant;food product origin geo loc name (country) field;A data field which describes the country of origin of a food product.
generically dependent continuant;sample collector contact name field;A data field which describes the name or job title of the contact responsible for follow-up regarding the sample.
generically dependent continuant;sample plan ID field;A data field which describes the identifier of the study design for a surveillance project.
generically dependent continuant;presampling activity details field;A data field which describes the details of the activities or variables introduced upstream of sample collection that may affect the sample collected.
generically dependent continuant;presampling activity field;A data field which describes the activities or variables introduced upstream of sample collection that may affect the sample collected.
generically dependent continuant;sample plan name field;A data field which describes the name of the study design for a surveillance project.
generically dependent continuant;5-methylcytidine antibody method;Selection of methylated DNA fragments using an antibody raised against 5-methylcytosine or 5-methylcytidine (m5C).
generically dependent continuant;CAGE method;Cap-analysis gene expression.
generically dependent continuant;CF-H method;Cot-filtered highly repetitive genomic DNA
generically dependent continuant;CF-M method;Cot-filtered moderately repetitive genomic DNA
generically dependent continuant;CF-S method;Cot-filtered single/low-copy genomic DNA
generically dependent continuant;CF-T method;Cot-filtered theoretical single-copy genomic DNA
generically dependent continuant;ChIP method;Chromatin immunoprecipitation
generically dependent continuant;DNAse method;Deoxyribonuclease (MNase) digestion
generically dependent continuant;library selection;Whether any method was used to select for or against, enrich, or screen the material being sequenced.
generically dependent continuant;phagetype field;A data field which describes the phagetype of the organism.
generically dependent continuant;serotyping method field;A data field which describes the method used to determine the serovar.
material entity;454 Genome Sequencer Junior;
generically dependent continuant;isolation date field;A date field which describes the date on which the isolate was isolated from a sample.
generically dependent continuant;isolated by contact email field;A data field which describes the email address of the contact responsible for follow-up regarding the isolate.
generically dependent continuant;serovar field;A data field which describes the serovar of the organism.
generically dependent continuant;isolate received date field;A date field which describes the date on which the isolate was received by the laboratory.
generically dependent continuant;isolated by field;A data field which describes the name of the agency, organization or institution with which the individual who performed the isolation procedure is affiliated.
generically dependent continuant;IRIDA project ID field;A data field which describes the identifier of the project in the Integrated Rapid Infectious Disease Analysis (IRIDA) platform.
generically dependent continuant;isolated by contact name field;A data field which describes the name or title of the contact responsible for follow-up regarding the isolate.
generically dependent continuant;isolated by laboratory name field;A data field which describes the specific laboratory affiliation of the individual who performed the isolation procedure.
material entity;SOLiD 5500xl;
material entity;SOLiD PI System;
material entity;SOLiD System 2.0;
material entity;SOLiD System 3.0;
immaterial entity;2D entity;A two dimensional entity is an entity composed of one or more points on a two dimensional surface.
material entity;454 Genome Sequencer FLX Titanium;
material entity;454 Genome Sequencer;
generically dependent continuant;progeny isolate ID field;A data field which describes the identifier assigned to a progenitor isolate derived from an isolate that was directly obtained from a sample.
generically dependent continuant;alternative isolate ID field;A data field which describes an isolate identifier assigned to the isolate by another organization.
generically dependent continuant;IRIDA isolate ID field;A data field which describes the identifier of the isolate in the Integrated Rapid Infectious Disease Analysis (IRIDA) platform.
generically dependent continuant;PacBio platform;
generically dependent continuant;microbiological method field;A data field which describes the laboratory method used to grow, prepare, and/or isolate the microbial isolate.
material entity;SOLiD 4hq System;
generically dependent continuant;strain and isolation information field category;A data field category which refers to strain and isolation information fields.
material entity;SOLiD 5500;
generically dependent continuant;isolate ID field;A data field which describes the identifier of the specific isolate.
generically dependent continuant;strain field;A data field which describes the strain identifier.
generically dependent continuant;host (ecotype) field;A host field which describes the biotype resulting from selection in a particular habitat.
generically dependent continuant;host (food production name) field;A host field which describes the name of the host at a certain stage of food production, which may depend on its age or stage of sexual maturity.
generically dependent continuant;host (breed) field;A host field which describes a specific group of domestic animals or plants having homogeneous appearance, homogeneous behavior, and other characteristics that distinguish it from other animals or plants of the same species and that were arrived at through selective breeding.
material entity;sequencing instrument model;A product name and model number of a manufacturer's genomic (dna) sequencer.
generically dependent continuant;prevalence metrics details field;A data field which describes the details pertaining to the prevalence metrics from a surveillance project.
immaterial entity;circle;A circle is a simple closed shape in Euclidean geometry. It is the set of all points in a plane that are at a given distance from a given point, the centre. equivalently it is the curve traced out by a point that moves so that its distance from a given point is constant.
generically dependent continuant;prevalence metrics field;A data field which describes metrics regarding the prevalence of the pathogen of interest obtained from a surveillance project.
generically dependent continuant;Illumina platform;
generically dependent continuant;Complete Genomics platform;
generically dependent continuant;earth area boundary census;
generically dependent continuant;Roche LS454 platform;
generically dependent continuant;priority surveillance project strategy;A targeted surveillance strategy which is considered important and/or urgent.
generically dependent continuant;targeted surveillance strategy;A surveillance sampling strategy in which an aspired outcome is explicity stated.
generically dependent continuant;longitudinal surveillance strategy;A priority surveillance strategy in which subsets of a defined population can be identified who are, have been, or in the future may be exposed or not exposed - or exposed in different degrees - to a disease of interest and are selected to under go repeat sampling over a defined period of time.
