class;term;comment
process;International travel surveillance;A travel-associated surveillance strategy in which population units are selected if they have a travel history outside of the reporting country in a specified number of days before onset of symptoms.
process;Intra-state/ intra-provincial travel surveillance;A domestic travel-associated surveillance strategy in which population units are selected if they have a travel history in a state or province within a specified number of days before onset of symptoms.
process;Surveillance of international border crossing by air travel;An international travel-associated surveillance strategy in which population units are selected if they have a travel history of crossing an international border via air travel.
process;Surveillance of international border crossing by air travel or ground transport;An international travel-associated surveillance strategy in which population units are selected if they have a travel history of crossing an international border via air travel or ground transport.
generically dependent continuant;swab specimen;
generically dependent continuant;outbreak investigation;A surveillance context in which activities are specifically triggered by the detection of an outbreak
material entity;specimen by origin;s specimen categorization which described the type of entity from which the specimen was collected
process;FBO investigation;a surveillance activity with the specific surveillance context of investigating a foodborne outbreak
generically dependent continuant;food-borne outbreak investigation;a type of outbreak investigation that focus specifically on foodborne agents/vehicles
material entity;food specimen;
material entity;animal specimen;
process;Cluster/Outbreak investigation;A sampling strategy in which population units are chosen for investigation into a disease cluster or outbreak.
process;Cluster/Outbreak investigation;a specific type of surveillance activity which has as surveillance context an outbreak investigation
role;livestock farming system;a role given to a specific herd of domesticated animals, specifying that they are raised in an agricultural setting with a specific purpose.
generically dependent continuant;surveillance protocol;A collection of all directive information associated with a surveillance activity, such as the surveillance objectives, the action specifications and legislative specification. Everything about a surveillance activity that is related to its planning and methodology.
process;Surveillance of international border crossing by ground transport;An international travel-associated surveillance strategy in which population units are selected if they have a travel history of crossing an international border via ground transport.
material entity;environmental specimen;
role;egg production;
generically dependent continuant;outbreak investigation datum;A directive information that described specific detailsgathered during an outbreak investigation.
process;Multi-jurisdictional outbreak investigation;An outbreak investigation sampling strategy in which population units are chosen for investigation into a disease outbreak that has connections to two or more jurisdictions.
role;product oriented farming type;Classification of livstock farming systems based on the type of commodity produced. Sub-classes are not mutually exclusive.
process;Surveillance from international worker testing;A travel-associated surveillance strategy in which population units are selected if they have a travel history outside of the reporting country in a specified number of days before onset of symptoms.
role;milk production;
role;meat production;
process;Intra-jurisdictional outbreak investigation;An outbreak investigation sampling strategy in which population units are chosen for investigation into a disease outbreak that only has connections within a single jurisdiction.
role;reproducer;
generically dependent continuant;Food vehicle of outbreak;
generically dependent continuant;legislative specification;A directive information that details the legislative body that supports a specific surveillance activity, or the specific obligations prescried in these legislation.
generically dependent continuant;Outbreak contributory factors;
generically dependent continuant;Nature of evidence in an outbreak;
generically dependent continuant;Extent of outbreak;
generically dependent continuant;surveillance purpose;A directive information that describes why surveillance is necessary and what it will accomplish.
generically dependent continuant;notifiable upon diagnosis;A directive information used to identify diseases which, by law, must be reported to public health authorities upon diagnosis.
generically dependent continuant;surveillance objective;A directive information that described those goal(s) that when met will result in the collection and analysis of data in order to achieve the purpose of the system
generically dependent continuant;reporting obligations;A directive information that described the manadatory actions that follow on specific agents upon suspicion or confirmation of specific hazards under surveillance.
quality;status of hazard presence in a geographical region;a quality that specifies the known status of a hazard occurrence in a given geograhial region.
generically dependent continuant;notifiable upon suspicion;A directive information used to identify diseases which, by law, must be reported to public health authorities upon suspicion
generically dependent continuant;demonstration of disease freedom;A surveillance objective to gather evidence that can demonstrate, with a given confidence level, that a specific hazard is not present in a given population.
generically dependent continuant;case detection;A surveillance objective to search for any animals affected, clinically or not, by the hazard under surveillance.
quality;historically absent;
generically dependent continuant;surveillance context;A directive information that describes the context for data collection in support to a specificsurveillance objective.
generically dependent continuant;sampling strategy;A directive information that describes how population units will be chosen for sample/data collection in a surveillance activity.
generically dependent continuant;surveillance executor type;A directive information used to describe the type of agent who carries out the data collection in a surveillance activity
generically dependent continuant;sampling unit;A sampling unit is one of the units into which an aggregate is divided for the purpose of sampling, each unit being regarded as individual and indivisible when the selection is made.
process;Surveillance Activity;a planned process which systematically, continuously or repeatedly measures, collected, collates, analyses, interprets and disseminates health and welfare related data from defined populations.
generically dependent continuant;specimen from organism type;A specimen datum used, in conjunction with information about the target sampled anatomical location, in order to specify how the anatomical entity was sampled
generically dependent continuant;fluid specimen;
process;Re-infection surveillance;A priority surveillance strategy in which a population that previously tested positive for a disease of interest, and since confirmed to have recovered via a negative test, are monitored for positive test indication of re-infection with the disease of interest within a defined period of time.
generically dependent continuant;whole organism specimen;
process;Longitudinal surveillance;A priority surveillance strategy in which subsets of a defined population can be identified who are, have been, or in the future may be exposed or not exposed - or exposed in different degrees - to a disease of interest and are selected to under go repeat sampling over a defined period of time.
generically dependent continuant;excreta specimen;
process;Travel-associated surveillance;A priority surveillance strategy in which population units are selected if they have a travel history outside of the reporting region within a specified number of days before onset of symptoms.
generically dependent continuant;organ/tissue specimen;
process;Vaccine escape surveillance;A priority surveillance strategy in which population units are monitored for investigation into vaccine escape, i.e., identifying variants that contain mutations that counteracted the immunity provided by vaccine(s) of interest.
process;Interstate/ interprovincial travel surveillance;A domestic travel-associated surveillance strategy in which population units are selected if they have a travel history between states or provinces within a specified number of days before onset of symptoms.
process;Domestic travel surveillance;A travel-associated surveillance strategy in which population units are selected if they have an intranational travel history within a specified number of days before onset of symptoms.
generically dependent continuant;Continuous data collection;A surveillance context in which sampling in done continuously, triggered by the existing of cases of interest, for instance reporting of confirmed cases or collection of samples from every slaughter batch.
generically dependent continuant;Participatory surveillance;A surveillance context which explores traditional information networks by using participatory rural appraisal methods.
generically dependent continuant;Sentinel surveillance;A surveillance context in which data are repeated collected from the same selected sites or groups of animals to identify changes in the health status of a specified population over time.
generically dependent continuant;Syndromic surveillance;A surveillance context in which health-related information (clinical signs or other data) that might precede or substitute for formal diagnosis are used as indicators of spatio-temporal trends in hazard occurrence.
generically dependent continuant;Indicator−based surveillance;A surveillance context in which data are generated through the identification of cases based on agreed-upon definitions.
site;NUTS region;
site;supra-national geopolitical entity;
quality;language;
material entity;whole organism;
generically dependent continuant;matrix type;A directive information that qualifies/classifies specimens.
material entity;fluid specimen;
material entity;matrix from organism;a specimen collected from an organism.
material entity;swab specimen;
material entity;organ/tissue specimen;
material entity;excreta specimen;
generically dependent continuant;early detection;A surveillance objective to detect any hazard cases as soon as possible.
quality;sporadic travel-related cases;Single cases without a specific temporal pattern, but also without geographical pattern or other associations and where import to location is related to travel.
quality;absent (eradicated);
generically dependent continuant;verify health intervention success purpose;
quality;unknown status;
