class;term;comment
process;inflammation process in a retinal artery;
material entity;blood in the pericardial cavity;
process;inflammation process in a vein;
process;heart conduction pathological process;
process;anomalous atrioventricular excitation (process);
process;heart valve leaflet displacement into a cardiac chamber;A pathological process of a heart valve being displaced into a cardiac chamber.
process;inflammation process in an iliac vein;
material entity;fluid in the pericardial cavity;
disposition;ventricular preexcitation (disease);
material entity;cardiac ion channels disorder;
disposition;pulmonary valve prolapse;
process;fibrofatty replacement in a right ventricular myocardium;
material entity;impaired anterior division of left branch of atrioventricular bundle;
disposition;common atrial flutter (disease);
disposition;atrial fibrillation (disease);
process;atrial fibrillation (process);
disposition;atrial flutter (disease);
process;atrial diastole;
process;left ventricular diastole;
process;right ventricular diastole;
process;pathological inflammation process;
process;left ventricular systole;
disposition;cardiac arrhythmia (disease);
process;atrial systole;
process;inflammation process in a blood vessel;
process;right atrial diastole;
process;inflammation process in a femoral vein;
process;inflammation process in a myocardium;
process;right ventricular systole;
process;inflammation process in an endocardium;
process;left atrial systole;
process;inflammation process in a pericardium;
process;right atrial systole;
process;inflammation process in aorta;
process;left atrial diastole;
disposition;left posterior fascicular block (disease);
disposition;infra-hisian block (disease);
disposition;left bundle branch block (disease);
process;angina pectoris;
process;stable angina pectoris;
process;unstable angina pectoris;
process;heart pathological process involving a mitral valve;A heart pathological process that has a mitral valve as a participant.
material entity;impaired posterior division of left branch of atrioventricular bundle;
process;ventricular systole;
process;ventricular diastole;
process;heart pathological process involving an aortic valve;
process;heart pathological process involving a tricuspid valve;A heart pathological process that has a tricuspid valve as a participant.
process;heart pathological process involving a pulmonary valve;A heart pathological process that has a pulmonary valve as a participant.
process;heart valve leaflet displacement into a cardiac chamber during ventricular diastole;
quality;blood pressure;
process;highly pressured arterial blood flow;
process;impaired cardiac output;
disposition;heart block (disease);
quality;pressure;
material entity;aortic valve disorder;
material entity;tricuspid valve disorder;
material entity;pulmonary valve disorder;
material entity;impaired sinoatrial node;
process;disturbed anterograd blood flow through aortic valve during left ventricular systole;
disposition;heart valve stenosis;
process;tricuspid valve narrowed opening during right ventricular diastole;
disposition;coronary heart disease with stable angina;A coronary heart disease leading to stable angina.
disposition;atherosclerotic acute coronary syndrome;
process;heart valve improper opening;A pathological process of a heart valve improper opening.
process;aortic valve improper opening during left ventricular systole;
process;mitral valve narrowed opening during left ventricular diastole;
process;pulmonary valve narrowed opening during right ventricular systole;
disposition;Mobitz I second degree sinoatrial block (disease);
process;disturbed anterograd blood flow through a heart valve;
disposition;Mobitz II second degree sinoatrial block (disease);
process;disturbed anterograd blood flow through tricuspid valve during right ventricular diastole;
disposition;first degree sinoatrial block (disease);
disposition;third degree sinoatrial block (disease);
process;disturbed anterograd blood flow through pulmonary valve during right ventricular systole;
process;disturbed anterograd blood flow through mitral valve during left ventricular diastole;
disposition;sinoatrial block (disease);
process;retrograd blood flow through a heart valve;
process;torsades de pointes (process);
process;right ventricle pathological process;
material entity;vein disorder;
process;ventricular flutter (process);
disposition;inflammatory dilated cardiomyopathy;
process;inappropriate sinus tachycardia (process);
disposition;hypertensive cardiomyopathy;
process;vascular pathological process;
process;ventricular preexcitation (process);
disposition;congenital heart disease;
process;ventricular myocardium dilatation;
process;heart valve improper close;
process;ventricular myocardium hypertrophy;
process;left ventricular myocardium hypertrophy;
process;ventricular tachycardia (process);
process;right ventricular myocardium hypertrophy;
process;monomorphic ventricular tachycardia (process);
process;left ventricle pathological process;
process;thrombosis;
process;coronary artery hardening;
process;left ventricular myocardium contraction dysfunctional process;
process;atrioventricular nodal reentrant tachycardia (process);
process;myocardium contraction dysfunctional process;
process;Mobitz I second degree sinoatrial block (process);
process;sinus bradycardia (process);
process;Mobitz II second degree sinoatrial block (process);
process;tachycardia (process);
process;first degree sinoatrial block (process);
disposition;valvular cardiomyopathy;
process;third degree sinoatrial block (process);
process;left atrial flutter (process);
process;left bundle branch block (process);
process;premature junctional contraction (process);
material entity;cardiovascular system disorder;
process;left posterior fascicular block (process);
process;premature ventricular contraction (process);
process;cardiovascular system pathological process;
process;right bundle branch block (process);
process;sinoatrial arrest (process);
disposition;disease of material anatomical entity;
material entity;coronary artery disorder;
process;right atrial flutter (process);
disposition;cardiomyopathy (2008 definition);
process;common atrial flutter (process);
disposition;heart valve insufficiency;
process;material anatomical entity pathological process;
process;atrioventricular block (process);
material entity;right ventricle disorder;
process;infra-hisian block (process);
material entity;heart ventricle disorder;
process;sinoatrial block (process);
disposition;atherosclerotic ischemic cardiomyopathy;
process;heart ischemia;
process;Mobitz I second degree atrioventricular block (process);
disposition;paroxysmal atrial fibrillation;
process;vein pathological process;
process;endocardium pathological process;
process;endocardium thickening;
process;cardiac arrhythmia (process);
disposition;endocardium disease;
process;heart block (process);
material entity;left ventricle disorder;
process;Mobitz II second degree atrioventricular block (process);
disposition;persistent atrial fibrillation;
disposition;ischemic cardiomyopathy;
process;first degree atrioventricular block (process);
material entity;material anatomical entity disorder;
process;third degree atrioventricular block (process);
process;premature contraction (process);
process;left anterior fascicular block (process);
disposition;junctional tachycardia (disease);
material entity;degenerated structure in a mitral valve leaflet;
disposition;genetic dilated cardiomyopathy;
material entity;degenerated structure in a tricuspid valve leaflet;
disposition;genetic cardiomyopathy;
material entity;degenerated structure in a pulmonary valve leaflet;
material entity;embolus;
disposition;atrioventricular nodal reentrant tachycardia (disease);
disposition;inflammatory disease;
disposition;ventricular tachyarrhythmia (disease);
material entity;degenerated structure in a heart valve leaflet;A disorder of degenerated structure in a heart valve leaflet.
process;inflammation process in a heart valve;
material entity;degenerated structure in an aortic valve leaflet;
process;heart bodily process;
process;premature atrial contraction (process);
disposition;Barlow's syndrome;
process;myocardium pathological process;
process;atrial flutter (process);
process;fluid accumulation in the pericardial cavity;
process;aorta pathological process;
process;ventricular fibrillation (process);
material entity;aorta disorder;
process;junctional tachycardia (process);
material entity;heart disorder;
material entity;mitral valve disorder;
material entity;vascular disorder;
disposition;bradycardia (disease);
disposition;viral endocarditis;
disposition;premature junctional contraction (disease);
disposition;fungal endocarditis;
disposition;Tako Tsubo cardiomyopathy;
disposition;premature ventricular contraction (disease);
disposition;left ventricular noncompaction;
process;cardiac chamber pathological process;
disposition;genetic hypertrophic cardiomyopathy;
disposition;premature contraction (disease);
disposition;bacterial endocarditis;
process;atrioventricular reciprocating tachycardia (process);
process;ventricular tachyarrhythmia (process);
material entity;myocardium disorder;
disposition;ventricular flutter (disease);
disposition;torsades de pointes (disease);
disposition;monomorphic ventricular tachycardia (disease);
disposition;ventricular fibrillation (disease);
disposition;atrioventricular reciprocating tachycardia (disease);
disposition;ventricular tachycardia (disease);
process;aneurysm rupture;
disposition;tachycardia (disease);
process;coronary artery pathological process;
disposition;sinoatrial arrest (disease);
disposition;permanent atrial fibrillation;
process;cardiac atrium fibrosis;
disposition;ischemic disease;
disposition;long QT syndrome;
process;supraventricular tachycardia (process);
disposition;genetic cardiac channelopathy;
disposition;sinus bradycardia (disease);
disposition;genetic heart disease;
disposition;compression disease;
process;left bundle branch block (process);
disposition;congenital disease;
process;right ventricular myocardium dilatation;
process;pulmonary valve pathological process;
disposition;tachycardia-bradycardia syndrome;A sick sinus syndrome characterized by sinus pauses and/or bradycardia episodes alternating with sinus or atrial tachycardia episodes.
disposition;myocardium disease;
disposition;inappropriate sinus tachycardia (disease);
disposition;cardiac channelopathy;
process;atheromous plaque formation in artery;
material entity;impaired sinus node;
process;aortic valve pathological process;
process;embolism;
process;mitral valve pathological process;
material entity;aneurysm (disorder);
process;tricuspid valve pathological process;
process;deep vein thrombosis;
material entity;accessory bundle;
process;ventricular myocardium contraction dysfunctional process;
material entity;atrioventricular accessory bundle;
process;right ventricular myocardium contraction dysfunctional process;
process;myocardium of left ventricle stiffening;
process;artery hardening;
process;heart valve pathological process;
disposition;heart ventricle disease;
disposition;left ventricle disease;
disposition;right ventricle disease;
disposition;left atrial flutter (disease);
disposition;right atrial flutter (disease);
material entity;impaired right branch of atrioventricular bundle;
process;aortic valve improper close during left ventricular diastole;
disposition;atherosclerotic coronary heart disease;
material entity;bundle of Kent;
process;retrograd blood flow through tricuspid valve during right ventricular systole;
process;left ventricular myocardium dilatation;
process;retrograd blood flow through aortic valve during left ventricular diastole;
disposition;supraventricular tachycardia (disease);
process;pulmonary valve improper close during right ventricular diastole;
process;tricuspid valve improper close during right ventricular systole;
material entity;impaired atrioventricular node;
process;retrograd blood flow through pulmonary valve during right ventricular diastole;
process;coronary artery smooth muscle constriction;
disposition;first degree atrioventricular block (disease);
disposition;Mobitz I second degree atrioventricular block (disease);
process;mitral valve improper close during left ventricular systole;
disposition;third degree atrioventricular block (disease);
process;atheromous plaque formation in coronary artery;
material entity;heart conduction disorder;
process;retrograd blood flow through mitral valve during left ventricular systole;
process;pericardium pathological process;
disposition;acute pericarditis;
process;tricuspid valve leaflet displacement into the right atrium during right ventricular systole;
disposition;chronic pericarditis;
process;aortic valve leaflet displacement into the left ventricle during left ventricular diastole;
disposition;diabetic microangiopathy;
disposition;atrioventricular block (disease);
