class;term;comment
generically dependent continuant;time step identifying numeral;A numeral that indexes a specific time step of a simulation.
generically dependent continuant;simulation time series;A time sampled measurement data set, where the position in the sequence of each data item corresponds to a specific time step of the simulation.
generically dependent continuant;scenario date;An identifier that denotes a real date corresponding to simulator time zero.
generically dependent continuant;simulation of control measure participant;A simulation of an organism in a simulated population that has participated in an epidemic control measure.
generically dependent continuant;infectious disease scenario;A dataset that represents at least one pathogen population (of a particular biological taxon) in one host population (of a particular biological taxon) in an ecosystem in a particular location at a particular point in time.
object aggregate;primary school student population;
generically dependent continuant;simulator time specification;An information content entity that specifies the length in time of a single simulator step (e.g., 1 day) and the requested run length of the simulation (number of steps).
generically dependent continuant;simulation of vaccination control measure;A simulation of a vaccination control measure.
disposition;contagiousness;
generically dependent continuant;simulation time step action specification;An action specification that specifies the length of the time steps interval assumed in a simulation.
generically dependent continuant;control strategy inventory census;A census that is the outcome of assessing control-strategy-related facilities and supply chains.
generically dependent continuant;population and environment census;A census that represents the biotic and abiotic elements of an ecosystem at simulator time zero.
generically dependent continuant;simulation of time step;A purely intentional entity that simulates a temporal interval of pre-specified length.
generically dependent continuant;population treatment census;A census about a particular medical treatment of a population.
generically dependent continuant;simulation identifier numeral;A numeral that indexes a specific simulation.
process;contamination;The process of existence without reproduction of a pathogen of a particular biological taxon in or on some material entity or the process of reproduction of a pathogen in or on a material entity that is not an organism.
generically dependent continuant;simulation of antiviral control measure;The simulation of an antiviral control measure.
generically dependent continuant;infectious disease control objective specification;An objective specification that is realized by processes that are able or likely to stop the spread of a disease in a population.
generically dependent continuant;simulation of asymptomatic organism;A simulation of an asymptomatic infectious agent host.
object aggregate;target population;An organism population that is the target for a disease control strategy.
generically dependent continuant;simulation of symptomatic organism;A simulation of a symptomatic infectious agent host.
generically dependent continuant;simulation of susceptible organism;A simulation of a susceptible organism in a simulated population.
generically dependent continuant;vaccination efficacy inferred;A data item inferring a vaccination efficacy based on epidemiological data.
generically dependent continuant;beta distribution;
generically dependent continuant;agent level population and environment census;
generically dependent continuant;simulation;A purely intentional entity that simulates an entity and its properties.
generically dependent continuant;transmission coefficient;An information content entity that represents the rate that an infection moves from infected individuals to susceptible individuals in a population.
material entity;contagious organism;A host who is able to transmit some infection to another organism.
generically dependent continuant;antiviral efficacy delay;The value of the time interval between an organism's taking antivirals against a specific infectious agent and the organism’s losing its infectious agent host role.
disposition;antiviral treatment efficacy;The infectious disease treatment efficacy of an antiviral drug.
generically dependent continuant;primary school student population census;
generically dependent continuant;vaccination administration capacity;An action specification giving the number of vaccinations possible in a population during a specific time interval.
generically dependent continuant;nursery school student population census;
generically dependent continuant;maximum travel distance in km information;
generically dependent continuant;simulation of disease;A representation of a disposition realized in a represented disease course that at least part of the simulated population is represented as participating in.
object aggregate;recovered population;
generically dependent continuant;household transmission multiplier;An epidemic simulator action specification that specifies the factor by which to multiply the transmission coefficient for contacts that occur in a household.
generically dependent continuant;simulation of recovered organism;A simulated organism in a simulated population that is not susceptible.
generically dependent continuant;MIDAS scenario representation;An information content entity that is about a MIDAS scenario and contains population disease census data.
generically dependent continuant;school transmission multiplier;An epidemic simulator action specification that specifies the factor by which to multiply the transmission coefficient for contacts that occur in a school.
generically dependent continuant;simulation of infectious organism;A simulation of an infectious organism host that is contagious.
generically dependent continuant;target populations and prioritizations information;
generically dependent continuant;number of doses in a treatment course;The count of the number of doses that are part of a treatment course.
generically dependent continuant;vaccine supply schedule;An action specification giving the number of doses of vaccine to be made available over a specific time period.
process;contamination acquisition;A biological process whereby an entity that is not in contact with a pathogen of a particular biological taxon begins to undergo contamination with that pathogen.
generically dependent continuant;community transmission multiplier;
independent continuant;contaminated thing;An independent continuant that is the localization of a pathogen, but is not undergoing an infection.
generically dependent continuant;place closure period;The duration from the closure of a place until the time when it is reopened.
object aggregate;nursery school student population;
generically dependent continuant;agent-level ecosystem census;A census that is the specified output of a agent-level ecosystem data generation that had census data as an input.
generically dependent continuant;close individual places independently strategy;A place-closure control strategy that decides on a case-by-case basis whether to close places of a certain type, as opposed to blanket policy that closes all places of a certain type at the same time.
generically dependent continuant;reproduction number;The average value of transmissions of the infectious agent from one infected organism to another, resulting in an infection.
process;agent-level ecosystem data generation;A planned process that has one or more synthetic ecosystem datasets as output.
generically dependent continuant;workplace transmission multiplier;An epidemic simulator action specification that specifies the factor by which to multiply the transmission coefficient for contacts that occur in a workplace.
generically dependent continuant;duration of treatment course;A duration that measures the temporal interval occupied by a treatment course.
generically dependent continuant;simulation of organism awaiting effect of control measure;A simulated organism that participates in a particular control measure that has not yet been effective.
generically dependent continuant;simulation of organism not awaiting control measure;A simulated organism that is assumed “ineligible, unwilling or unable” to participate with a particular control measure.
generically dependent continuant;simulator configuration;An information content entity that contains everything a simulator needs to run, including the representation of a scenario.
generically dependent continuant;simulation of organism awaiting control measure;A simulated organism that is assumed “eligible, willing and able” to participate with a particular control measure.
generically dependent continuant;disease transmission model;An algorithm that models the progress of a transmissible disease in a population.
generically dependent continuant;reactive control strategy threshold unit of measure;A unit of measure for a threshold in a reactive infectious disease control strategy.
