class;term;comment
generically dependent continuant;prospective study design;Look forward using periodic observations collected predominantly following subject enrollment
quality;clinical trial phase;The quality of a clinical trial that studies a drug or biological product. The phase is based on the study's objective, the number of participants, and other characteristics. According to USA FDA, there are five phases: Early Phase 1 (formerly listed as Phase 0), Phase 1, Phase 2, Phase 3, and Phase 4.
quality;clinical trial phase 1/2;Clinical trial phase that is a combination of phases 1 and 2.
generically dependent continuant;clinical trial primary purpose specification;The main objective of the intervention(s) being evaluated by the clinical trial.
generically dependent continuant;International standard randomised controlled trial register identifier;A centrally registered identifier that is assigned for a specific clinical trial registered in the international standard randomised controlled trial register (ISRCT). The format for the registry number is “ISRCTN” followed by a 8-digit number, e.g., ISRCTN14966673.
generically dependent continuant;retrospective study design;Look back using observations collected predominantly prior to subject selection and enrollment
quality;clinical trial phase 3;A clinical trial phase that is designed to investigate the efficacy of the biomedical or behavioral intervention in large groups of human subjects (from several hundred to several thousand), to confirm efficacy, to monitor adverse reactions to the new medication or treatment regimen with respect to long-term use and by comparing the intervention to other standard or experimental interventions as well as to a placebo. [def-source: NCI]
quality;clinical trial phase 2;A clinical trial phase that is designed to study a biomedical or behavioral intervention in a larger group of people (several hundred), to evaluate the drug's effectiveness for a particular indication in patients with the disease or condition under study, and to determine the common short-term side effects and risks associated with the intervention. [def-source: NCI]
material entity;Chinese clinical trial registry;The Chinese clinical trial registry is a primary clinical trial registry recognised by WHO and ICMJE that enables the registration of clinical trials.
quality;clinical trial phase 1;A clinical trial phase that represents the first-in-man trial, which tests within a small group of people (typically 20-80) to evaluate safety, determine safe dosage ranges, and begin to identify side effects. A drug's side effects could be subtle or long term, or may only happen with a few people, so phase 1 trials are not expected to identify all side effects.
generically dependent continuant;Thai clinical trials registry identifier;A centrally registered identifier that is assigned for a specific clinical trial registered in the Thai clinical trials registry (TCTR). The format for the registry number is “TCTR” followed by a 11-digit number, e.g., TCTR20200405001
quality;clinical trial early phase 1;A clinical trial phase that is designed to use an investigational agent that is available only in very limited quantities and which has never previously given to humans or for which there is extremely limited human experience. Phase 0 clinical trials are intended to enable researchers to understand the path of the drug in the body and its efficacy. Adverse event reporting in Phase 0 trials is expedited. [def-source: NCI]
generically dependent continuant;Japan clinical trial identifier;
generically dependent continuant;European clinical trial registry identifier;
process;Early Phase 1 clinical trial;A clinical trial that is at Early Phase 1 or Phase 0
