class;term;comment
process;HMG-CoA reductase inhibitor therapy;Therapy that inhibits HMG-CoA reductase inhibitor.
process;bile acid sequestrant therapy;Therapy using a highly charged polymeric agent to bind bile acids in the gastrointestinal tract and prevent their reabsorption from the gut. The bound bile acids are excreted with the feces and plasma cholesterol is converted to bile acid to reestablish normal bile acid levels, resulting in a lowering of plasma cholesterol concentrations.
process;fibrate antilipidemic agent therapy;A therapy derived from fibric acid that lowers serum LDL cholesterol levels by activating peroxisome proliferator activated receptor alpha (PPARa).
process;audiologist evaluation;A first assessment by a trained non-medical health professional who specializes in the identification, testing, habilitation and rehabilitation of hearing loss and other auditory and balance disorders. Particularly, an audiologist may be involved in diagnostic and screening procedures to determine hearing deficits, as well as in assessment of amplification devices and instruction in their care, training in speechreading, and may serve as consultant to government and industry on issues concerning environmental, noise-induced hearing loss.
process;speech-language pathologist evaluation;An initial assessment by a professional who works to prevent, assess, diagnose, and treat speech, language, social communication, congnitive-communication, and swallowing disorders.
process;occupational therapist evaluation;An initial evaluation or assessment by a health professional trained to help people who are ill or disabled learn to manage their daily activities.
process;allied health professional evaluation;A procedure where a allied health care provider who was not previously involved in a patient's treatment, reviews a patient's medical history, examines the patient, and makes recommendations as to care and treatment. This is care provided by health care practitioners who are distinct providers from dentistry, nursing, medicine, and pharmacy health care professionals.
process;transplant conditioning;Administration of high doses of chemotherapy or radiation therapy, as well as immunosuppressive therapy, to a transplant recipient prior to a bone marrow or hematopoietic stem cell transplant. Conditioning destroys the patient's abnormal blood cells or cancer, as well as slows the patient's immune response against the donor bone marrow (graft rejection).
process;T cell-depleted hematopoietic stem cell transplantation;The removal of T-cells from the donor's hematopoietic stem cell specimen prior to its transfusion into the recipient.
process;fecal microbiota transplantation;The transplantation of fecal bacteria, via enema, colonoscopy, or other method, from a healthy individual to a recipient.
process;hematopoietic stem cell transplantation;Transfer of multipotent hematopoietic stem cells, usually derived from bone marrow, peripheral blood, or umbilical cord blood into the body.
process;chromosomal breakage analysis;A test to detect chromosomal breakage or aberrations (breaks, gaps, rearrangements, radials, exchanges, endoreduplications) in peripheral blood cells after culture with a T-cell mitogen and a DNA clastogenic (cross-linking) agent, such as diepoxybutane (DEB) or mitomycin C (MMC).
process;cytogenetic analysis;Techniques for analysis of chromosomal and subchromosomal properties and structures, such as those to diagnose, classify, screen for, or manage genetic diseases and abnormalities.
process;menopausal hormone therapy;Treatment with estrogens or estrogen/progesterone after menopause or ovariectomy to prevent pathological effects of decreased estrogen production.
process;sulfonylurea agent therapy;Treatment with sulfonamide urea derivatives with antihyperglycemic activity.
process;thiazide diuretic agent therapy;Treatment with a benzothiadiazide derivative or other thiazide-like agent with diuretic and anti-hypertensive activity.
process;potassium-sparing diuretic agent therapy;Treatment with a diuretic agent that produces diuresis without increasing potassium excretion.
process;nicotinic acid agent therapy;Treatment with an agent that works through, or mimics, the action of niacin.
process;general surgeon evaluation;Evaluation by an expert in the diagnosis and care of patients with diseases and disorders affecting the abdomen, digestive tract, endocrine system, breast, skin and blood vessels. A general surgeon is also trained in the treatment of patients who are injured or critically ill, and in the care of pediatric and cancer patients. General surgeons are skilled in the use of minimally invasive techniques and endoscopies.
process;radiologist evaluation;Evaluation by a specialist who uses imaging methodologies to diagnose and manage patients and provide therapeutic options.
process;child neurologist evaluation;Evaluation with a specialist who diagnose and treat all types of disease or impaired function of the brain, spinal cord, peripheral nerves, muscles and autonomic nervous system, as well as the blood vessels that relate to these structures in infants, children, and adolescents. They also have special competence in genetic and metabolic problems, malformation, retardation and other neurodevelopmental problems of childhood.
process;neurologist evaluation;An evaluation a specialist who treats all types of disease or impaired function of the brain, spinal cord, peripheral nerves, muscles and autonomic nervous system, as well as the blood vessels that relate to these structures.
process;child and adolescent psychiatrist evaluation;Evaluation by a physician who specializes in the evaluation and treatment of mental, addictive and emotional disorders in children and adolescence.
process;psychiatrist evaluation;Evaluation by a physician who specializes in the evaluation and treatment of mental, addictive and emotional disorders.
process;plastic surgeon evaluation;An assessment with a specialist who focuses on the repair, reconstruction or replacement of physical defects of form or function involving the skin, musculoskeletal system, craniomaxillofacial structures, hand, extremities, breast and trunk and external genitalia or cosmetic enhancement of these areas of the body.
process;physiatrist evaluation;Assessment by a specialist who treats patients with disorders or disabilities in the muscles, bones, and nervous system, including neck or back pain, sports and work injuries, stroke, brain injury, spinal cord injury, spasticity, and any other disability or disorder that affects function.
process;pediatric cardiologist evaluation;Evaluation by a specialist who provides comprehensive care to patients with cardiovascular problems. This specialist is skilled in selecting, performing, and evaluating the structural and functional assessment of the heart and blood vessels, and the clinical evaluation of cardiovascular disease.
process;pediatric endocrinologist evalutation;An evaluation by a specialist who provides expert care to infants, children and adolescents who have diseases that result from an abnormality in the endocrine glands (glands which secrete hormones). These diseases include diabetes mellitus, growth failure, unusual size for age, early or late pubertal development, birth defects, the genital region and disorders of the thyroid, the adrenal and pituitary glands.
process;transrectal ultrasonography;A procedure that uses sound waves to create a video image of the pelvic organs and tissues. A small, lubricated probe placed into the rectum releases sound waves, which create echoes as they enter a pelvic organ. The echoes that bounce back are sent to a computer that translates the pattern of echoes into a picture of the specific organ under examination. This procedure is most often used to evaluate the prostate gland.
process;transvaginal ultrasonography;A technique in which sound waves are sent out by an ultrasound probe that has been inserted in the vagina and a computer uses the ultrasound echoes to create an image of the female genital tract. The test can be performed to evaluate women with infertility problems, abnormal bleeding, sources of unexplained pain, congenital malformations of the uterus and ovaries, and possible tumors and infection.
process;intravascular ultrasonography;An invasive procedure in which sound waves (called ultrasound) are bounced off of vascular tissues from within the vessel and the echoes produce a picture (sonogram).
process;hysterosonography;A procedure, also known as sonohysterography or saline infusion sonography, using a minimally invasive ultrasound technique to view the inside of the uterus. Sterile saline is injected into the endometrial cavity thereby distending the endometrial cavity, providing good visualization of the anatomic structures within.
process;surgeon evaluation;Assessment by a specialist who has expertise in the diagnosis and preoperative, operative, and postoperative management of patient care.
