class;term;comment
quality;pathological physical configuration;A configuration which deviates in some way from a canonical configuration for a particular organism.
material entity;disorder;A material entity which is clinically abnormal and part of an extended organism. Disorders are the physical basis of disease.
material entity;epigenetic disorder;A disorder whose etiology involves (1) a modification to the patient's genomic DNA which leads to alterations in the normal expression pattern of the genome, but is (2) not a change in the nucleotide sequence.
material entity;genetic disorder;A disorder whose etiology involves an abnormality in the nucleotide sequence of an organism's genome.
material entity;acquired genetic disorder;A genetic disorder acquired by a single cell in an organism that leads to a population of cells within the organism bearing the disorder.
material entity;constitutional genetic disorder;A genetic disorder inherited during conception that is part of all cells in the organism.
process;clinical history taking;A health care process in which a clinician elicits a description of previous sign and symptoms of disease from a patient or from a third party who is reporting on behalf of the patient.
process;clinical laboratory test;A measurement assay that has as input a patient-derived specimen and as output a data item that is about a quality of the specimen.
process;physical examination;A sequence of acts of observing and measuring qualities of a patient performed by a clinician. measurements may occur with and without elicitation.
process;etiological process;A process in an organism that leads to a subsequent disorder.
process;bodily process;
process;pathological bodily process;A bodily process that is clinically abnormal.
process;disease course;The totality of all processes through which a given disease instance is realized.
process;chronic disease course;A disease course that (a) does not terminate in a return to normal homeostasis and (b) would, absent intervention, fall within abnormal homeostatic range.
process;progressive disease course;A disease course that (a) does not terminate in a return to normal homeostasis and (b) would, absent intervention, involve an increasing deviation from homeostasis.
process;ancillary health care process;A planned process that has the objective to support the objective of a health care process without directly involving the treatment, diagnosis, or prevention of disease or injury of a patient.
process;health care process assay;A health care process with the objective to produce information about the material entity that is the evaluant, by physically examining it or its proxies.
process;health care process biomaterial transformation;A health care process which results in physical changes in a specified input material
process;transient disease course;A disease course that terminates in a return to normal homeostasis.
entity;undefined primitive term;
process;inpatient encounter;A health care encounter involving a patient who has been admitted to a health care facility and remains in a hospital facility for at least one night.
process;emergency department encounter;A health care encounter in which care is provided for undifferentiated and unscheduled patients with illnesses or injuries requiring immediate medical attention.
entity;clinically abnormal;
material entity;injury;A disorder that involves some structural damage that is immediately caused by a catastrophic external force.
process;disease prophylaxis;A planned process whose completion is hypothesized by a health care provider to reduce the risk of developing a disorder or the signs and symptoms of a disorder.
process;diagnostic process;A health care process that involves the interpretation of a clinical picture from a given patient (input) and the assertion to the effect that the patient has a disease, disorder, or syndrome of a certain type, or none of these (output).
process;relapse;A disease stage which is preceded by a remission and characterized by the return of a manifestation of a disease.
