class;term;comment
process;enthousiasme;A positive emotion reflecting energy and passion for something.
process;Begeisterung;A positive emotion reflecting energy and passion for something.
process;enthusiasm;A positive emotion reflecting energy and passion for something.
process;merry mood;A mood process that is a general feeling of enjoyment and festivity and gives rise to a heightened disposition to experience happiness, joy and other positively valenced emotions.
process;feeling of pain;A subjective affective feeling in an organism S, involving two integrated levels: (a) activation of the nociceptive system and associated emotion generating brain components of S, and (b) a simultaneous aversive sensory and emotional experience on the part of S, where (b) is phenomenologically similar to the sort of aversive experience involved in pain with concordant tissue damage.
process profile;negative valence;A valence that is negative, unpleasant or bad.
process;positive surprise;Surprise with a positive valence
disposition;emotional personality trait;An emotional personality trait is a personality trait, a part of an overall personality, which predisposes the individual to repeated occurrences of a characteristic emotional process.
process;feeling of hunger;A subjective affective feeling that involves discomfort and is associated with a need to consume food.
process;feeling of thirst;A subjective affective feeling that involves discomfort and is associated with a need to consume water.
process profile;positive valence;A valence that is pleasant, positive or good.
process;positive emotion;A positive emotion is an emotion that has a positive valence.
process;negative emotion;A negative emotion is an emotion that has a negative valence.
process;physical pleasure;A feeling good that is located in the body and is strongly positively valenced.
process;negative surprise;Surprise with a negative valence.
process;excited mood;A mood process that is a generalised feeling of enthusiasm, eagerness and energy, and gives rise to a heightened disposition to experience positively valenced emotions.
process;feeling ticklish;
process;gloomy mood;A mood process that is a general feeling of being down, having a negative outlook and gives rise to a heightened disposition to experience negatively valenced emotions.
process;regret;A negative emotion that occurs when a person wishes they chose or acted differently in the past, due to the consequences of that choice or action being unfavourable.
process;jouissance;A positive emotion that is about an ongoing experience and reflects that the experience is being appraised as pleasurable.
process;enjoyment;A positive emotion that is about an ongoing experience and reflects that the experience is being appraised as pleasurable.
process;Genuss;A positive emotion that is about an ongoing experience and reflects that the experience is being appraised as pleasurable.
specifically dependent continuant;appraisal as just treatment;An appraisal which represents an evaluation that the person was treated justly by another person.
process;feeling of need;A feeling of desire that involves anticipated relief from mental or physical discomfort.
specifically dependent continuant;appraisal as unjust treatment;An appraisal that represents an evaluation that the person was treated unjustly by another person. (Injustice.)
process;feeling of urge;A subjective affective feeling that involves a subjective experience of an impulse to engage in a behaviour.
specifically dependent continuant;appraisal of dangerousness;An appraisal which represents an evaluation of how threatening an object or situation is.
specifically dependent continuant;appraisal as dangerous;An appraisal that represents an evaluation that an object or situation presents a threat to the person.
process;feeling of desire;A subjective affective feeling that involves attraction to an imagined state of affairs.
specifically dependent continuant;appraisal of justice of treatment;Appraisal which represents an evaluation of whether the person was treated justly or unjustly by another person.
process;feeling of want;A feeling of desire that involves anticipated pleasure or satisfaction from an imagined state of affairs.
process;feeling energetic;A subjective affective feeling of having lots of energy, being energetic.
specifically dependent continuant;appraisal as not dangerous;An appraisal that represents an evaluation that an object or situation does not present a threat to the person.
specifically dependent continuant;appraisal of loss;An appraisal that represents a belief that something or someone that is important to the person has been lost to the person.
process;feeling at ease;A subjective affective feeling of being at ease, comfortable, relaxed.
process;feeling bad;A subjective affective feeling that is negatively valenced.
process;feeling exhausted;Feeling tired to an extremely strong degree.
process;shivering;
process;feeling calm;A subjective affective feeling of being calm, being relaxed, being at peace.
process;limb weakening;
process;feeling in control;A subjective affective feeling that one is in control of oneself, that one is fully the agent of one's behavior.
process;feeling restless;A subjective affective feeling of restlessness, a state of not being calm, of an agitation to do something.
process;feeling out of control;A subjective affective feeling of not being in control, not being able to gain agency of one's own behavior.
process;becoming pale;
process;feeling strong;A subjective affective feeling of strength, capability, energy and capacity to do things.
process;feeling weak;A subjective affective feeling of weakness, lack of energy and/or capability, faintness, absence of strength.
process;appraisal process;A mental process that gives rise to an appraisal.
process;heart beating at slower rate;
process;physiological process involved in an emotion;A bodily process that encompasses all the neurophysiological changes accompanying an emotion, which take place in the central nervous system (CNS), neuro-endocrine system (NES) and autonomous nervous system (ANS).
process;feeling nervous;A subjective affective feeling of being not at ease or agitated.
process;emotional behavioural process;An emotional behavioural process is the behaviour of the organism in response to the appraisal, which includes the characteristic facial expressions for particular emotion types.
process;facial expression behaviour;A behavioural process that involves a change in the expression of the face.
specifically dependent continuant;appraisal;A cognitive representation of the emotional relevance of an object or event to the organism.
process;smiling;A facial expression behaviour in which the person smiles.
process;experiencing a lump in the throat;
process;feeling alert;A subjective affective feeling of being wide awake, alert, having active attention and perception.
process;emotion process;An affective process that is a synchronized aggregate of constituent mental processes including an appraisal process, which is valenced, has an object, and gives rise to an action tendency.
process;experiencing discomfort in the stomach;
process;subjective affective feeling;An affective process that involves the experience of internal or external sensory stimuli.
process;jaw dropping;A facial expression behaviour in which the jaw drops.
disposition;emotional action tendency;A bodily disposition to behaviour that inheres in an organism by virtue of the physical changes brought about by an emotion process.
process;pressing lips together;A facial expression behaviour in which the lips are tightly pressed together.
process;raising eyebrows;A facial expression behaviour in which the eyebrows are raised.
process;anger;Anger is a negative emotion, characterised by feelings of unpleasantness and high arousal, in the form of antagonistic feelings and action tendencies. [Source: OCEAS]
process;fureur;An intensely negative emotion that is a very strong form of anger.
process;fury;An intensely negative emotion that is a very strong form of anger.
process;Wut;An intensely negative emotion that is a very strong form of anger.
process;emotional bodily movement behaviour;
process;rage;A negative emotion that is a strong form of anger.
process;Wut;A negative emotion that is a strong form of anger.
process;rage;A negative emotion that is a strong form of anger.
process;moving abruptly;A bodily movement behaviour which involves abrupt movements.
process;aggression;Any behaviour that is intended to harm another person who wants to avoid the harm. [Source: OCEAS]
process;moving towards people;A bodily movement behaviour which involves moving, or leaning, towards people (approach).
process;Trauer;Grief is an intense negative emotion following a bereavement, i.e. the loss of a significant person through that person's death. [Source: OCEAS]
process;deuil;Grief is an intense negative emotion following a bereavement, i.e. the loss of a significant person through that person's death. [Source: OCEAS]
process;grief;Grief is an intense negative emotion following a bereavement, i.e. the loss of a significant person through that person's death. [Source: OCEAS]
process;moving away from people;A bodily movement behaviour which involves moving, or leaning, away from people (avoidance).
process;frowning;A facial expression behaviour in which the person frowns.
process;closing eyes;A facial expression behaviour in which the eyes are closed.
process;irritation;An unpleasant emotion closely related to anger but lower in intensity and without the moral dimension of blame and seriousness that is implicated in anger. [Source: OCEAS]
process;opening eyes widely;A facial expression behaviour in which the eyes are opened widely.
process;la gêne;A negative emotion that is a mild form of anger.
process;annoyance;A negative emotion that is a mild form of anger.
process;Verärgerung;A negative emotion that is a mild form of anger.
process;neutral expression;A facial expression behaviour which appears very neutral (showing no expression).
process;violence;Violence is aggression that has extreme physical harm as its goal. [Source: OCEAS]
process;staying still;A bodily movement behaviour which involves remaining still.
process;contempt;A negative emotion generally elicited by the negative evaluation of others and their actions. Usually elicited by violations of community codes. Closely related to anger and disgust. [Source: OCEAS]
process;heart beating at faster rate;
process;disgust;A negative emotion that is characterised by a need to get rid of, or distance oneself from, a stimulus that is appraised as repulsing.
process;muscles relaxing;
disposition;hate;A strong, negatively valenced emotion directed against a whole person for who or what they are. Often directed at whole groups based on religion, ethnicity, or race. [Source: OCEAS]
process;perspiring;
