class;term;comment
process;insulin signalling;a signaling process that is initiated through binding and activation of its cell-surface receptor and initiates a cascade of phosphorylation and dephosphorylation events, second-messenger generation, and protein-protein interactions that result in diverse metabolic events in almost every tissue
material entity;phosphorylated tau;A protein that is phosphorylated through post-translational modification. Its accumulation reflects the formation of neurofibrillary tangles, synaptic impairment, and neuronal dysfunction.
material entity;total tau;A protein that is regarded as a general marker of neurodegeneration for evaluation in future population-based studies and represents the total tau concentration in a given sample.
realizable entity;preservation of independence in functional abilities;A symptom that entails mild problems performing complex functional tasks which they used to perform previously, such as paying bills, preparing a meal, or shopping. The person requires more time, is less efficient, and makes more errors at performing such activities than in the past. Nevertheless, the person generally maintains their independence of function in daily life.
process;concern regarding a change in cognition;An emotion milder than worry raised by either the patient, or the informant who knows the patient well, or from a skilled clinician observing, about cognitive changes in the patient.
disposition;dementia due to Alzheimer's disease;A disease of which the patient at this stage suffer from memory loss, impaired ability to think, or making decisions that interferes with doing everyday activities.
process;phospatidylinositol signalling;An internal signaling process in response to extracellular signals through which phosphatidylinositols undergo rapid turnover and generate second messengers including diacylglycerol, inositol 1,4,5-trisphosphate, phosphatidylinositol 3,4-bisphosphate (PtdIns 3,4P2) and phosphatidylinositol 3,4,5-trisphosphate.
process;neurotrophic signalling;A signaling process through which neurotrophins modulate long-term potentiation, dendritic complexity and axon branching, processes that promote synaptic efficacy and thus learning and memory.
process;category and letter verbal fluency test;A short screening test that evaluates language skills and it consists of Semantic verbal Fluency Tests (SFT) and Categorical verbal Fluency Tests (CFT).
process;Boston Naming Test;A measure of confrontation naming that takes into account the finding that patients with dysnomia often have greater difficulties with the naming of low frequency objects and consists of 60 black and white line drawings of objects
process;Free and Cued Selective Reminding Test;A memory test that controls attention and acquisition, by providing category cues in the learning process.
realizable entity;episodic memory impairment;A mental impairment in the ability to learn and retain new information, or recall information about a specific event that has occurred at a specific time and place.
disposition;mild cognitive impairment due to Alzheimer's disease;A stage of Alzheimer's disease where symptoms appear such as concern regarding a change in cognition (raised either by the patient himself/herself or by an informant who knows the patient well), impairment in one or more cognitive domains, preservation of independence in functional abilities and other non-demented symptoms.
disposition;preclinical stage of Alzheimer's disease;A disease stage of Alzheimer's disease that begins long before any symptoms become apparent. The symptoms go unnoticed by the patients and people around them and this stage can last for years, possibly even decades.
process;Global Deterioration Scale;A method used for assessment of primary degenerative dementia and delineation of its stages
process;Everyday Cognition questionnaire;A questionnaire comprised of multiple subscales evaluating everyday cognitive function
realizable entity;Personality and behavioral changes;
process;Memory Orientation Screening Test;A test that separates normal from MCI and demented elders in a prevalence-stratified sample
realizable entity;Inability to recognize oneself or family;A cognitive symptom of failure to recognize oneself's or family member's identity
realizable entity;Inability to communicate;A symptom of failure to communicate with others.
disposition;traumatic brain injury;Traumatic brain injury usually results from a violent blow or jolt to the head or body. An object that goes through brain tissue, such as a bullet or shattered piece of skull, also can cause traumatic brain injury.
realizable entity;cognitive symptom;Cognitive symptoms involve problems with concentration and memory and can be just as disabling as the other types of symptoms. The onset of cognitive symptoms is usually realised in the same way as negative symptoms in that they only begin to be noticeable after the dominance of psychotic episodes or positive symptoms have either been controlled with medication or diminished with age.
process;Xiusanzhen;An acupuncture method that involves pucture at bilateral Yingxiang and Yintang points
process;Short Portable Mental Status Questionnaire (SPMSQ);A questionaire with 10 items that can be easily administered by clinicians in mental impairment diagnosis
process;Late-stage Alzheimer's Disease(severe);A disease at late stage where dementia symptoms are severe. Individuals lose the ability to respond to their environment, to carry on a conversation and, eventually, to control movement. They may still say words or phrases, but communicating pain becomes difficult. As memory and cognitive skills continue to worsen, significant personality changes may take place and individuals need extensive care.
process;Neurobehavioral Cognitive Status Examination;A screening examination that assesses cognition in a brief but quantitative fashion, uses independent tests to evaluate functioning within five major cognitive ability areas: language, constructions, memory, calculations, and reasoning.
process;tobacco consumption;A behavior of consuming tabacco products
generically dependent continuant;amyloid-beta 42/amyloid-beta 40 ratio;A ratio between amyloid-beta 42 and amyloid-beta 40. Decreased ratio of amyloid-beta 42/40 is a strong marker of Alzheimer's disease.
process;Brief Alzheimer Screen test;A test developed from cognitive assessments on 406 normal subjects and 342 mild AD patients in the CERAD (Consortium to Establish a Registry for AD) dataset.
generically dependent continuant;beta-secretase 1 measurement;A measurement that quantifies the amount of beta-secretase 1 (BACE1) normally found in blood or cerebrospinal fluid. The quantification of the amount of beta-secretase 1 in a sample, typicallly cerebrospinal fluid. Beta-secretase-1 is an aspartic-acid protease important in the formation of myelin sheaths in peripheral nerve cells, and is thought to have a role in Alzheimer's disease pathogenesis.
generically dependent continuant;beta-secretase 1 measurement;Quantification of the amount of beta-secretase 1 in a sample, typicallly cerebrospinal fluid. Beta-secretase-1 is an aspartic-acid protease important in the formation of myelin sheaths in peripheral nerve cells, and is thought to have a role in Alzheimer's disease pathogenesis.
