class;term;comment
object aggregate;infectious agent colony;A colony whose members are infectious agents.
object aggregate;colony;An organism population persisting in a site it has colonized.
disposition;immunocompetence;A disposition that is the ability to mount a normal immune response.
material entity;immunodeficiency;A disorder of an immune system component that results in defective functioning of the immune system.
disposition;immunosuppressive disposition;A disposition whose realization negatively regulates an immune response.
process;immunosuppression;A process that attenuates an immune response.
process;pathologic immunosuppression;An immunosuppression process which arises as the result of a disorder.
process;physiologic immunosuppression;An immunosuppression which unfolds as part of the natural self-regulation of an immune response.
material entity;viremia;An infection that has as part virus particles located in the blood.
material entity;acute infection;An infectious disorder that is the physical basis for an unfolding acute infectious disease course.
material entity;bacteremia;An infection that has as part bacteria located in the blood.
process;appearance of disorder;A process by which a disorder comes into existence.
role;host role;A role borne by an organism in virtue of the fact that it's extended organism contains a material entity other than the organism.
material entity;virion;A virus that is in its assembled state consisting of genomic material (DNA or RNA) surrounded by coating molecules.
material entity;chronic infection;An infection that persists for an extended period of time.
object aggregate;organism population;An aggregate of organisms of the same Species.
disposition;acquired immunity to infectious agent;An immunity to infectious agent that inheres in an organism in virtue of antigen receptors encoded by somatically diversified genes in the organism's genome and expressed by cells that have undergone selection during a primary immune response in that organism.
process;variolation;An active immunization that begins with exposure to smallpox in the form of a scab from a pustule and results in immunity against smallpox.
process;passive immunization against infectious agent;An immunization that begins with transfer to an organism of molecules not produced by that organism and that confer immunity against an infectious agent.
disposition;communicability;An infectious disposition to be transmitted directly from one organism to another of the same Species by horizontal transmission.
process;infectious disease epidemic;A process of infectious disease realizations and for which there is a statistically significant increase in the infectious disease incidence of a population.
disposition;disposition to form a non-parasitic colony;A disposition to colonize an organism and participate in mutualism or commensalism with that organism.
process;infectious disease pandemic;A process in which multiple infectious disease epidemics of the same type of infectious disease unfold over overlapping periods of time and affect organism populations located in different geographic regions, including different countries and continents.
process;establishment of localization in host;An establishment of localization process in which a material entity reaches a site in an organism in which it can survive, grow, multiply, or mature.
material entity;infectious disorder;An infection that is clinically abnormal.
process;colonization of host;An establishment of localization in host process in which an organism establishes itself in a host.
process;production;A process in which an entity comes into being as a result of the process.
process;establishment of a clinically abnormal colony;A colonization of host process that results in a clinically abnormal colony.
process;colonization of human anterior nares;A colonization of human process in which the colonized site is the anterior nares.
process;replication;A production process in which a participant creates a copy of itself.
process;host coming into contact with vector of infectious agent;A host exposure to environment with infectious agent where the environment contains an infectious agent vector.
process;release of infectious human pathogen in laboratory;A host exposure to environment with infectious agent where the exposure is accidental. the environment is a laboratory, and the infectious agent is infectious in humans.
process;process of establishing an infection;A process by which an infectious agent, established in a host, becomes part of an infection in the host.
process;host exposure to substance that might have infectious agent;A host exposure to environment with infectious agent where the environment contains a material entity that has been assessed to confer a risk of infection.
role;infectious agent transporter role;A role borne by a material entity in virtue of the fact that an infectious agent is located in or on the entity and the entity has the capability to transfer (either actively or passively) the infectious agent from one location to another.
material entity;pathogen host;An organism bearing a pathogen host role.
role;infectious agent vector role;An infectious agent transporter role that is borne by an organism active in the transfer of an infectious agent to an organism of another Species and in which the agent is infectious.
material entity;infectious agent carrier;An organism bearing the infectious agent carrier role.
material entity;susceptible organism;An organism that is not infected with an infectious agent and lacks protective immunity to the infectious agent.
role;mechanical vector of infectious agent role;An infectious agent vector role borne by an organism in virtue of the fact that the infectious agent does not multiply in or on the vector.
material entity;primary pathogen;An infectious agent with a primary infectious disposition.
process;colonization of human perineum;A colonization of human process in which the colonized site is a perineum.
role;intermediate host role;A symbiont host role borne by an organism in virtue of the fact that its partner in symbiosis utilizes the host to undergo a developmental stage transition, and the host is required for continuation of the partner's life cycle.
material entity;host;An organism bearing a host role.
material entity;primary immunodeficiency;An immunodeficiency that exists in an organism because of a genetic predisposition.
role;paratenic host role;A symbiont host role borne by an organism in virtue of the fact that its partner in symbiosis utilizes the host to undergo a developmental stage transition, but the host is not required for continuation of the partner's life cycle.
material entity;definitive host;An organism bearing a definitive host role.
material entity;opportunistic pathogen;An infectious agent with an opportunistic infectious disposition.
role;dead-end host role;A symbiont host role borne by an organism in virtue of the fact that its partner in symbiosis has the infectious disposition but cannot be transmitted from the host to the partner's definitive host.
material entity;intermediate host;A organism bearing an intermediate host role.
disposition;reverse zoonosis;An infectious disease that has as its physical basis an infectious disorder composed of infectious agents that have a reverse zoonotic disposition.
role;parasite host role;A symbiont host role borne by an organism in virtue of the fact that its partner in symbiosis derives from the host a growth, survival, or fitness advantage while the host's growth, survival, or fitness is reduced.
material entity;paratenic host;An organism bearing a paratenic host role.
process;horizontal pathogen transmission process;A pathogen transmission process in which a pathogen is transmitted from one host to another of the same Species, and the two hosts are not in a parent-child relationship.
role;infectious agent host role;A pathogen host role borne by an organism in virtue of the fact that its extended organism contains an infectious agent.
material entity;dead-end host;An organism bearing a dead-end host role.
disposition;transmissibility disposition;A disposition to undergo a transmission process.
role;pathogen host role;A host role borne by an organism in virtue of the fact that its extended organism contains a pathogen.
material entity;parasite host;An organism bearing a parasite host role.
process;host exposure to infectious agent;A process in which a potential host of an infectious agent is exposed to an infectious agent.
role;infectious agent carrier role;An infectious agent host role borne by an organism in virtue of the fact that its extended organism contains an infectious agent, the infectious agent has the infectious disposition towards the host, and the host has no symptoms of the infectious disease caused by the infectious agent.
material entity;infectious agent host;An organism bearing an infectious agent host role.
process;process that results in death;A process that results in death.
process;colonization of human;A colonization of host process in which the host is of Species Homo sapiens.
disposition;enterotoxin disposition;An exotoxin disposition to damage cells of the host intestinal mucosa.
disposition;obsolete enterotoxin disposition;An exotoxin disposition to damage cells of the host intestinal mucosa.
material entity;toxin;A molecular entity that has a toxin disposition.
disposition;obsolete endotoxin disposition;A toxin disposition that inheres in a protein or protein complex that is released from a pathogen only upon cytolysis.
disposition;obsolete endotoxin disposition;A toxin disposition that inheres in a protein or protein complex that is a structural component of a pathogen and is released from the pathogen only upon cytolysis.
disposition;endotoxin disposition;A toxin disposition that inheres in a protein or protein complex that is released from a pathogen only upon cytolysis.
disposition;endotoxin disposition;A toxin disposition that inheres in a protein or protein complex that is a structural component of a pathogen and is released from the pathogen only upon cytolysis.
role;biological vector of infectious agent role;An infectious agent vector role borne by an organism in virtue of the fact that the infectious agent multiplies in the vector.
material entity;mechanical vector of infectious agent;An infectious agent vector bearing a mechanical vector of infectious agent role.
process;negative regulation of life-sustaining process;Any process that stops, prevents, or reduces the frequency, rate or extent of a life-sustaining process.
role;infectious agent vehicle role;An infectious agent transporter role borne by an entity in virtue of the fact that the entity is not a complete organism.
