class;term;comment
process;breath-figure templating;The method of using hexagonally-packed water microspheres as templates for the fabrication of microporous polymer films.
process;templated self-assembly;A synthesis method in which the components of the sample spontaneously (and reversibly) associate by non-covalent interactions, forming a organised structure or pattern on a physical template. Individual building blocks associate into more complex (higher-order) structures during self-assembly.
process;molecular self-assambly;A process where molecules spontaneously adopt a defined arrangement.
process;ultraviolet thermal lens spectroscopy;Spectroscopy where the energy generated by nonradiative thermal relaxation after ultraviolet laser light absorption is measured.
process;evaporation-induced self-assembly;A synthesis method in which a drop of solvent is placed on the components to be assembled and allowed to dry freely in air. The solvent evaporation causes the spontaneous association of individual components into an organised structure or pattern.
process;visible thermal lens spectroscopy;Spectroscopy where the energy generated by nonradiative thermal relaxation after visible laser light absorption is measured.
process;self-assembly;A process where the components of a sample spontaneously (and reversibly) associate by non-covalent interactions, forming an organised structure or pattern. Individual building blocks associate into more complex (higher-order) structures during self-assembly.
process;normal-phase high-performance liquid chromatography;Column chromatography where the mobile phase is a liquid, the stationary phase consists of very small particles, and the inlet pressure is relatively high. In normal-phase HPLC, the stationary phase is more polar than the mobile phase.
material entity;superconducting quantum interference device;A piece of apparatus, consisting of superconducting loops containing Josephson junctions, which is used to measure the strength and/or direction of an extremely weak magnetic field (10-18 T).
process;surface-initiated polymerisation;An experimental method used to prepare polymer samples (e.g. polymer brushes) using a surface-imobilised monomer.
process;electrostatic force microscopy;Microscopy which uses a sharp spike (known as a 'tip') mounted on the end of a cantilever to scan the surface of the specimen. A bias voltage is applied between the tip and sample, forming a capacitor with the sample surface, over which it is scanned laterally at a constant separation. The electrostatic force (measured as the change in resonant frequency of the cantilever) is probed as a function of position by changing the applied voltage.
generically dependent continuant;micro-Raman spectrum;A plot of intensity vs. Raman shift (cm-1) obtained by measuring the Raman scattering of monochromatic light from a micrometre-sized area of a sample, located using an optical microscope.
process;laser emission spectroscopy;Spectroscopy where a thermally-excited vapour sample is illuminated with an ultraviolet or visible laser and the photon emission spectrum of the sample is observed.
process;thermal desorption-gas chromatography mass spectrometry;A method where a sample mixture is first adsorbed onto packed tubes (e.g. Tenax) then moved into a desorption oven and heated (100–280 °C for 5–20 min) to promote thermal desorption of the mixture into the headspace of the tube. The headspace is sampled and used for gas chromatography and the eluent is then ionised and characterised according to mass-to-charge ratio and relative abundance.
process;supercritical fluid extraction-Fourier transform infrared spectroscopy;Fourier transform infrared spectroscopy where the sample is initially transferred from a matrix to a liquid phase using a supercritical fluid.
generically dependent continuant;electrostatic force microscopy image;An image obtained by using a conducting sharp spike (known as a 'tip') mounted on the end of a cantilever to scan the surface of the specimen, line by line, and recording the drop in amplitude of the oscillating cantilever caused by the electrostatic force it experiences while the tip is biased with a voltage of a few volts, as a function of position.
generically dependent continuant;continuous-wave nuclear magnetic resonance spectrum;A plot of the absorption of radio frequency radiation vs. frequency for spin-active nuclei.
process;dilatometry;The measurement and study of dimensional changes in polymers as a function of temperature, fluid absorption, mechanical stress or chemical reaction.
generically dependent continuant;1H continuous-wave nuclear magnetic resonance spectrum;A plot of the absorption of radio frequency radiation vs. frequency for hydrogen-1 nuclei.
generically dependent continuant;Ragone plot;A plot of specific energy of an electrochemical cell vs. its specific power.
process;1H continuous-wave nuclear magnetic resonance spectroscopy;Spectroscopy where the energy states of 1H nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Spectra are obtained by scanning a range of radio frequencies.
process;dispersion polymerisation;A polymer preparation technique in which an insoluble polymer is dispersed in a continuous organic phase.
process;reflection–absorption Fourier transform infrared spectroscopy;Spectroscopy where the absorption and reflection of low-incident-angle infrared light by the surface molecules of a highly reflective or polished sample is measured. The sample absorbs a single pulse of radiation and the spectrum obtained is subject to a Fourier transform.
process;distillation precipitation copolymerisation;A polymer preparation technique in which two different types of monomer are dissolved in an organic solvent and distilled until a precipitate of the corresponding copolymer is formed.
process;electrochemical quartz crystal microgravimetry;A method used to determine the ratio of the mass, deposited at the electrode surface during an electrochemical reaction, to the total charge passed through the electrode (the 'current efficiency'). The electrode surface is deposited on a piezoelectric quartz crystal, and the change in resonance frequency of the crystal is measured.
generically dependent continuant;Walden plot;A log–log plot of molar conductivity vs. viscosity which indicates the degree of ionicity of an ionic liquid. Plots are compared to the 'ideal' case of 0.01M KCl which exists as dissociated ions.
process;resonance-enhanced laser microprobe spectroscopy;Spectroscopy where the sample is illuminated with one or more finely focused (<10 m diameter) resonant laser beams (lasers which have been tuned to match an electronic transition within the sample) and the absorption or emission of light by the sample is measured.
process;aerosol-assisted chemical vapour deposition;A synthesis method where the substrate is exposed to one or more involatile precursors, suspended in a liquid–gas aerosol (generated ultrasonically), which react or decompose on the surface to produce a deposit.
process;laser microprobe spectroscopy;Spectroscopy where the sample is illuminated with one or more finely focused (<10 m diameter) laser beams and the absorption or emission of light by the sample is measured.
process;chemical vapour deposition;A synthesis method where the substrate is exposed to one or more volatile precursors, which react or decompose on the surface to produce a deposit.
process;resonance enhanced multiphoton ionisation spectroscopy;Spectroscopy where a sample is illuminated with resonant laser light (using a laser which is tuned to match an electronic transitions within the sample) and photoexcitation (by the absorption of two or more photons) is used to promote an atom or molecule above its ionisation potential to create an ion.
process;sol–gel method;The process of the settling of (nm sized) particles from a colloidal suspension onto a pre-existing surface, resulting in ceramic materials. The desired solid particles (e.g. metal alkoxides) are suspended in a liquid, forming the 'sol', which is deposited on a substrate by spinning, dipping or coating, or transferred to a mould. The particles in the sol are polymerised by partial evaporation of the solvent, or addition of an initiator, forming the 'gel', which is then heated at high temperature to give the final solid product.
process;laser multiphoton ionisation spectroscopy;Spectroscopy where a sample is illuminated with a laser and photoexcitation (by the absorption of two or more photons) is used to promote an atom or molecule above its ionisation potential to create an ion.
process;chemical solution deposition;The process of the settling of particles (atoms or molecules) from a solution or suspension onto a pre-existing surface, resulting in the growth of a new phase.
process;laser-enhanced ionisation spectroscopy;Spectroscopy where resonant laser illumination (using a laser which is tuned to match an electronic transition within the sample) is used to ehanced the collisional ionisation of atoms (or molecules) occurring in a flame.
process;atomic layer deposition;A thin film deposition technique based on the sequential reaction of gaseous precursors at a surface to produce a monolayer
process;resonance ionisation spectroscopy;Spectroscopy where a sample is illuminated with resonant laser light (using a laser which is tuned to match an electronic transition within the sample) and photoexcitation is used to promote an atom or molecule above its ionisation potential to create an ion.
process;sample deposition;The process of the settling of particles (atoms or molecules) from a solution, suspension or vapour onto a pre-existing surface, resulting in the growth of a new phase.
process;laser ionisation spectroscopy;Spectroscopy where a sample is illuminated with a laser and photoexcitation is used to promote an atom or molecule above its ionisation potential to create an ion.
process;membrane extraction with a sorbent interface-gas chromatography;A separation method where the sample is first transferred from one phase (the 'donor' or 'feed' phase) to another (the 'acceptor' or 'strip' phase) across a non-porous non-polar polymer membrane. The membrane extracts the analytes from their matrix, and these are subsequently trapped on a polymeric trap with a porous sorbent using a carrier gas stream. In the second step, the mixture in the carrier gas stream is further separated by gas chromatography.
process;laser micro emission spectroscopy;Spectroscopy where a thermally-excited vapour sample is illuminated with a finely focused (<10 m diameter) ultraviolet or visible laser and the photon emission spectrum of the sample is observed.
process;low-temperature electrothermal vaporisation inductively coupled plasma mass spectrometry;Mass spectrometry where a solid sample is vaporised by depositing it on a probe which is rapidly heated (to <1000 °C) by passing a current through it. The vaporised sample is ionised in a plasma (a partially ionised gas–-such as Ar–-containing free electrons) which has been generated by electromagnetic induction.
process;hot wire chemical vapour deposition;A synthesis method where the substrate is exposed to one or more volatile precursors, which react or decompose (catalysed by a hot filament) on the surface to produce a deposit.
process;direct liquid injection chemical vapour deposition;A synthesis method where the substrate is exposed to one or more liquid precursors, which react or decompose on the surface to produce a deposit.
process;atomic layer chemical vapour deposition;A synthesis method where the substrate is exposed to one or more volatile precursors, which react or decompose on the surface to produce a monolayer deposit. The surface reaction is self-limiting resulting in a nanometre thickness of film.
process;optogalvanic spectroscopy;Spectroscopy where the current passing through a gas discharge is monitored as a laser light source is tuned through the frequencies of allowed transitions for excited atoms in the discharge.
process;atmospheric-pressure chemical vapour deposition;A synthesis method where the substrate is exposed to one or more volatile precursors, at atmospheric pressure, which react or decompose on the surface to produce a deposit.
material entity;X-ray spectrometer;A piece of apparatus used to measure the absorption or emission of X-rays.
material entity;X-ray photoelectron spectrometer;A piece of apparatus, consisting of an X-ray source, an analyser and a detector, which is used to measure the photoelectron emission of samples bombarded with X-rays.
material entity;scanning transmission electron microscope;A transmission electron microscope where the electron beam is scanned across an electron-transparent specimen under vacuum and the intensities of the transmitted electrons are measured.
process;acceleration mass spectrometry;Mass spectrometry where the sample is ionised and the ions are accelerated to very high kinetic energies.
process;positive ion matrix-assisted laser desorption–ionisation time-of-flight mass spectrometry;Mass spectrometry where the sample (usually a large organic molecule or biomolecule) is vaporised and ionised using a high-energy pulsed laser. The sample is held in a matrix (such as crystallised dihydrobenzoic acid) to protect it from direct laser illumination and to separate the sample molecules. The positive sample ions are accelerated to the same (known) kinetic energy and the time taken for each ion to reach a detector at a known distance is measured. This time is dependent on the mass-to-charge ratio of the ion.
process;mass spectrometry;Spectrometry where the sample is converted into gaseous ions which are characterised by their mass-to-charge ratio and relative abundance.
process;thermogravimetry-differential thermal analysis;The measurement of the temperature difference between the sample and a reference material during the measurement of the mass of the sample as a function of temperature.
process;chemical vapour transport;A crystal growth method for metal dichalcogenides in which the starting materials (high purity metal and chalcogen) are placed in a quartz ampoule together with a transport agent (e.g. iodine) and heated in a furnace under a temperature gradient.
process;surface-assisted chemical vapour transport;A crystal growth method for metal dichalcogenides in which the starting materials (high-purity metal and chalcogen powders) are placed in one half of a quartz ampoule together with a transport agent (e.g. iodine) and heated in a furnace under a temperature gradient. The product crystals are grown on the surface of a sheet of high-purity metal in the other half of the ampoule.
generically dependent continuant;bright-field transmission electron micrograph;An image obtained by bombarding the specimen with a finely focused (<10 nm diameter) electron beam under vacuum and measuring the intensities of the directly transmitted electrons.
generically dependent continuant;dark-field transmission electron micrograph;An image obtained by bombarding the specimen with a finely focused (<10 nm diameter) electron beam under vacuum and measuring the intensities of the scattered transmitted electrons.
material entity;environmental scanning electron microscope;A piece of apparatus which is used to produce an enlarged image of a specimen by scanning a finely focused (<10 nm diameter) electron beam with an acceleration voltage of 50–150 kV across the specimen in a gaseous environment and measuring interaction of the electrons with the specimen.
material entity;ion trap mass spectrometer;A piece of apparatus that consists of an ion source, a mass-to-charge analyser, a detector and a vacuum system and is used to measure mass spectra. The detector is an ion trap mass-to-charge analyser, which holds the ions in a stable orbit by an electric field.
process;microwave plasma-assisted chemical vapour deposition;A synthesis method where the substrate is exposed to one or more volatile precursors, in the presence of a microwave-induced plasma (a partially ionised gas containing free electrons), which react or decompose on the surface to produce a deposit. The plasma enhances the rate of reaction on the substrate surface.
process;electron capture negative ionisation mass spectrometry;Mass spectrometry where the sample is ionised by interaction with thermal electrons (electrons with energy 0.1 eV or less).
process;plasma-assisted chemical vapour deposition;A synthesis method where the substrate is exposed to one or more volatile precursors, in the presence of a plasma (a partially ionised gas, containing free electrons), which react or decompose on the surface to produce a deposit. The plasma enhances the rate of reaction on the substrate surface.
process;collision-induced dissociation mass spectrometry;Mass spectrometry where the sample is ionised and selected ions are allowed to collide with neutral gas molecules resulting in fragmentation.
process;metal–organic chemical vapour deposition;A synthesis method where the substrate is exposed to volatile precursors (one of which is an organometallic compound) which react or decompose on the surface to produce a deposit.
process;positive ion chemical ionisation mass spectrometry;Mass spectrometry where the sample is ionised by interaction with reagent gaseous cations at low pressure.
process;ultrahigh vacuum chemical vapour deposition;A synthesis method where the substrate is exposed to one or more volatile precursors under ultrahigh vacuum (<10^{-6} Pa), which react or decompose on the surface to produce a deposit.
process;negative ion chemical ionisation mass spectrometry;Mass spectrometry where the sample is ionised by interaction with reagent gaseous anions at low pressure.
process;low-pressure chemical vapour deposition;A synthesis method where the substrate is exposed to one or more volatile precursors, at less than atmospheric pressure, which react or decompose on the surface to produce a deposit.
process;desorption chemical ionisation mass spectrometry;Mass spectrometry where the sample is dissolved in a volatile solvent and dropped onto a heated filament before being ionised by interaction (electron or proton transfer) with reagent (N2, O2, H2O) gaseous ions at low pressure. Reagent ions are produced by electron ionisation.
process;laser chemical vapour deposition;A synthesis method where a laser-heated substrate is exposed to one or more volatile precursors, which react or decompose on the surface to produce a deposit.
process;atmospheric pressure chemical ionisation mass spectrometry;Mass spectrometry where the sample is ionised by interaction (electron or proton transfer) with reagent (N2, O2, H2O) gaseous ions at atmospheric pressure. Reagent ions are produced by electron ionisation with electrons from a radioactive beta-source or a corona discharge.
process;hybrid physical–chemical vapour deposition;A synthesis method that involves both the chemical decomposition of a precursor gas and the vaporization of a solid source e.g. the growth of MgB2 involves both diborane gas and solid Mg.
process;chemical ionisation mass spectrometry;Mass spectrometry where the sample is ionised by interaction (electron or proton transfer) with reagent (N2, O2, H2O) gaseous ions at low pressure. Reagent ions are produced by electron ionisation.
process;dry deposition;The process of the settling of particles (atoms or molecules) from a gas or vapor onto a pre-existing surface, resulting in the growth of a new phase.
process;rapid thermal chemical vapour deposition;A synthesis method where a rapidly heated substrate is exposed to one or more volatile precursors, which react or decompose on the surface to produce a deposit.
process;remote plasma-enhanced chemical vapour deposition;A synthesis method where the substrate is exposed to one or more volatile precursors which react or decompose in a plasma (a partially ionised gas, containing free electrons) and are then transferred to the surface to produce a deposit. The plasma enhances the rate of reaction.
material entity;linear quadrupole ion trap Fourier transform ion cyclotron resonance mass spectrometer;A piece of apparatus that consists of an ion source, a mass-to-charge analyser, a detector and a vacuum system and is used to measure mass spectra. The analyser consists of a linear quadrupole mass-to-charge analyser, which holds the ions in a stable orbit using an electric field generated by four parallel electrodes, and an ion cyclotron resonance cell (a piece of apparatus that measures the frequency at which ions precesses in a fixed magnetic field and subjects the frequency output to a Fourier transform).
material entity;linear quadrupole mass spectrometer;A mass spectrometer that uses an orthogonal-acceleration ion source. The detector is a quadrupole mass-to-charge analyser, which holds the ions in a stable orbit using an electric field generated by four linear parallel electrodes.
